Sociedad,Cliente,Asignación,Nº documento,Clase de documento,Fecha de documento,Fe.contabilización,Símbolo vencimiento neto,Importe en moneda local,Referencia,Doc.compensación,Cuenta de mayor,Texto
X013,300004,,100055036,SA,3/20/2024,3/20/2024,,"-27937,19",,100056480,1030026,MASTER 20.03.2024
X013,300004,,100055037,SA,3/20/2024,3/20/2024,,"-2400,00",,100056480,1030026,MASTER 20.03.2024
X013,300004,,100055038,SA,3/20/2024,3/20/2024,,"-41903,52",,100056480,1030026,MASTER 20.03.2024
X013,300004,,100055039,SA,3/20/2024,3/20/2024,,"-2328,52",,100056480,1030026,MASTER 20.03.2024
X013,2005332039,0004X00002740,1400019781,DZ,3/20/2024,3/20/2024,,"-23674,72",0004X00002740,1400019781,1030000,
X013,2717011442,0004X00002742,1400019783,DZ,3/20/2024,3/20/2024,,"-6280,00",0004X00002742,1400019783,1030000,
X013,3050005352,0004X00002719,1400019761,DZ,3/20/2024,3/20/2024,,"-3970,01",0004X00002719,1400019761,1030000,
X013,3054584303,0004X00002717,1400019759,DZ,3/20/2024,3/20/2024,,"-12771,63",0004X00002717,1400019759,1030000,
X013,3058919114,0004X00002767,1400019809,DZ,3/20/2024,3/20/2024,,"-5980,00",0004X00002767,1400019809,1030000,
X013,3066150769,0004X00002784,1400019826,DZ,3/20/2024,3/20/2024,,"-3705,00",0004X00002784,1400019826,1030000,
X013,3068522850,202403201101070002,1800074926,XR,3/20/2024,3/20/2024,,"48750,00",0020B00023811,1400020170,1030000,
X013,3068522850,202403201144270003,1800074927,XR,3/20/2024,3/20/2024,,"38379,12",0020B00023812,1400020170,1030000,
X013,3068522850,202403201150490004,1800074928,XR,3/20/2024,3/20/2024,,"12155,00",0020B00023813,1400020170,1030000,
X013,3068522850,202403201202100005,1800074929,XR,3/20/2024,3/20/2024,,"9425,00",0020B00023814,1400020170,1030000,
X013,3068627333,202403201244410007,1800074931,XR,3/20/2024,3/20/2024,,"12470,00",0020B00023815,1400020152,1030000,
X013,3068627333,202403201250040008,1800074932,XR,3/20/2024,3/20/2024,,"7470,00",0020B00023816,1400020152,1030000,
X013,3068627333,202403201431000014,1800074935,XR,3/20/2024,3/20/2024,,"2500,00",0020B00023817,1400020152,1030000,
X013,3068627333,202403201434230019,1800074936,XR,3/20/2024,3/20/2024,,"1235,00",0020B00023818,1400020152,1030000,
X013,3068627333,202403201439360023,1800074937,XR,3/20/2024,3/20/2024,,"14622,28",0020B00023819,1400020152,1030000,
X013,3068627333,202403201445010024,1800074938,XR,3/20/2024,3/20/2024,,"12205,00",0020B00023820,1400020152,1030000,
X013,3068627333,202403201448540025,1800074939,XR,3/20/2024,3/20/2024,,"12470,00",0020B00023821,1400020152,1030000,
X013,3068695518,0004X00002790,1400019832,DZ,3/20/2024,3/20/2024,,"6843,41",0004X00002790,100055216,1030000,Dif. pago FC 49-378 - SUSP. SERV. 21.03
X013,3068695518,0004X00002790,1400019832,DZ,3/20/2024,3/20/2024,,"-43420,60",0004X00002790,1400019832,1030000,
X013,3068695518,0004X00002791,1400019835,DZ,3/20/2024,3/20/2024,,"582,90",0004X00002791,100055216,1030000,Dif. pago FC 49-359 - SUSP. SERV. 21.03
X013,3068695518,0004X00002791,1400019835,DZ,3/20/2024,3/20/2024,,"-15519,72",0004X00002791,1400019835,1030000,
X013,3071046420,202402211542233483,1400019771,DZ,3/20/2024,3/20/2024,,"-2470,00",0004X00002729,100055146,1030000,
X013,3071046420,202401170933142655,1400019771,DZ,3/20/2024,3/20/2024,,"-2080,00",0004X00002729,100055146,1030000,
X013,3071185432,202403201428310011,1600012417,XG,3/20/2024,3/20/2024,,"-27957,04",0020A00003164,1400019977,1030000,
X013,3071185432,202403201429340012,1600012418,XG,3/20/2024,3/20/2024,,"-16484,62",0020A00003165,1400019910,1030000,
X013,3071185432,202403201430090013,1600012419,XG,3/20/2024,3/20/2024,,"-12195,31",0020A00003166,1400019910,1030000,
X013,3071185432,202403201431570015,1600012420,XG,3/20/2024,3/20/2024,,"-1339,50",0020A00003167,1400019910,1030000,
X013,3071185432,202403201432120016,1600012421,XG,3/20/2024,3/20/2024,,"-3260,40",0049A00000256,1400019977,1030000,
X013,3071185432,202403201433020017,1600012422,XG,3/20/2024,3/20/2024,,"-5311,00",0049A00000257,1400019977,1030000,
X013,3071185432,202403201434080018,1600012423,XG,3/20/2024,3/20/2024,,"-5834,40",0049A00000258,1400019910,1030000,
X013,3071185432,202403201435190020,1600012424,XG,3/20/2024,3/20/2024,,"-118,44",0127A00000054,1400019910,1030000,
X013,3071185432,202403201436340021,1600012425,XG,3/20/2024,3/20/2024,,"-169,20",0127A00000055,1400019910,1030000,
X013,3071185432,202403201437190022,1600012426,XG,3/20/2024,3/20/2024,,"-2669,33",0127A00000056,1400019910,1030000,
X013,3071502459,202403201035130001,1800074925,XR,3/20/2024,3/20/2024,,"5308,47",0135A00000023,1400019782,1030000,
X013,3071522673,202403201352370010,1800074934,XR,3/20/2024,3/20/2024,,"40298,11",0020A00013692,1400019939,1030000,cancelan 30.04.24
X013,3071587446,202403201341250009,1800074933,XR,3/20/2024,3/20/2024,,"77128,57",0020A00013691,1400019879,1030000,RECLAMO 23.04.24
X013,300004,,100055024,SA,3/19/2024,3/19/2024,,"-14199,33",,100056480,1030026,MASTER 19.03.2024
X013,300004,,100055025,SA,3/19/2024,3/19/2024,,"-68295,21",,100056480,1030026,MASTER 19.03.2024
X013,300004,,100055026,SA,3/19/2024,3/19/2024,,"-15193,51",,100056480,1030026,MASTER 19.03.2024
X013,300004,,100055027,SA,3/19/2024,3/19/2024,,"-26129,76",,100056480,1030026,MASTER 19.03.2024
X013,300004,,100055028,SA,3/19/2024,3/19/2024,,"-13958,95",,100056480,1030026,MASTER 19.03.2024
X013,300004,,100055029,SA,3/19/2024,3/19/2024,,"-545,66",,100056480,1030026,MASTER 19.03.2024
X013,300004,,100055030,SA,3/19/2024,3/19/2024,,"-13091,45",,100056480,1030026,MASTER 19.03.2024
X013,300004,,100055031,SA,3/19/2024,3/19/2024,,"-5179,84",,100056480,1030026,MASTER 19.03.2024
X013,500000,202404081645150406,1800075249,XR,3/19/2024,3/19/2024,,"158076,85",0020B00023809,,1030000,
X013,500000,202404081645240407,1800075250,XR,3/19/2024,3/19/2024,,"205637,20",0020B00023810,,1030000,PTE_FERREYRA ALEJANDRO ARIEL
X013,3052276392,202404081149170374,1600012492,XG,3/19/2024,3/19/2024,,"-11760,73",0020B00003766,100056133,1030000,
X013,3054666267,202404081643370401,1800075244,XR,3/19/2024,3/19/2024,,"45925,31",0020B00023803,1400019849,1030000,
X013,3055832555,,100055080,SA,3/19/2024,3/19/2024,,"15074,83",,100056429,1030000,ND SIN DETALLE - FC 20-13059
X013,3055832555,,100055080,SA,3/19/2024,3/19/2024,,"-15074,83",,1400019784,1030000,ND SIN DETALLE - FC 20-13059
X013,3055832555,0004X00002743,1400019784,DZ,3/19/2024,3/19/2024,,"-4402,86",0004X00002743,1400019784,1030000,
X013,3055832555,202404081144350364,1800075217,XR,3/19/2024,3/19/2024,,"353559,19",0097A00001224,1400020421,1030000,RECLAMO 02.07.24
X013,3058541245,202403271339480201,1800075106,XR,3/19/2024,3/19/2024,,"57427,21",0020B00023804,1400020232,1030000,ANULADA
X013,3058666171,202404081136360338,1800075199,XR,3/19/2024,3/19/2024,,"20027,13",0020A00013677,1400020056,1030000,cancelan 30.05.24
X013,3059041263,202404081129190322,1600012475,XG,3/19/2024,3/19/2024,,"-5138,32",0020A00003160,100056233,1030000,PTO:DEBITO TOTAL S/REFACT FA 20-13353 - AMBULATORI
X013,3059041263,202404081129340323,1600012476,XG,3/19/2024,3/19/2024,,"-11588,81",0020A00003161,,1030000,CPTO:DEBITO TOTAL S/REF FA 20-13379 - SIN USO
X013,3059041263,202404241435080796,1600012599,XG,3/19/2024,3/19/2024,,"-13377,44",0020A00003162,100055456,1030000,
X013,3059041263,202404081136300337,1800075198,XR,3/19/2024,3/19/2024,,"25856,28",0020A00013676,1400020173,1030000,cancelan 16.05.24 / debito sin informar mail 24.06
X013,3060495864,202404081130040324,1600012477,XG,3/19/2024,3/19/2024,,"-664,30",0020A00003163,1400020160,1030000,
X013,3060495864,202404081139490352,1600012478,XG,3/19/2024,3/19/2024,,"-594,98",0049A00000251,1400020160,1030000,
X013,3061445509,202404081136200336,1800075197,XR,3/19/2024,3/19/2024,,"84701,14",0020A00013675,1400020127,1030000,cancelan 22.05.24
X013,3063619685,202404081643260400,1800075243,XR,3/19/2024,3/19/2024,,"392824,96",0020B00023802,1400019929,1030000,
X013,3065485516,202404081142220358,1600012483,XG,3/19/2024,3/19/2024,,"-1474884,24",0097A00000987,100055986,1030000,CPTO:DEBITO PARCIAL S/FA 97-1181
X013,3065485516,202404081142520359,1600012484,XG,3/19/2024,3/19/2024,,"-27446,15",0097A00000988,100055986,1030000,CPTO:DEBITO PARCIAL S/FA 97-1182
X013,3065485516,202404081145570366,1600012485,XG,3/19/2024,3/19/2024,,"-46974,79",0128A00000016,100055986,1030000,CPTO:DEBITO PARCIAL S/FA 128-15 - LABORATORIO
X013,3065485516,202404081146470368,1600012486,XG,3/19/2024,3/19/2024,,"-292,35",0130A00000015,100055986,1030000,CPTO:DEBITO PARCIAL S/FA 130-21
X013,3065485516,202404081144030361,1800075214,XR,3/19/2024,3/19/2024,,"517585,50",0097A00001221,1400019993,1030000,
X013,3065767771,0004X00002786,1400019828,DZ,3/19/2024,3/19/2024,,"-60885,74",0004X00002786,1400019828,1030000,
X013,3065767771,202404081643160399,1800075242,XR,3/19/2024,3/19/2024,,"54824,63",0020B00023801,1400020141,1030000,RECLAMO 03.05.24
X013,3067906538,202404081644480403,1800075246,XR,3/19/2024,3/19/2024,,"152057,23",0020B00023806,1400019859,1030000,
X013,3067923210,202404081644380402,1800075245,XR,3/19/2024,3/19/2024,,"34137,29",0020B00023805,,1030000,
X013,3068273765,202404081144140362,1800075215,XR,3/19/2024,3/19/2024,,"148345,01",0097A00001222,1400020103,1030000,cancelan 31.05.24
X013,3068273765,202404081144240363,1800075216,XR,3/19/2024,3/19/2024,,"173508,94",0097A00001223,1400020103,1030000,cancelan 31.05.24
X013,3068589307,202404081644590404,1800075247,XR,3/19/2024,3/19/2024,,"6240,00",0020B00023807,1400019953,1030000,cancelan 25.04.24
X013,3068589307,202404081645040405,1800075248,XR,3/19/2024,3/19/2024,,"17427,28",0020B00023808,1400019953,1030000,cancelan 25.04.24
X013,3068833954,202404081643100398,1800075241,XR,3/19/2024,3/19/2024,,"660144,71",0020B00023800,1400020058,1030000,cancelan 29.05.24
X013,3070965249,202404081138050346,1800075207,XR,3/19/2024,3/19/2024,,"8320,00",0020A00013685,1400020096,1030000,cancelan 09.05.24
X013,3070965249,202404081138150347,1800075208,XR,3/19/2024,3/19/2024,,"3387,28",0020A00013686,1400020096,1030000,cancelan 09.05.24
X013,3070965249,202404081138210348,1800075209,XR,3/19/2024,3/19/2024,,"10140,00",0020A00013687,1400020096,1030000,cancelan 09.05.24
X013,3070965249,202404081138310349,1800075210,XR,3/19/2024,3/19/2024,,"10920,00",0020A00013688,1400020096,1030000,cancelan 09.05.24
X013,3070965249,202404081138370350,1800075211,XR,3/19/2024,3/19/2024,,"2470,00",0020A00013689,1400020248,1030000,cancelan 09.05.24
X013,3070965249,202404081138480351,1800075212,XR,3/19/2024,3/19/2024,,"6494,61",0020A00013690,1400020096,1030000,cancelan 09.05.24
X013,3071304500,202404081144400365,1800075218,XR,3/19/2024,3/19/2024,,"173770,85",0097A00001225,1400020048,1030000,cancelan 08.05.24
X013,3071587446,0004X00002700,1400019742,DZ,3/19/2024,3/19/2024,,"-900595,81",0004X00002700,1400019742,1030000,
X013,3071587446,202403280921370207,1600012437,XG,3/19/2024,3/19/2024,,"-26568,51",0020A00003155,1400019824,1030000,
X013,3071587446,202403280922370208,1600012438,XG,3/19/2024,3/19/2024,,"-85149,06",0020A00003154,1400019824,1030000,
X013,3071587446,202404030930030227,1600012446,XG,3/19/2024,3/19/2024,,"-593019,02",0020A00003156,1400019842,1030000,cancelan 28.03
X013,3071587446,202404081127430318,1600012471,XG,3/19/2024,3/19/2024,,"-12540,34",0020A00003153,1400019845,1030000,
X013,3071587446,202404081128450319,1600012472,XG,3/19/2024,3/19/2024,,"-265843,03",0020A00003157,1400019843,1030000,
X013,3071587446,202404081128590320,1600012473,XG,3/19/2024,3/19/2024,,"-18035,50",0020A00003158,1400019847,1030000,
X013,3071587446,202404081140330355,1600012480,XG,3/19/2024,3/19/2024,,"-2355,93",0049A00000255,1400019845,1030000,
X013,3071587446,202404081140510356,1600012481,XG,3/19/2024,3/19/2024,,"-3702,17",0049A00000254,1400019845,1030000,
X013,3071587446,202404081141210357,1600012482,XG,3/19/2024,3/19/2024,,"-8750,59",0049A00000253,1400019879,1030000,RECLAMO 23.04.24
X013,3368626286,202404081148370371,1600012489,XG,3/19/2024,3/19/2024,,"-2120,23",0020B00003763,100055982,1030000,CPTO:DEBITO PARCIAL S/FB 20-23500 - INTERNACION
X013,3368626286,202404081148470372,1600012490,XG,3/19/2024,3/19/2024,,"-19531,11",0020B00003764,100055982,1030000,CPTO:DEBITO PARCIAL S/FB 20-23530 - AMBULATORIO
X013,3368626286,202404081148570373,1600012491,XG,3/19/2024,3/19/2024,,"-9057,58",0020B00003765,100055982,1030000,CPTO:DEBITO PARCIALS/FB 20-23535 - INTERNACION
X013,3370736658,202404081137060339,1800075200,XR,3/19/2024,3/19/2024,,"15470,00",0020A00013678,1400019936,1030000,
X013,3370736658,202404081137170340,1800075201,XR,3/19/2024,3/19/2024,,"15405,00",0020A00013679,1400019936,1030000,
X013,3370736658,202404081137270341,1800075202,XR,3/19/2024,3/19/2024,,"4745,00",0020A00013680,1400019936,1030000,
X013,3370736658,202404081137330342,1800075203,XR,3/19/2024,3/19/2024,,"7215,00",0020A00013681,1400019936,1030000,
X013,3370736658,202404081137430343,1800075204,XR,3/19/2024,3/19/2024,,"2470,00",0020A00013682,1400019936,1030000,
X013,3370736658,202404081137490344,1800075205,XR,3/19/2024,3/19/2024,,"2015,00",0020A00013683,1400019936,1030000,
X013,3370736658,202404081137590345,1800075206,XR,3/19/2024,3/19/2024,,"1235,00",0020A00013684,1400019936,1030000,
X013,3371021054,202404081129090321,1600012474,XG,3/19/2024,3/19/2024,,"-37238,29",0020A00003159,1400019863,1030000,CPTO:DEBITO PARCIAL S/FA 20-13506 - INTERN Y AMBUL
X013,3371021054,202404081139580353,1600012479,XG,3/19/2024,3/19/2024,,"-4487,57",0049A00000252,1400019863,1030000,CPTO:DEBITO PARCIAL S/FA 49-757 - LABORATORIO
X013,300004,,100055015,SA,3/18/2024,3/18/2024,,"-14076,91",,100056480,1030026,MASTER 18.03.2024
X013,300004,,100055016,SA,3/18/2024,3/18/2024,,"-20454,35",,100056480,1030026,MASTER 18.03.2024
X013,300004,,100055017,SA,3/18/2024,3/18/2024,,"-34923,82",,100056480,1030026,MASTER 18.03.2024
X013,300004,,100055018,SA,3/18/2024,3/18/2024,,"-200,00",,100056480,1030026,MASTER 18.03.2024
X013,300004,,100055019,SA,3/18/2024,3/18/2024,,"-300,98",,100056480,1030026,MASTER 18.03.2024
X013,300004,,100055020,SA,3/18/2024,3/18/2024,,"-33608,72",,100056480,1030026,MASTER 18.03.2024
X013,300004,,100055021,SA,3/18/2024,3/18/2024,,"-10170,18",,100056480,1030026,MASTER 18.03.2024
X013,300004,,100055022,SA,3/18/2024,3/18/2024,,"-1015,56",,100056480,1030026,MASTER 18.03.2024
X013,300004,,100055023,SA,3/18/2024,3/18/2024,,"-3249,16",,100056480,1030026,MASTER 18.03.2024
X013,2022192148,0004X00002772,1400019814,DZ,3/18/2024,3/18/2024,,"-276947,42",0004X00002772,1400019814,1030000,
X013,3050289264,0004X00002764,1400019806,DZ,3/18/2024,3/18/2024,,"-61076,65",0004X00002764,1400019806,1030000,
X013,3052276392,202404081642070392,1800075235,XR,3/18/2024,3/18/2024,,"6648970,92",0020B00023794,1400019989,1030000,
X013,3052276392,202404081642220393,1800075236,XR,3/18/2024,3/18/2024,,"5645890,16",0020B00023795,1400019989,1030000,
X013,3052276392,202404081642330394,1800075237,XR,3/18/2024,3/18/2024,,"146181,06",0020B00023796,1400019889,1030000,
X013,3054666243,202404081148280370,1600012488,XG,3/18/2024,3/18/2024,,"-115104,60",0020B00003762,100057177,1030000,CMTR:ANULA FACTURA B20-23785
X013,3054666243,202404081638010383,1800075226,XR,3/18/2024,3/18/2024,,"115104,60",0020B00023785,100057177,1030000,MIN SALUD - SERV DE INTER - PTE_SOTO NARVAEZ MATHE
X013,3054666243,202404081639570384,1800075227,XR,3/18/2024,3/18/2024,,"24281,70",0020B00023786,1400021148,1030000,MIN SALUD - SERV DE INTER - PTE_GONZALEZ JONAS AGU
X013,3054666243,202404081640020385,1800075228,XR,3/18/2024,3/18/2024,,"115104,60",0020B00023787,1400021187,1030000,MIN SALUD - SERV DE INTER - PTE_SOTO NARVAEZ MATHE
X013,3054666243,202404081640080386,1800075229,XR,3/18/2024,3/18/2024,,"290273,51",0020B00023788,1400021187,1030000,MIN SALUD - SERV DE INTER - PTE_CARDENAS SALDIVIA
X013,3054666243,202404081640180387,1800075230,XR,3/18/2024,3/18/2024,,"164421,63",0020B00023789,1400021193,1030000,MIN SALUD - SERV DE INTER -  PTE_OJEDA MALDONADO V
X013,3054666243,202404081640240388,1800075231,XR,3/18/2024,3/18/2024,,"330599,61",0020B00023790,1400021190,1030000,MIN SALUD - SERV DE INTER - PTE_SEGURA ALCIRA ELIS
X013,3054666243,202404081640290389,1800075232,XR,3/18/2024,3/18/2024,,"339705,23",0020B00023791,1400021191,1030000,MIN SALUD - SERV DE INTER - PTE_VALENZUELA SEQUERA
X013,3054666243,202404081640500390,1800075233,XR,3/18/2024,3/18/2024,,"194066,59",0020B00023792,1400022042,1030000,MIN SALUD - SERV DE INTER - PTE_CHOLOUX MARIANELA
X013,3054666243,202404081641050391,1800075234,XR,3/18/2024,3/18/2024,,"36659,98",0020B00023793,1400020225,1030000,cancelan 27.06.24
X013,3054674125,,100055073,SA,3/18/2024,3/18/2024,,"104536,28",,100055361,1030000,NC FC 97-1190 - COMPENSAR CON ORIGINAL
X013,3054674125,,100055073,SA,3/18/2024,3/18/2024,,"-104536,28",,1400019764,1030000,NC FC 97-1190 - COMPENSAR CON ORIGINAL
X013,3054674125,,100055074,SA,3/18/2024,3/18/2024,,"424,92",,100055361,1030000,NC FC 20-13426 - COMPENSAR CON ORIGINAL
X013,3054674125,,100055074,SA,3/18/2024,3/18/2024,,"-424,92",,1400019764,1030000,NC FC 20-13426 - COMPENSAR CON ORIGINAL
X013,3054674125,0004X00002722,1400019764,DZ,3/18/2024,3/18/2024,,"-647445,03",0004X00002722,1400019764,1030000,
X013,3058520776,0004X00002759,1400019801,DZ,3/18/2024,3/18/2024,,"-133396,20",0004X00002759,100060021,1030000,Realizado - fund. fueguina - SIN DETALLE
X013,3058768853,0004X00002783,1400019825,DZ,3/18/2024,3/18/2024,,"-2470,00",0004X00002783,1400019825,1030000,
X013,3059035479,0004X00002728,1400019770,DZ,3/18/2024,3/18/2024,,"38369,93",0004X00002728,,1030000,Dif Pago 14.03.24 - anticipo no recibido FC 130-16
X013,3059035479,0004X00002728,1400019770,DZ,3/18/2024,3/18/2024,,"-38930,80",0004X00002728,1400019770,1030000,
X013,3059035479,202404081642430395,1800075238,XR,3/18/2024,3/18/2024,,"1151,97",0020B00023797,1400019882,1030000,
X013,3059041263,0004X00002703,1400019745,DZ,3/18/2024,3/18/2024,,"-16171,56",0004X00002703,,1030000,Dif. a favor x FC 13320 - Mail 19.03.24
X013,3059041263,0004X00002703,1400019745,DZ,3/18/2024,3/18/2024,,"-527334,45",0004X00002703,1400019745,1030000,
X013,3068715616,0004X00002757,1400019799,DZ,3/18/2024,3/18/2024,,"-310279,80",0004X00002757,1400019799,1030000,
X013,3068825409,202404081143470360,1800075213,XR,3/18/2024,3/18/2024,,"337271,20",0097A00001220,1400019858,1030000,
X013,3071055604,0004X00002715,1400019757,DZ,3/18/2024,3/18/2024,,"-135198,67",0004X00002715,1400019757,1030000,
X013,3071429214,202404081642490396,1800075239,XR,3/18/2024,3/18/2024,,"363742,99",0020B00023798,1400019976,1030000,cancelan 20.05.24
X013,3071522673,202404081135580333,1800075194,XR,3/18/2024,3/18/2024,,"49163,96",0020A00013672,1400019880,1030000,
X013,3071522673,202404081136040334,1800075195,XR,3/18/2024,3/18/2024,,"995638,24",0020A00013673,1400019880,1030000,
X013,3071587446,0004X00002699,1400019741,DZ,3/18/2024,3/18/2024,,"-1509006,78",0004X00002699,1400019741,1030000,
X013,3071587446,202404081135370331,1800075192,XR,3/18/2024,3/18/2024,,"12984,61",0020A00013670,1400019879,1030000,RECLAMO 23.04.24
X013,3071587446,202404081135480332,1800075193,XR,3/18/2024,3/18/2024,,"834683,38",0020A00013671,1400019879,1030000,RECLAMO 23.04.24
X013,3071587446,202404081136140335,1800075196,XR,3/18/2024,3/18/2024,,"1000440,94",0020A00013674,1400019879,1030000,RECLAMO 23.04.24
X013,3368626286,202404081642590397,1800075240,XR,3/18/2024,3/18/2024,,"302477,75",0020B00023799,1400019970,1030000,
X013,300004,,100055006,SA,3/15/2024,3/15/2024,,"-26684,65",,100056480,1030026,MASTER 15.03.2024
X013,300004,,100055007,SA,3/15/2024,3/15/2024,,"-64239,59",,100056480,1030026,MASTER 15.03.2024
X013,300004,,100055008,SA,3/15/2024,3/15/2024,,"-17737,23",,100056480,1030026,MASTER 15.03.2024
X013,300004,,100055009,SA,3/15/2024,3/15/2024,,"-23301,91",,100056480,1030026,MASTER 15.03.2024
X013,300004,,100055010,SA,3/15/2024,3/15/2024,,"-15539,36",,100056480,1030026,MASTER 15.03.2024
X013,300004,,100055011,SA,3/15/2024,3/15/2024,,"-15348,69",,100056480,1030026,MASTER 15.03.2024
X013,300004,,100055013,SA,3/15/2024,3/15/2024,,"-31356,18",,100056480,1030026,MASTER 15.03.2024
X013,300004,,100055014,SA,3/15/2024,3/15/2024,,"-2965,89",,100056480,1030026,MASTER 15.03.2024
X013,500000,202403150909164093,1800074910,XR,3/15/2024,3/15/2024,,"37440,00",0020B00023776,,1030000,
X013,3052276392,202403151457014111,1600012415,XG,3/15/2024,3/15/2024,,"-86600,06",0020B00003760,100054858,1030000,
X013,3054666243,202403151356344102,1800074918,XR,3/15/2024,3/15/2024,,"23920,00",0020B00023778,1400021171,1030000,MIN SALUD HEMOTERAPIA USH - PERIODO 14/02/24 AL 14
X013,3054666243,202403151400044103,1800074919,XR,3/15/2024,3/15/2024,,"12350,00",0020B00023779,1400021182,1030000,MIN SALUD - SERVICIO DE CONSULTA - PERIODO 01/02/2
X013,3054666243,202403151403214104,1800074920,XR,3/15/2024,3/15/2024,,"11571,89",0020B00023780,1400021150,1030000,MIN SALUD - SERVICIO DE CONSULTA - PERIODO 02/02/2
X013,3054666243,202403151408054105,1800074921,XR,3/15/2024,3/15/2024,,"10793,78",0020B00023781,1400021182,1030000,MIN SALUD - SERVICIO DE CONSULTA - PERIODO 06/02/2
X013,3054666243,202403151413454106,1800074922,XR,3/15/2024,3/15/2024,,"1316,40",0020B00023782,1400021182,1030000,MIN SALUD HEMOTERAPIA USH - PERIODO 14/02/24 AL 14
X013,3054666243,202403151418414107,1800074923,XR,3/15/2024,3/15/2024,,"1316,40",0020B00023783,1400021181,1030000,MIN SALUD HEMOTERAPIA USH - PERIODO 07/02/24 AL 07
X013,3054666243,202403151435044108,1800074924,XR,3/15/2024,3/15/2024,,"23725,00",0020B00023784,1400021181,1030000,MIN SALUD - SERVICIO DE PRACTICA - PERIODO 07/02/2
X013,3054667116,0004X00002762,1400019804,DZ,3/15/2024,3/15/2024,,"-10590,00",0004X00002762,,1030000,Pago duplicado FC 49B362 -  a favor
X013,3054674125,,100055072,AB,3/15/2024,3/15/2024,,"-0,01",,100055072,1030000,
X013,3054677131,,100055120,SA,3/15/2024,3/15/2024,,"4697,79",,100055121,1030000,NC FC 97-1204 - COMPENSAR CON ORIGINAL
X013,3054677131,,100055120,SA,3/15/2024,3/15/2024,,"-4697,79",,100055121,1030000,NC FC 97-1204 - COMPENSAR CON ORIGINAL
X013,3054677131,,100055121,AB,3/15/2024,3/15/2024,,"-4697,79",,100055121,1030000,NC FC 97-1204 - COMPENSAR CON ORIGINAL
X013,3054677131,,100055121,AB,3/15/2024,3/15/2024,,"4697,79",,100055121,1030000,NC FC 97-1204 - COMPENSAR CON ORIGINAL
X013,3054677131,0004X00002751,1400019793,DZ,3/15/2024,3/15/2024,,"-396580,15",0004X00002751,1400019793,1030000,
X013,3066150769,202403150818274092,1800074909,XR,3/15/2024,3/15/2024,,"3705,00",0020B00023775,1400019826,1030000,
X013,3068436191,,100055123,SA,3/15/2024,3/15/2024,,"10349,03",,1400020108,1030000,NC FC 20-23491 - COMPENSAR CON ORIGINAL
X013,3068436191,,100055123,SA,3/15/2024,3/15/2024,,"-10349,03",,1400019805,1030000,NC FC 20-23491 - COMPENSAR CON ORIGINAL
X013,3068436191,0004X00002763,1400019805,DZ,3/15/2024,3/15/2024,,"-575540,98",0004X00002763,1400019805,1030000,
X013,3068436191,202403151541094112,1600012416,XG,3/15/2024,3/15/2024,,"-10000,00",0020B00003761,100054868,1030000,
X013,3068695518,0004X00002789,1400019831,DZ,3/15/2024,3/15/2024,,"3065,78",0004X00002789,1400020250,1030000,Dif. pago FC 49-337 - CANCELAN 13/06/24
X013,3068695518,0004X00002789,1400019831,DZ,3/15/2024,3/15/2024,,"-37305,62",0004X00002789,1400019831,1030000,
X013,3071253433,202403150748164091,1800074908,XR,3/15/2024,3/15/2024,,"7758,11",0049A00000845,1400020060,1030000,RECLAMO 15.05.24
X013,3071429214,,1400019765,DZ,3/15/2024,3/15/2024,,"-4752077,66",0004X00002723,1400019765,1030000,
X013,3071522673,202403151201334099,1800074916,XR,3/15/2024,3/15/2024,,"15740,53",0020A00013669,1400020135,1030000,
X013,3071544581,202403151209264100,1600012412,XG,3/15/2024,3/15/2024,,"-27362,31",0020B00003759,1400019982,1030000,
X013,3071544581,202403151234454101,1800074917,XR,3/15/2024,3/15/2024,,"3100000,00",0020B00023777,100056554,1030000,INSUMOS QUIRURGICOS PAC. GALIANO SARA DN 14353158
X013,3071587446,202403151143394094,1800074911,XR,3/15/2024,3/15/2024,,"9760,27",0049A00000846,1400019877,1030000,cancelan 22.04.24
X013,3071587446,202403151147064095,1800074912,XR,3/15/2024,3/15/2024,,"15986,65",0049A00000847,1400019877,1030000,cancelan 22.04.24
X013,3071587446,202403151149594096,1800074913,XR,3/15/2024,3/15/2024,,"7740,90",0049A00000848,1400019877,1030000,cancelan 22.04.24
X013,3071587446,202403151155054097,1800074914,XR,3/15/2024,3/15/2024,,"14640,40",0049A00000849,1400019877,1030000,cancelan 22.04.24
X013,3071587446,202403151158204098,1800074915,XR,3/15/2024,3/15/2024,,"12984,61",0020A00013668,1400019877,1030000,cancelan 22.04.24
X013,3371021054,0004X00002761,1400019803,DZ,3/15/2024,3/15/2024,,"-437725,19",0004X00002761,1400019803,1030000,
X013,300004,,100054986,SA,3/14/2024,3/14/2024,,"-19002,60",,100056480,1030026,MASTER 14.03.2024
X013,300004,,100054987,SA,3/14/2024,3/14/2024,,"-22811,02",,100056480,1030026,MASTER 14.03.2024
X013,300004,,100054988,SA,3/14/2024,3/14/2024,,"-34862,60",,100056480,1030026,MASTER 14.03.2024
X013,300004,,100054989,SA,3/14/2024,3/14/2024,,"-19971,79",,100056480,1030026,MASTER 14.03.2024
X013,300004,,100054990,SA,3/14/2024,3/14/2024,,"-44910,34",,100056480,1030026,MASTER 14.03.2024
