EMPRESA;ClaveCtaCtte;SAP- Rep Deudores.ClaveSap;FECHA;DEBE;HABER;SALDO
199 PAX & CREW S.R.L.;20240109-31253,95;20240109-31253,95;martes, 9 de enero de 2024;31253,949;0;101196,871
199 PAX & CREW S.R.L.;20240109-12426,860;20240109-12426,860;martes, 9 de enero de 2024;12426,865;0;113623,736
199 PAX & CREW S.R.L.;20240108-8155,13;20240108-8155,13;lunes, 8 de enero de 2024;8155,134;0;114142,34
199 PAX & CREW S.R.L.;20240108-44659,06;20240108-44659,06;lunes, 8 de enero de 2024;44659,064;0;158801,404
199 PAX & CREW S.R.L.;20240108-25371,52;20240108-25371,52;lunes, 8 de enero de 2024;25371,521;0;184172,925
199 PAX & CREW S.R.L.;20240108-58492,67;20240108-58492,67;lunes, 8 de enero de 2024;58492,668;0;242665,593
199 PAX & CREW S.R.L.;20240108-62376,07;20240108-62376,07;lunes, 8 de enero de 2024;62376,065;0;305041,658
199 PAX & CREW S.R.L.;20240105-8931,81;20240105-8931,81;viernes, 5 de enero de 2024;8931,81;0;325295,302
199 PAX & CREW S.R.L.;20240105-59329,67;20240105-59329,67;viernes, 5 de enero de 2024;59329,67;0;384624,972
199 PAX & CREW S.R.L.;20240104-1903567,89;20240104-1903567,89;jueves, 4 de enero de 2024;1903567,893;0;862224,556
199 PAX & CREW S.R.L.;20240103-421486,81;20240103-421486,81;miércoles, 3 de enero de 2024;421486,811;0;999945,913
199 PAX & CREW S.R.L.;20240102-776,68;20240102-776,68;martes, 2 de enero de 2024;776,677;0;165186,878
199 PAX & CREW S.R.L.;20240102-69317,83;20240102-69317,83;martes, 2 de enero de 2024;69317,83;0;234504,708
199 PAX & CREW S.R.L.;20240102-9988,16;20240102-9988,16;martes, 2 de enero de 2024;9988,16;0;244492,868
199 PAX & CREW S.R.L.;20240102-9988,16;20240102-9988,16;martes, 2 de enero de 2024;9988,16;0;254481,028
199 PAX & CREW S.R.L.;20240102-9988,16;20240102-9988,16;martes, 2 de enero de 2024;9988,16;0;244492,868
199 PAX & CREW S.R.L.;20240102-9988,16;20240102-9988,16;martes, 2 de enero de 2024;9988,16;0;254481,028
199 PAX & CREW S.R.L.;20240102-28607,69;20240102-28607,69;martes, 2 de enero de 2024;28607,687;0;283088,715
199 PAX & CREW S.R.L.;20240102-11002,96;20240102-11002,96;martes, 2 de enero de 2024;11002,956;0;294091,671
199 PAX & CREW S.R.L.;20240102-30937,72;20240102-30937,72;martes, 2 de enero de 2024;30937,721;0;325029,392
514 BAHIA SALUD S.R.L.;20240328-23926,39;20240328-23926,39;jueves, 28 de marzo de 2024;23926,385;0;-70407,942
514 BAHIA SALUD S.R.L.;20240328-15740,53;20240328-15740,53;jueves, 28 de marzo de 2024;15740,525;0;-54667,417
514 BAHIA SALUD S.R.L.;20240327-1170633,15;20240327-1170633,15;miércoles, 27 de marzo de 2024;1170633,149;0;411298,605
514 BAHIA SALUD S.R.L.;20240325-21643,22;20240325-21643,22;lunes, 25 de marzo de 2024;21643,222;0;250352,833
514 BAHIA SALUD S.R.L.;20240325-13117,1;20240325-13117,1;lunes, 25 de marzo de 2024;13117,104;0;758868,737
514 BAHIA SALUD S.R.L.;20240321-15129,79;20240321-15129,79;jueves, 21 de marzo de 2024;15129,785;0;427702,797
514 BAHIA SALUD S.R.L.;20240321-139107,81;20240321-139107,81;jueves, 21 de marzo de 2024;139107,808;0;566810,605
514 BAHIA SALUD S.R.L.;20240321-15740,53;20240321-15740,53;jueves, 21 de marzo de 2024;15740,525;0;582551,13
514 BAHIA SALUD S.R.L.;20240320-40298,11;20240320-40298,11;miércoles, 20 de marzo de 2024;40298,105;0;-94095,309
514 BAHIA SALUD S.R.L.;20240318-49163,96;20240318-49163,96;lunes, 18 de marzo de 2024;49163,955;0;81435,596
514 BAHIA SALUD S.R.L.;20240318-995638,24;20240318-995638,24;lunes, 18 de marzo de 2024;995638,242;0;77073,838
514 BAHIA SALUD S.R.L.;20240315-15740,53;20240315-15740,53;viernes, 15 de marzo de 2024;15740,525;0;186265,602
514 BAHIA SALUD S.R.L.;20240314-1148032,22;20240314-1148032,22;jueves, 14 de marzo de 2024;1148032,216;0;952214,714
514 BAHIA SALUD S.R.L.;20240313-15740,53;20240313-15740,53;miércoles, 13 de marzo de 2024;15740,525;0;205971,712
514 BAHIA SALUD S.R.L.;20240313-77915,6;20240313-77915,6;miércoles, 13 de marzo de 2024;77915,598;0;283887,31
514 BAHIA SALUD S.R.L.;20240313-105060,98;20240313-105060,98;miércoles, 13 de marzo de 2024;105060,977;0;388948,287
514 BAHIA SALUD S.R.L.;20240311-45229,35;20240311-45229,35;lunes, 11 de marzo de 2024;45229,349;0;961205,975
514 BAHIA SALUD S.R.L.;20240311-15740,53;20240311-15740,53;lunes, 11 de marzo de 2024;15740,525;0;976946,5
514 BAHIA SALUD S.R.L.;20240311-45254,01;20240311-45254,01;lunes, 11 de marzo de 2024;45254,009;0;22200,509
514 BAHIA SALUD S.R.L.;20240311-36991,15;20240311-36991,15;lunes, 11 de marzo de 2024;36991,153;0;59191,662
514 BAHIA SALUD S.R.L.;20240311-17831,9;20240311-17831,9;lunes, 11 de marzo de 2024;17831,9;0;77023,562
514 BAHIA SALUD S.R.L.;20240311-203426,59;20240311-203426,59;lunes, 11 de marzo de 2024;203426,592;0;280450,154
514 BAHIA SALUD S.R.L.;20240311-5099,93;20240311-5099,93;lunes, 11 de marzo de 2024;5099,931;0;313945,947
514 BAHIA SALUD S.R.L.;20240311-5439,92;20240311-5439,92;lunes, 11 de marzo de 2024;5439,92;0;319385,867
514 BAHIA SALUD S.R.L.;20240311-175774,72;20240311-175774,72;lunes, 11 de marzo de 2024;175774,724;0;495160,591
514 BAHIA SALUD S.R.L.;20240208-1699,98;20240208-1699,98;jueves, 8 de febrero de 2024;1699,975;0;861929,524
514 BAHIA SALUD S.R.L.;20240208-26153,47;20240208-26153,47;jueves, 8 de febrero de 2024;26153,47;0;888082,994
514 BAHIA SALUD S.R.L.;20240208-37818,43;20240208-37818,43;jueves, 8 de febrero de 2024;37818,427;0;938009,517
514 BAHIA SALUD S.R.L.;20240208-79444,95;20240208-79444,95;jueves, 8 de febrero de 2024;79444,952;0;29562,565
514 BAHIA SALUD S.R.L.;20240208-129960,23;20240208-129960,23;jueves, 8 de febrero de 2024;129960,23;0;183738,987
514 BAHIA SALUD S.R.L.;20240214-18404,91;20240214-18404,91;miércoles, 14 de febrero de 2024;18404,911;0;882732,538
514 BAHIA SALUD S.R.L.;20240214-91819,73;20240214-91819,73;miércoles, 14 de febrero de 2024;91819,728;0;974552,266
514 BAHIA SALUD S.R.L.;20240214-36929,69;20240214-36929,69;miércoles, 14 de febrero de 2024;36929,693;0;23590,055
514 BAHIA SALUD S.R.L.;20240214-71740,47;20240214-71740,47;miércoles, 14 de febrero de 2024;71740,469;0;95330,524
514 BAHIA SALUD S.R.L.;20240214-16386,900;20240214-16386,900;miércoles, 14 de febrero de 2024;16386,895;0;111717,419
514 BAHIA SALUD S.R.L.;20240216-37818,43;20240216-37818,43;viernes, 16 de febrero de 2024;37818,427;0;450392,901
514 BAHIA SALUD S.R.L.;20240216-24292,46;20240216-24292,46;viernes, 16 de febrero de 2024;24292,46;0;474685,361
514 BAHIA SALUD S.R.L.;20240219-18404,91;20240219-18404,91;lunes, 19 de febrero de 2024;18404,911;0;425142,535
514 BAHIA SALUD S.R.L.;20240219-31484,08;20240219-31484,08;lunes, 19 de febrero de 2024;31484,075;0;456626,61
514 BAHIA SALUD S.R.L.;20240219-6558,55;20240219-6558,55;lunes, 19 de febrero de 2024;6558,552;0;463185,162
514 BAHIA SALUD S.R.L.;20240219-63119,49;20240219-63119,49;lunes, 19 de febrero de 2024;63119,492;0;526304,654
514 BAHIA SALUD S.R.L.;20240219-5230,69;20240219-5230,69;lunes, 19 de febrero de 2024;5230,693;0;543643,443
514 BAHIA SALUD S.R.L.;20240219-23407,36;20240219-23407,36;lunes, 19 de febrero de 2024;23407,362;0;567050,805
514 BAHIA SALUD S.R.L.;20240219-6930,67;20240219-6930,67;lunes, 19 de febrero de 2024;6930,669;0;573981,474
514 BAHIA SALUD S.R.L.;20240219-13076,74;20240219-13076,74;lunes, 19 de febrero de 2024;13076,735;0;587058,209
514 BAHIA SALUD S.R.L.;20240219-5361,46;20240219-5361,46;lunes, 19 de febrero de 2024;5361,461;0;592419,67
514 BAHIA SALUD S.R.L.;20240219-24191,97;20240219-24191,97;lunes, 19 de febrero de 2024;24191,97;0;616611,64
514 BAHIA SALUD S.R.L.;20240229-167192,63;20240229-167192,63;jueves, 29 de febrero de 2024;167192,626;0;640836,92
514 BAHIA SALUD S.R.L.;20240221-78908,01;20240221-78908,01;miércoles, 21 de febrero de 2024;78908,012;0;377137,282
514 BAHIA SALUD S.R.L.;20240228-12030,6;20240228-12030,6;miércoles, 28 de febrero de 2024;12030,598;0;-167280,843
514 BAHIA SALUD S.R.L.;20240223-46819,39;20240223-46819,39;viernes, 23 de febrero de 2024;46819,386;0;630386,857
514 BAHIA SALUD S.R.L.;20240223-46819,39;20240223-46819,39;viernes, 23 de febrero de 2024;46819,386;0;630386,857
514 BAHIA SALUD S.R.L.;20240223-24701,73;20240223-24701,73;viernes, 23 de febrero de 2024;24701,726;0;655088,583
514 BAHIA SALUD S.R.L.;20240223-49926,52;20240223-49926,52;viernes, 23 de febrero de 2024;49926,523;0;717123,202
514 BAHIA SALUD S.R.L.;20240223-56081,880;20240223-56081,880;viernes, 23 de febrero de 2024;56081,875;0;773205,077
514 BAHIA SALUD S.R.L.;20240223-11698,83;20240223-11698,83;viernes, 23 de febrero de 2024;11698,83;0;784903,907
514 BAHIA SALUD S.R.L.;20240223-11698,83;20240223-11698,83;viernes, 23 de febrero de 2024;11698,83;0;784903,907
514 BAHIA SALUD S.R.L.;20240223-11698,83;20240223-11698,83;viernes, 23 de febrero de 2024;11698,83;0;808710,833
514 BAHIA SALUD S.R.L.;20240223-11698,83;20240223-11698,83;viernes, 23 de febrero de 2024;11698,83;0;808710,833
514 BAHIA SALUD S.R.L.;20240223-268028,23;20240223-268028,23;viernes, 23 de febrero de 2024;268028,228;0;76739,061
514 BAHIA SALUD S.R.L.;20240223-93837,74;20240223-93837,74;viernes, 23 de febrero de 2024;93837,744;0;170576,805
514 BAHIA SALUD S.R.L.;20240223-8238,34;20240223-8238,34;viernes, 23 de febrero de 2024;8238,34;0;178815,145
514 BAHIA SALUD S.R.L.;20240223-3661,48;20240223-3661,48;viernes, 23 de febrero de 2024;3661,484;0;182476,629
514 BAHIA SALUD S.R.L.;20240223-38314,85;20240223-38314,85;viernes, 23 de febrero de 2024;38314,849;0;220791,478
514 BAHIA SALUD S.R.L.;20240223-7715,27;20240223-7715,27;viernes, 23 de febrero de 2024;7715,273;0;228506,751
514 BAHIA SALUD S.R.L.;20240223-3138,41;20240223-3138,41;viernes, 23 de febrero de 2024;3138,412;0;231645,163
514 BAHIA SALUD S.R.L.;20240226-16648,63;20240226-16648,63;lunes, 26 de febrero de 2024;16648,632;0;355315,536
514 BAHIA SALUD S.R.L.;20240226-16648,63;20240226-16648,63;lunes, 26 de febrero de 2024;16648,632;0;355315,536
514 BAHIA SALUD S.R.L.;20240226-16648,63;20240226-16648,63;lunes, 26 de febrero de 2024;16648,632;0;346361,443
514 BAHIA SALUD S.R.L.;20240226-16648,63;20240226-16648,63;lunes, 26 de febrero de 2024;16648,632;0;346361,443
514 BAHIA SALUD S.R.L.;20240226-91819,73;20240226-91819,73;lunes, 26 de febrero de 2024;91819,728;0;417963,824
514 BAHIA SALUD S.R.L.;20240226-3792,25;20240226-3792,25;lunes, 26 de febrero de 2024;3792,25;0;419405,154
514 BAHIA SALUD S.R.L.;20240227-48394,04;20240227-48394,04;martes, 27 de febrero de 2024;48394,041;0;541102,128
514 BAHIA SALUD S.R.L.;20240227-218988;20240227-218988;martes, 27 de febrero de 2024;218988,004;0;696568,427
514 BAHIA SALUD S.R.L.;20240207-84772,61;20240207-84772,61;miércoles, 7 de febrero de 2024;84772,614;0;799889,069
514 BAHIA SALUD S.R.L.;20240206-5361,45;20240206-5361,45;martes, 6 de febrero de 2024;5361,454;0;169408,56
514 BAHIA SALUD S.R.L.;20240206-30063,48;20240206-30063,48;martes, 6 de febrero de 2024;30063,483;0;199472,043
514 BAHIA SALUD S.R.L.;20240206-29242,26;20240206-29242,26;martes, 6 de febrero de 2024;29242,262;0;228714,305
514 BAHIA SALUD S.R.L.;20240205-2353,81;20240205-2353,81;lunes, 5 de febrero de 2024;2353,806;0;759733,776
514 BAHIA SALUD S.R.L.;20240205-22884,29;20240205-22884,29;lunes, 5 de febrero de 2024;22884,287;0;782618,063
514 BAHIA SALUD S.R.L.;20240205-12593,63;20240205-12593,63;lunes, 5 de febrero de 2024;12593,63;0;807319,789
514 BAHIA SALUD S.R.L.;20240201-11376,76;20240201-11376,76;jueves, 1 de febrero de 2024;11376,761;0;265710,99
514 BAHIA SALUD S.R.L.;20240201-273940,72;20240201-273940,72;jueves, 1 de febrero de 2024;273940,717;0;539651,707
514 BAHIA SALUD S.R.L.;20240131-512340,75;20240131-512340,75;miércoles, 31 de enero de 2024;512340,747;0;562780,515
514 BAHIA SALUD S.R.L.;20240131-566710,57;20240131-566710,57;miércoles, 31 de enero de 2024;566710,569;0;129491,084
514 BAHIA SALUD S.R.L.;20240130-6930,67;20240130-6930,67;martes, 30 de enero de 2024;6930,669;0;979890,981
514 BAHIA SALUD S.R.L.;20240130-185657,47;20240130-185657,47;martes, 30 de enero de 2024;185657,472;0;177656,549
514 BAHIA SALUD S.R.L.;20240129-5361,46;20240129-5361,46;lunes, 29 de enero de 2024;5361,461;0;231126,495
514 BAHIA SALUD S.R.L.;20240129-6015,29;20240129-6015,29;lunes, 29 de enero de 2024;6015,294;0;237141,789
514 BAHIA SALUD S.R.L.;20240129-187675,49;20240129-187675,49;lunes, 29 de enero de 2024;187675,488;0;424817,277
514 BAHIA SALUD S.R.L.;20240129-10090,08;20240129-10090,08;lunes, 29 de enero de 2024;10090,08;0;434907,357
514 BAHIA SALUD S.R.L.;20240126-8499,880;20240126-8499,880;viernes, 26 de enero de 2024;8499,875;0;169206,354
514 BAHIA SALUD S.R.L.;20240126-6538,37;20240126-6538,37;viernes, 26 de enero de 2024;6538,372;0;175744,726
514 BAHIA SALUD S.R.L.;20240126-10853,7;20240126-10853,7;viernes, 26 de enero de 2024;10853,696;0;186598,422
514 BAHIA SALUD S.R.L.;20240125-56903,1;20240125-56903,1;jueves, 25 de enero de 2024;56903,096;0;-27483,41
514 BAHIA SALUD S.R.L.;20240125-56903,1;20240125-56903,1;jueves, 25 de enero de 2024;56903,096;0;126300,396
514 BAHIA SALUD S.R.L.;20240125-59062,28;20240125-59062,28;jueves, 25 de enero de 2024;59062,283;0;31578,873
514 BAHIA SALUD S.R.L.;20240125-37818,43;20240125-37818,43;jueves, 25 de enero de 2024;37818,427;0;69397,3
514 BAHIA SALUD S.R.L.;20240125-56903,1;20240125-56903,1;jueves, 25 de enero de 2024;56903,096;0;-27483,41
514 BAHIA SALUD S.R.L.;20240125-56903,1;20240125-56903,1;jueves, 25 de enero de 2024;56903,096;0;126300,396
514 BAHIA SALUD S.R.L.;20240123-10330,62;20240123-10330,62;martes, 23 de enero de 2024;10330,619;0;542716,983
514 BAHIA SALUD S.R.L.;20240123-93837,74;20240123-93837,74;martes, 23 de enero de 2024;93837,744;0;636554,727
514 BAHIA SALUD S.R.L.;20240123-58927,48;20240123-58927,48;martes, 23 de enero de 2024;58927,482;0;695482,209
514 BAHIA SALUD S.R.L.;20240122-196555,820;20240122-196555,820;lunes, 22 de enero de 2024;196555,815;0;173206,279
514 BAHIA SALUD S.R.L.;20240119-45097;20240119-45097;viernes, 19 de enero de 2024;45096,995;0;636572,409
514 BAHIA SALUD S.R.L.;20240119-24701,73;20240119-24701,73;viernes, 19 de enero de 2024;24701,726;0;647552,895
514 BAHIA SALUD S.R.L.;20240119-11899,83;20240119-11899,83;viernes, 19 de enero de 2024;11899,829;0;659452,724
514 BAHIA SALUD S.R.L.;20240118-2484,58;20240118-2484,58;jueves, 18 de enero de 2024;2484,575;0;382827,342
514 BAHIA SALUD S.R.L.;20240118-7322,97;20240118-7322,97;jueves, 18 de enero de 2024;7322,974;0;390150,316
514 BAHIA SALUD S.R.L.;20240117-28494,99;20240117-28494,99;miércoles, 17 de enero de 2024;28494,991;0;730057,501
514 BAHIA SALUD S.R.L.;20240116-1830,74;20240116-1830,74;martes, 16 de enero de 2024;1830,737;0;56881,064
514 BAHIA SALUD S.R.L.;20240115-7081,42;20240115-7081,42;lunes, 15 de enero de 2024;7081,417;0;48159,124
514 BAHIA SALUD S.R.L.;20240115-35780,63;20240115-35780,63;lunes, 15 de enero de 2024;35780,628;0;83939,752
514 BAHIA SALUD S.R.L.;20240115-7322,97;20240115-7322,97;lunes, 15 de enero de 2024;7322,968;0;946572,995
514 BAHIA SALUD S.R.L.;20240111-14645,94;20240111-14645,94;jueves, 11 de enero de 2024;14645,939;0;748757,139
514 BAHIA SALUD S.R.L.;20240111-72106,13;20240111-72106,13;jueves, 11 de enero de 2024;72106,132;0;857187,559
514 BAHIA SALUD S.R.L.;20240111-4707,620;20240111-4707,620;jueves, 11 de enero de 2024;4707,625;0;264842,276
514 BAHIA SALUD S.R.L.;20240109-39836,44;20240109-39836,44;martes, 9 de enero de 2024;39836,443;0;859299,352
514 BAHIA SALUD S.R.L.;20240109-93837,74;20240109-93837,74;martes, 9 de enero de 2024;93837,744;0;953137,096
514 BAHIA SALUD S.R.L.;20240109-22683,71;20240109-22683,71;martes, 9 de enero de 2024;22683,71;0;975820,806
514 BAHIA SALUD S.R.L.;20240108-11698,83;20240108-11698,83;lunes, 8 de enero de 2024;11698,83;0;105987,206
514 BAHIA SALUD S.R.L.;20240105-1830,74;20240105-1830,74;viernes, 5 de enero de 2024;1830,737;0;303246,388
514 BAHIA SALUD S.R.L.;20240105-13117,1;20240105-13117,1;viernes, 5 de enero de 2024;13117,104;0;316363,492
514 BAHIA SALUD S.R.L.;20240104-10090,08;20240104-10090,08;jueves, 4 de enero de 2024;10090,08;0;872314,636
514 BAHIA SALUD S.R.L.;20240104-184671,720;20240104-184671,720;jueves, 4 de enero de 2024;184671,715;0;69094,447
514 BAHIA SALUD S.R.L.;20240104-7976,81;20240104-7976,81;jueves, 4 de enero de 2024;7976,809;0;77071,256
514 BAHIA SALUD S.R.L.;20240103-5622,99;20240103-5622,99;miércoles, 3 de enero de 2024;5622,994;0;5568,907
514 BAHIA SALUD S.R.L.;20240103-100134,56;20240103-100134,56;miércoles, 3 de enero de 2024;100134,559;0;105703,466
514 BAHIA SALUD S.R.L.;20240103-18364,65;20240103-18364,65;miércoles, 3 de enero de 2024;18364,653;0;124068,119
514 BAHIA SALUD S.R.L.;20240103-37295,36;20240103-37295,36;miércoles, 3 de enero de 2024;37295,356;0;161363,475
514 BAHIA SALUD S.R.L.;20240103-78374,89;20240103-78374,89;miércoles, 3 de enero de 2024;78374,886;0;239738,361
514 BAHIA SALUD S.R.L.;20240103-130759,95;20240103-130759,95;miércoles, 3 de enero de 2024;130759,947;0;382606,404
514 BAHIA SALUD S.R.L.;20240103-474979,11;20240103-474979,11;miércoles, 3 de enero de 2024;474979,114;0;857585,518
514 BAHIA SALUD S.R.L.;20240102-35800,41;20240102-35800,41;martes, 2 de enero de 2024;35800,411;0;360829,803
514 BAHIA SALUD S.R.L.;20240102-18404,91;20240102-18404,91;martes, 2 de enero de 2024;18404,911;0;379234,714
514 BAHIA SALUD S.R.L.;20240102-34751,55;20240102-34751,55;martes, 2 de enero de 2024;34751,548;0;413986,262
514 BAHIA SALUD S.R.L.;20240102-28454,73;20240102-28454,73;martes, 2 de enero de 2024;28454,733;0;454549,091
514 BAHIA SALUD S.R.L.;20240102-59935,08;20240102-59935,08;martes, 2 de enero de 2024;59935,075;0;514484,166
514 BAHIA SALUD S.R.L.;20240102-42592,23;20240102-42592,23;martes, 2 de enero de 2024;42592,226;0;557076,392
514 BAHIA SALUD S.R.L.;20240102-142068,33;20240102-142068,33;martes, 2 de enero de 2024;142068,326;0;699144,718
514 BAHIA SALUD S.R.L.;20240102-20381,96;20240102-20381,96;martes, 2 de enero de 2024;20381,963;0;719526,681
514 BAHIA SALUD S.R.L.;20240102-90709,82;20240102-90709,82;martes, 2 de enero de 2024;90709,819;0;810236,5
514 BAHIA SALUD S.R.L.;20240102-8107,57;20240102-8107,57;martes, 2 de enero de 2024;8107,574;0;818344,074
514 BAHIA SALUD S.R.L.;20240102-12030,6;20240102-12030,6;martes, 2 de enero de 2024;12030,596;0;830374,67
514 BAHIA SALUD S.R.L.;20240102-2484,58;20240102-2484,58;martes, 2 de enero de 2024;2484,575;0;832859,245
514 BAHIA SALUD S.R.L.;20240208-12108,1;20240208-12108,1;jueves, 8 de febrero de 2024;12108,096;0;900191,09
514 BAHIA SALUD S.R.L.;20240208-12108,1;20240208-12108,1;jueves, 8 de febrero de 2024;12108,096;0;900191,09
514 BAHIA SALUD S.R.L.;20240208-12108,1;20240208-12108,1;jueves, 8 de febrero de 2024;12108,096;0;900191,09
514 BAHIA SALUD S.R.L.;20240208-12108,1;20240208-12108,1;jueves, 8 de febrero de 2024;12108,096;0;900191,09
514 BAHIA SALUD S.R.L.;20240208-12108,1;20240208-12108,1;jueves, 8 de febrero de 2024;12108,096;0;950117,613
514 BAHIA SALUD S.R.L.;20240208-12108,1;20240208-12108,1;jueves, 8 de febrero de 2024;12108,096;0;950117,613
514 BAHIA SALUD S.R.L.;20240208-12108,1;20240208-12108,1;jueves, 8 de febrero de 2024;12108,096;0;950117,613
514 BAHIA SALUD S.R.L.;20240208-12108,1;20240208-12108,1;jueves, 8 de febrero de 2024;12108,096;0;950117,613
514 BAHIA SALUD S.R.L.;20240208-12108,1;20240208-12108,1;jueves, 8 de febrero de 2024;12108,096;0;41670,661
514 BAHIA SALUD S.R.L.;20240208-12108,1;20240208-12108,1;jueves, 8 de febrero de 2024;12108,096;0;41670,661
514 BAHIA SALUD S.R.L.;20240208-12108,1;20240208-12108,1;jueves, 8 de febrero de 2024;12108,096;0;41670,661
514 BAHIA SALUD S.R.L.;20240208-12108,1;20240208-12108,1;jueves, 8 de febrero de 2024;12108,096;0;41670,661
514 BAHIA SALUD S.R.L.;20240208-12108,1;20240208-12108,1;jueves, 8 de febrero de 2024;12108,096;0;53778,757
514 BAHIA SALUD S.R.L.;20240208-12108,1;20240208-12108,1;jueves, 8 de febrero de 2024;12108,096;0;53778,757
514 BAHIA SALUD S.R.L.;20240208-12108,1;20240208-12108,1;jueves, 8 de febrero de 2024;12108,096;0;53778,757
514 BAHIA SALUD S.R.L.;20240208-12108,1;20240208-12108,1;jueves, 8 de febrero de 2024;12108,096;0;53778,757
514 BAHIA SALUD S.R.L.;20240214-12108,1;20240214-12108,1;miércoles, 14 de febrero de 2024;12108,096;0;986660,362
514 BAHIA SALUD S.R.L.;20240304-12108,1;20240304-12108,1;lunes, 4 de marzo de 2024;12108,096;0;640355,1
514 BAHIA SALUD S.R.L.;20240219-12108,1;20240219-12108,1;lunes, 19 de febrero de 2024;12108,096;0;538412,75
514 BAHIA SALUD S.R.L.;20240228-12108,1;20240228-12108,1;miércoles, 28 de febrero de 2024;12108,096;0;-190377,955
514 BAHIA SALUD S.R.L.;20240228-12108,1;20240228-12108,1;miércoles, 28 de febrero de 2024;12108,096;0;-190377,955
514 BAHIA SALUD S.R.L.;20240228-12108,1;20240228-12108,1;miércoles, 28 de febrero de 2024;12108,096;0;-178728,051
514 BAHIA SALUD S.R.L.;20240228-12108,1;20240228-12108,1;miércoles, 28 de febrero de 2024;12108,096;0;-178728,051
514 BAHIA SALUD S.R.L.;20240223-12108,1;20240223-12108,1;viernes, 23 de febrero de 2024;12108,096;0;667196,679
514 BAHIA SALUD S.R.L.;20240223-12108,1;20240223-12108,1;viernes, 23 de febrero de 2024;12108,096;0;667196,679
514 BAHIA SALUD S.R.L.;20240223-12108,1;20240223-12108,1;viernes, 23 de febrero de 2024;12108,096;0;797012,003
514 BAHIA SALUD S.R.L.;20240223-12108,1;20240223-12108,1;viernes, 23 de febrero de 2024;12108,096;0;797012,003
514 BAHIA SALUD S.R.L.;20240226-12108,1;20240226-12108,1;lunes, 26 de febrero de 2024;12108,096;0;350061,824
514 BAHIA SALUD S.R.L.;20240205-12108,1;20240205-12108,1;lunes, 5 de febrero de 2024;12108,096;0;794726,159
514 BAHIA SALUD S.R.L.;20240202-12108,1;20240202-12108,1;viernes, 2 de febrero de 2024;12108,096;0;679070,164
514 BAHIA SALUD S.R.L.;20240131-12108,1;20240131-12108,1;miércoles, 31 de enero de 2024;12108,096;0;963569,352
514 BAHIA SALUD S.R.L.;20240130-12108,1;20240130-12108,1;martes, 30 de enero de 2024;12108,096;0;991999,077
514 BAHIA SALUD S.R.L.;20240130-12108,1;20240130-12108,1;martes, 30 de enero de 2024;12108,096;0;189764,645
514 BAHIA SALUD S.R.L.;20240130-12108,1;20240130-12108,1;martes, 30 de enero de 2024;12108,096;0;991999,077
514 BAHIA SALUD S.R.L.;20240130-12108,1;20240130-12108,1;martes, 30 de enero de 2024;12108,096;0;189764,645
514 BAHIA SALUD S.R.L.;20240125-12108,1;20240125-12108,1;jueves, 25 de enero de 2024;12108,096;0;138334,778
514 BAHIA SALUD S.R.L.;20240118-12108,1;20240118-12108,1;jueves, 18 de enero de 2024;12108,096;0;402258,412
514 BAHIA SALUD S.R.L.;20240117-12108,1;20240117-12108,1;miércoles, 17 de enero de 2024;12108,096;0;677346,318
514 BAHIA SALUD S.R.L.;20240117-12108,1;20240117-12108,1;miércoles, 17 de enero de 2024;12108,096;0;689454,414
514 BAHIA SALUD S.R.L.;20240117-12108,1;20240117-12108,1;miércoles, 17 de enero de 2024;12108,096;0;701562,51
514 BAHIA SALUD S.R.L.;20240117-12108,1;20240117-12108,1;miércoles, 17 de enero de 2024;12108,096;0;677346,318
514 BAHIA SALUD S.R.L.;20240117-12108,1;20240117-12108,1;miércoles, 17 de enero de 2024;12108,096;0;689454,414
514 BAHIA SALUD S.R.L.;20240117-12108,1;20240117-12108,1;miércoles, 17 de enero de 2024;12108,096;0;701562,51
514 BAHIA SALUD S.R.L.;20240117-12108,1;20240117-12108,1;miércoles, 17 de enero de 2024;12108,096;0;677346,318
514 BAHIA SALUD S.R.L.;20240117-12108,1;20240117-12108,1;miércoles, 17 de enero de 2024;12108,096;0;689454,414
514 BAHIA SALUD S.R.L.;20240117-12108,1;20240117-12108,1;miércoles, 17 de enero de 2024;12108,096;0;701562,51
514 BAHIA SALUD S.R.L.;20240115-12108,1;20240115-12108,1;lunes, 15 de enero de 2024;12108,096;0;41077,707
514 BAHIA SALUD S.R.L.;20240112-12108,1;20240112-12108,1;viernes, 12 de enero de 2024;12108,096;0;68551,478
514 BAHIA SALUD S.R.L.;20240112-12108,1;20240112-12108,1;viernes, 12 de enero de 2024;12108,096;0;80659,574
514 BAHIA SALUD S.R.L.;20240112-12108,1;20240112-12108,1;viernes, 12 de enero de 2024;12108,096;0;92767,67
514 BAHIA SALUD S.R.L.;20240112-12108,1;20240112-12108,1;viernes, 12 de enero de 2024;12108,096;0;68551,478
514 BAHIA SALUD S.R.L.;20240112-12108,1;20240112-12108,1;viernes, 12 de enero de 2024;12108,096;0;80659,574
514 BAHIA SALUD S.R.L.;20240112-12108,1;20240112-12108,1;viernes, 12 de enero de 2024;12108,096;0;92767,67
514 BAHIA SALUD S.R.L.;20240112-12108,1;20240112-12108,1;viernes, 12 de enero de 2024;12108,096;0;68551,478
514 BAHIA SALUD S.R.L.;20240112-12108,1;20240112-12108,1;viernes, 12 de enero de 2024;12108,096;0;80659,574
