FECHA;REF.;LET.;SUC.;NUM.;IMPORTE;EMPRESA;CONVENIO;TEXTO:FACTURA:1;TEXTO:FACTURA:2;TEXTO:NOTA:1;TEXTO:NOTA:2;ClaveFactura
19/02/2024;FA;B;20;23566;144300;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE RESONANCIA MAG PERIODO  02/01/2024 AL 05/01/2024;20240219-144300
19/02/2024;FA;B;20;23567;88267,6;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE MEDICINA NUCLEAR  PERIODO 18/01/2024 AL 25/01/2024;20240219-88267,6
19/02/2024;FA;B;20;23569;55501,154;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE ECOGRAFIA  PERIODO 03/01/2024 AL 24/01/2024;20240219-55501,15
19/02/2024;FA;B;20;23570;6310,67;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE ECOGRAFIA  PERIODO 09/01/2024 AL 29/01/2024;20240219-6310,67
19/02/2024;FA;B;20;23571;10005,128;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE ECOGRAFIA  PERIODO 09/01/2024 AL 25/01/2024;20240219-10005,13
19/02/2024;FA;B;20;23572;10005,128;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE CONSULTAS PERIODO 09/01/2024 AL 25/01/2024;20240219-10005,13
19/02/2024;FA;B;20;23573;13436,766;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE CONSULTAS PERIODO 02/01/2024 AL 31/01/2024;20240219-13436,77
19/02/2024;FA;B;20;23574;11571,89;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE CONSULTAS PERIODO 02/01/2024 AL 25/01/2024;20240219-11571,89
19/02/2024;FA;B;20;23575;12350;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE CONSULTAS PERIODO 03/01/2024 AL 26/01/2024;20240219-12350
19/02/2024;FA;B;20;23576;15520;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE CONSULTAS PERIODO 02/01/2024 AL 31/01/2024;20240219-15520
19/02/2024;FA;B;20;23577;15520;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE PRACTICAS PERIODO 02/01/2024 AL 31/01/2024;20240219-15520
19/02/2024;FA;B;20;23578;29744;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE PRACTICAS PERIODO 03/01/2024 AL 31/01/2024;20240219-29744
19/02/2024;FA;A;20;13492;739360,757;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE INTERNACION - PTE_MILIO NORMA;20240219-739360,76
19/02/2024;FA;A;20;13493;34459,152;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_MILIO FRANK;20240219-34459,15
19/02/2024;FA;A;20;13495;18404,911;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_TAO ZHENLAN;20240219-18404,91
19/02/2024;FA;A;20;13497;6558,552;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_RICHARD RONNI;20240219-6558,55
19/02/2024;FA;A;20;13498;63119,492;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_PONCE BERNAL JUAN JOSE;20240219-63119,49
19/02/2024;FA;A;20;13499;12108,096;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_ASTRM KARL JOHAN TOBIAS;20240219-12108,1
19/02/2024;FA;A;20;13500;1068175,854;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE INTERNACION PTE_VAN BLOKLAND GERARDA MARIA;20240219-1068175,85
19/02/2024;FA;A;20;13501;2292549,493;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE INTERNACION PTE_HAZENBERG JOHN;20240219-2292549,49
21/02/2024;FA;A;20;13518;78908,012;514 - BAHIA SALUD S.R.L.;1714;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE INTERNACION - PTE_MOTSCHWILLER FRANK LAWRENCE;20240221-78908,01
21/02/2024;FA;B;20;23638;84618,7;34 - O.S. U.O.M.R.A. - (Rìo Grande);34 - U O M - R.GDE;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE CAMARA GAMMA PTE_BOTTO ALICIA BEATRIZ;20240221-84618,7
21/02/2024;FA;B;20;23640;48777,5;34 - O.S. U.O.M.R.A. - (Rìo Grande);34 - U O M - R.GDE;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE INTERNACION PTE_MUÑOZ OVANDO IMANOL EZEQUIEL;20240221-48777,5
22/02/2024;FA;A;20;13532;5268,583;148 - RIO VARADERO S.A.;148 - RIO VARAD-COLONIA SU;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PTE_CABRAL LUIS DARIO SINIESTRO Nº 02412383/001/00;20240222-5268,58
22/02/2024;FA;A;20;13533;15087,28;148 - RIO VARADERO S.A.;148 - RIO VARAD-COLONIA SU;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PTE_FOURNIER RAMON NORBERTO  SINIESTRO Nº 2388363/1/10;20240222-15087,28
22/02/2024;FA;B;20;23649;1235;145 - GALENO ART S.A.;145 - ART GALENO;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PTE_GAGNEBIEN MAXIMILIANO GASTON  - SINIESTRO N° 2707337/100;20240222-1235
22/02/2024;FA;B;20;23650;19821,303;145 - GALENO ART S.A.;145 - ART GALENO;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PTE_MEDINA LUCAS DANIEL - SINIESTRO N° 27036117/100;20240222-19821,3
22/02/2024;FA;B;20;23652;5005;145 - GALENO ART S.A.;145 - ART GALENO;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PTE_URRA MARTIN ALEJANDRO - SINIESTRO N° 2701648/100;20240222-5005
22/02/2024;FA;B;20;23653;936,16;145 - GALENO ART S.A.;145 - ART GALENO;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PTE_ACEBEDO RENE CLAUDIO - SINIESTRO N° 2674820/100;20240222-936,16
22/02/2024;FA;B;20;23660;148034,861;90 - ASOCIART ART;90 - ASOCIART;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PTE_BORDON FACUNDO - SINIESTRO N° 0-586198;20240222-148034,86
22/02/2024;FA;B;20;23662;23656,303;90 - ASOCIART ART;90 - ASOCIART;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PTE_BORDON FACUNDO - SINIESTRO N° 0-586198;20240222-23656,3
22/02/2024;FA;B;20;23663;7470;90 - ASOCIART ART;90 - ASOCIART;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PTE_LERA ALDO ISMAEL - SINIESTRO N° 28-215019;20240222-7470
22/02/2024;FA;B;20;23664;34185;90 - ASOCIART ART;90 - ASOCIART;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PTE_ESPINOSA RAFAEL - SINIESTRO N° 11-228551;20240222-34185
22/02/2024;FA;B;20;23665;14235;90 - ASOCIART ART;90 - ASOCIART;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PTE_ESPINOSA RAFAEL - SINIESTRO N° 0-586334;20240222-14235
22/02/2024;FA;B;20;23667;12470;90 - ASOCIART ART;90 - ASOCIART;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PTE_NACUL LUCAS DANIEL SINIESTRO N° 0-581812;20240222-12470
22/02/2024;FA;B;20;23668;18235;90 - ASOCIART ART;90 - ASOCIART;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PTE_NAVARRO JUAN MANUEL SINIESTRO N° 0-569575;20240222-18235
22/02/2024;FA;B;20;23669;14970;90 - ASOCIART ART;90 - ASOCIART;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PTE_PAVAN NORBERTO SILVO SINIESTRO N° 11-227649;20240222-14970
22/02/2024;FA;B;20;23670;9470;90 - ASOCIART ART;90 - ASOCIART;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PTE_SANTILLAN HUMANI LUZ MARIANA SINIESTRO N° 11-228528;20240222-9470
22/02/2024;FA;B;20;23671;13705;90 - ASOCIART ART;90 - ASOCIART;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PTE_ACUÑA JUAN ANDRES SINIESTRO N° 0-577766;20240222-13705
22/02/2024;FA;A;20;13534;4500;157 - COBERTURA MÉDICO DEPORTIV A S.R.L.;157 - MOTOCICLISTAS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PRESTACIONES DE ENERO 2024 - AMBULATORIOS - PTE_MISKULIN AGOSTINA;20240222-4500
22/02/2024;FA;A;20;13535;17368,753;181 - LA SEGUNDA CÍA DE SEGUROS DE PERSONAS SA;181 - SEGUROS DE PERSONAS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PRESTACIONES AMBULATORIAS PTE_ ZAPATA CERUTTI FABIAN ALEJANDRO;20240222-17368,75
22/02/2024;FA;A;20;13536;55562,196;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_GRAF ERICH ANTON;20240222-55562,2
22/02/2024;FA;A;20;13537;110868,576;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_DEODORES CHAIRAN;20240222-110868,58
22/02/2024;FA;A;20;13538;9988,16;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_MILIO NORMA;20240222-9988,16
22/02/2024;FA;A;20;13539;26568,506;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_PETERSEN CHARLES MARTIN;20240222-26568,51
22/02/2024;FA;A;20;13540;66405,024;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_PETERSEN CHARLES MARTIN;20240222-66405,02
22/02/2024;FA;A;20;13541;11985,792;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_SHEFFIELD DEBORAH;20240222-11985,79
22/02/2024;FA;A;20;13542;9988,16;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_MCCOLL PAMELA MARY;20240222-9988,16
22/02/2024;FA;A;20;13543;7500;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_ANDREO LILI;20240222-7500
23/02/2024;FA;B;20;23709;39932,545;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE INTERNACION - PTE_CORDOBA CLAUDIA BEATRIZ;20240223-39932,55
23/02/2024;FA;B;20;23710;159214,556;46 - GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE INTERNACION - PTE_RAMOS ADOLFO HECTOR;20240223-159214,56
23/02/2024;FA;A;20;13545;161808,192;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_NEIL ANNE ELIZABETH;20240223-161808,19
23/02/2024;FA;A;20;13546;36556,666;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_PERROTT III WALTER WILIAM;20240223-36556,67
23/02/2024;FA;A;20;13548;46819,386;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_BAILLIE MARIE JOAN;20240223-46819,39
23/02/2024;FA;A;20;13549;24701,726;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_FRETES PALOMERA MARIA;20240223-24701,73
23/02/2024;FA;A;20;13550;12108,096;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_HUDDART ANDREW;20240223-12108,1
23/02/2024;FA;A;20;13551;49926,523;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_VALCIN ANELMA;20240223-49926,52
23/02/2024;FA;A;20;13552;56081,875;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_ORD DIANE ELIZABETH;20240223-56081,880
23/02/2024;FA;A;20;13554;12108,096;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_FREY OREN THOMAS;20240223-12108,1
23/02/2024;FA;A;20;13555;11698,83;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_HOPITAL AUDREY;20240223-11698,83
23/02/2024;FA;A;20;13556;268028,228;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_JOSEPH JOHN LAWRENCE;20240223-268028,23
23/02/2024;FA;A;20;13557;93837,744;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_LAZAR COTIGA IOAN;20240223-93837,74
26/02/2024;FA;A;20;13558;205556,332;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_PETERSEN CHARLES MARTIN;20240226-205556,33
26/02/2024;FA;A;20;13559;9988,16;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_SMITH PAMELA JEAN;20240226-9988,16
26/02/2024;FA;A;20;13560;16648,632;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_QUINN ROBYN DULCIE;20240226-16648,63
26/02/2024;FA;A;20;13561;12108,096;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_SEVERIANO MENDES MAINNAH;20240226-12108,1
26/02/2024;FA;A;20;13562;16648,632;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_TRUJILLO CALDERON JAVIER HERNANDO;20240226-16648,63
26/02/2024;FA;A;20;13563;91819,728;514 - BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO AMBULATORIO - PTE_UYUTAN ALONA DAVID;20240226-91819,73
27/02/2024;FA;B;20;23712;5372,25;113 - SWISS MEDICAL ART S.A.;4113 - PERIODICOS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;EXAMENES PERIODICOS NEWSAN -  ORDEN N° 101839;20240227-5372,25
27/02/2024;FA;A;20;13564;5460;164 - FEDERACIÓN PATRONAL SEGUROS S.A. ART;1164 - PERIODICOS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;EXAMENES PERIODICOS - EMPRESA DON ALDO NEUMATICOS;20240227-5460
27/02/2024;FA;A;20;13566;37050;346 - CERRO CASTOR S.A.;346 - CERRO CASTOR SA;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;MODULO MENSUAL DE ASESORAMIENTO Y GESTION EMPRESARIAL;20240227-37050
27/02/2024;FA;A;20;13567;24000;418 - IMPORTADORA COMERCIAL FUEGUINA S.R.L.;418 - IMPORTADORA;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;MODULO CONTROL DE AUSENTISMO;20240227-24000
27/02/2024;FA;A;20;13568;3445;587 - MEDILAC SALUD LABORAL S.R.L.;587 - MEDILAC;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;EXAMENES PERIODICOS;20240227-3445
27/02/2024;FA;A;20;13569;7289,23;453 - UDEM S.R.L.;453 - UDEM;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;EXAMENES PERIODICOS YPF;20240227-7289,23
27/02/2024;FA;A;20;13570;22251,8;568 - POPPER S.A;568 - POPPER S.A;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;ESTUDIOS VARIOS - BARRIA RAUL FERNANDO;20240227-22251,8
27/02/2024;FA;A;20;13571;37050;568 - POPPER S.A;568 - POPPER S.A;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;MODULO MENSUAL DE ASESORAMIENTO Y GESTION EMPRESARIAL;20240227-37050
27/02/2024;FA;B;20;23713;9224,4;94 - LA SEGUNDA ART S.A.;2094;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;EXAMENES PERIODICOS HOTEL LOS ÑIRES;20240227-9224,4
27/02/2024;FA;A;20;13574;8860;651 - FERTIMED S.A;651 - FERTIMED S.A;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;PRESTACIONES FEBRERO 2024 - SERVICIO DE LABORATORIO;20240227-8860
27/02/2024;FA;A;20;13575;593237,477;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE INTERNACION PTE_MILIO NORMA;20240227-593237,48
27/02/2024;FA;A;20;13576;438798,749;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE INTERNACION PTE_PERROT III WALTER WILLIAM;20240227-438798,75
27/02/2024;FA;A;20;13577;46841,719;199 - PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE INTERNACION PTE_PERROT III WALTER WILLIAM;20240227-46841,72
