Cliente;Asignación;Nº documento;Clase de documento;Fecha de documento;Fe.contabilización;Importe en moneda local;Referencia;Doc.compensación;Cuenta de mayor;Texto;ClaveSap
3071544581;202402191243153342;1800074314;XR;19/02/2024;19/02/2024;15565561,35;0020B00023585;1400019917;1030000;;20240219-15565561,35
3071544581;202402010758253060;1800074104;XR;01/02/2024;01/02/2024;20589467,1;0020B00023525;1400019914;1030000;;20240201-20589467,1
3071544581;202403010838213784;1800074672;XR;01/03/2024;01/03/2024;20589467,1;0020B00023717;1400019921;1030000;;20240301-20589467,1
3071544581;0004X00002416;1400019458;DZ;31/01/2024;31/01/2024;-18087740,01;0004X00002416;1400019458;1030000;;20240131--18087740,01
3071544581;0004X00002562;1400019604;DZ;27/02/2024;27/02/2024;-17846237,72;0004X00002562;1400019604;1030000;;20240227--17846237,72
3071544581;0004X00002564;1400019606;DZ;29/02/2024;29/02/2024;-17000149,51;0004X00002564;1400019606;1030000;;20240229--17000149,51
3071544581;202401020808432310;1400019840;DZ;27/03/2024;27/03/2024;-16500000;0004X00002798;1400019915;1030000;;20240327--16500000
3071544581;0004X00002406;1400019448;DZ;24/01/2024;24/01/2024;-15838051,62;0004X00002406;1400019448;1030000;;20240124--15838051,62
3071544581;0004X00002405;1400019447;DZ;24/01/2024;24/01/2024;-15838051,62;0004X00002405;1400019447;1030000;;20240124--15838051,62
3071544581;0004X00002683;1400019725;DZ;11/03/2024;11/03/2024;-14338053,95;0004X00002683;1400019725;1030000;;20240311--14338053,95
3052276392;0004X00002533;1400019575;DZ;06/02/2024;06/02/2024;-13436125,59;0004X00002533;1400019575;1030000;;20240206--13436125,59
3052276392;0004X00002676;1400019718;DZ;14/03/2024;14/03/2024;-11817859,46;0004X00002676;1400019718;1030000;;20240314--11817859,46
3052276392;0004X00002557;1400019599;DZ;16/02/2024;16/02/2024;-10581154,11;0004X00002557;1400019599;1030000;;20240216--10581154,11
3052276392;0004X00002363;1400019405;DZ;12/01/2024;12/01/2024;-10098597,01;0004X00002363;1400019405;1030000;;20240112--10098597,01
3071544581;202310230656550474;1400019413;DZ;03/01/2024;03/01/2024;-10000000;0004X00002371;1400019451;1030000;;20240103--10000000
3052276392;0004X00002675;1400019717;DZ;06/03/2024;06/03/2024;-8758302,028;0004X00002675;1400019717;1030000;;20240306--8758302,03
3054674125;0004X00002671;1400019713;DZ;08/03/2024;08/03/2024;-8452488,708;0004X00002671;1400019713;1030000;;20240308--8452488,71
3071429214;;1400019569;DZ;14/02/2024;14/02/2024;-7707425,065;0004X00002527;1400019569;1030000;;20240214--7707425,07
3052276392;0004X00002362;1400019404;DZ;05/01/2024;05/01/2024;-7088942,925;0004X00002362;1400019404;1030000;;20240105--7088942,93
3071544581;0004X00002681;1400019723;DZ;01/03/2024;01/03/2024;-6000000;0004X00002681;1400019723;1030000;;20240301--6000000
3054674125;0004X00002417;1400019459;DZ;10/01/2024;10/01/2024;-5593565,325;0004X00002417;1400019459;1030000;;20240110--5593565,33
3054674125;0004X00002531;1400019573;DZ;07/02/2024;07/02/2024;-5487769,962;0004X00002531;1400019573;1030000;;20240207--5487769,96
3054674125;0004X00002420;1400019462;DZ;26/01/2024;26/01/2024;-5279288,975;0004X00002420;1400019462;1030000;;20240126--5279288,98
3071185432;0004X00002678;1400019720;DZ;14/03/2024;14/03/2024;-4820948,441;0004X00002678;1400019720;1030000;;20240314--4820948,44
3071429214;;1400019765;DZ;15/03/2024;15/03/2024;-4752077,664;0004X00002723;1400019765;1030000;;20240315--4752077,66
3071544581;202312120901081755;1400019722;DZ;01/03/2024;01/03/2024;-4000000;0004X00002680;1400019725;1030000;;20240301--4000000
3071544581;0004X00002410;1400019451;DZ;23/01/2024;23/01/2024;-3846676,745;0004X00002410;1400019451;1030000;;20240123--3846676,75
3071429214;;1400019411;DZ;05/01/2024;05/01/2024;-3459358,527;0004X00002369;1400019411;1030000;;20240105--3459358,53
3065485516;0004X00002534;1400019576;DZ;14/02/2024;14/02/2024;-3421081,871;0004X00002534;1400019576;1030000;;20240214--3421081,87
3071544581;0004X00002412;1400019454;DZ;26/01/2024;26/01/2024;-3237740,624;0004X00002412;1400019454;1030000;;20240126--3237740,62
3071544581;0004X00002408;1400019450;DZ;23/01/2024;23/01/2024;-3208403,918;0004X00002408;1400019450;1030000;;20240123--3208403,92
3054674125;0004X00002744;1400019786;DZ;22/03/2024;22/03/2024;-3086572,248;0004X00002744;1400019786;1030000;;20240322--3086572,25
3071185432;0004X00002368;1400019410;DZ;15/01/2024;15/01/2024;-3024472,548;0004X00002368;1400019410;1030000;;20240115--3024472,55
3071544581;0004X00002411;1400019453;DZ;26/01/2024;26/01/2024;-2987897,655;0004X00002411;1400019453;1030000;;20240126--2987897,66
3071429214;;1400019601;DZ;20/02/2024;20/02/2024;-2768764,21;0004X00002559;1400019601;1030000;;20240220--2768764,21
3071185432;0004X00002530;1400019572;DZ;14/02/2024;14/02/2024;-2609508,901;0004X00002530;1400019572;1030000;;20240214--2609508,9
3071544581;0004X00002797;1400019839;DZ;27/03/2024;27/03/2024;-2600000;0004X00002797;1400019839;1030000;;20240327--2600000
3065485516;0004X00002673;1400019715;DZ;11/03/2024;11/03/2024;-2540723,395;0004X00002673;1400019715;1030000;;20240311--2540723,400
3071544581;0004X00002414;1400019456;DZ;26/01/2024;26/01/2024;-2259979,57;0004X00002414;1400019456;1030000;;20240126--2259979,57
3054674125;0004X00002556;1400019598;DZ;29/02/2024;29/02/2024;-2230033,194;0004X00002556;1400019598;1030000;;20240229--2230033,19
3071544581;0004X00002407;1400019449;DZ;23/01/2024;23/01/2024;-2149040,717;0004X00002407;1400019449;1030000;;20240123--2149040,72
3071185432;0004X00002366;1400019408;DZ;03/01/2024;03/01/2024;-2083250,268;0004X00002366;1400019408;1030000;;20240103--2083250,27
3071544581;0004X00002563;1400019605;DZ;29/02/2024;29/02/2024;-1880887,882;0004X00002563;1400019605;1030000;;20240229--1880887,88
3071185432;0004X00002367;1400019409;DZ;03/01/2024;03/01/2024;-1644500;0004X00002367;1400019409;1030000;;20240103--1644500
3071185432;0004X00002677;1400019719;DZ;04/03/2024;04/03/2024;-1644500;0004X00002677;1400019719;1030000;;20240304--1644500
3071587446;0004X00002539;1400019581;DZ;08/02/2024;08/02/2024;-1580227,571;0004X00002539;1400019581;1030000;;20240208--1580227,57
3071522673;0004X00002349;1400019391;DZ;12/01/2024;12/01/2024;-1565605,57;0004X00002349;1400019391;1030000;;20240112--1565605,57
3071522673;0004X00002633;1400019675;DZ;16/02/2024;16/02/2024;-1553415,595;0004X00002633;1400019675;1030000;;20240216--1553415,600
3071587446;0004X00002699;1400019741;DZ;18/03/2024;18/03/2024;-1509006,779;0004X00002699;1400019741;1030000;;20240318--1509006,78
3065485516;0004X00002426;1400019468;DZ;22/01/2024;22/01/2024;-1451947,698;0004X00002426;1400019468;1030000;;20240122--1451947,7
3071544581;0004X00002415;1400019457;DZ;22/01/2024;22/01/2024;-1446836,832;0004X00002415;1400019457;1030000;;20240122--1446836,83
3068273765;0004X00002477;1400019519;DZ;30/01/2024;30/01/2024;-1328586,302;0004X00002477;1400019519;1030000;;20240130--1328586,3
3071587446;0004X00002579;1400019621;DZ;29/02/2024;29/02/2024;-1254899,265;0004X00002579;1400019621;1030000;;20240229--1254899,27
3071587446;0004X00002780;1400019822;DZ;25/03/2024;25/03/2024;-1135757,369;0004X00002780;1400019822;1030000;;20240325--1135757,37
3071587446;202402191552193370;1400019821;DZ;22/03/2024;22/03/2024;-1135757,368;0004X00002779;1400019822;1030000;;20240322--1135757,37
3071587446;0004X00002782;1400019824;DZ;27/03/2024;27/03/2024;-1090480,991;0004X00002782;1400019824;1030000;;20240327--1090480,99
3071587446;0004X00002701;1400019743;DZ;21/03/2024;21/03/2024;-1050861,674;0004X00002701;1400019743;1030000;;20240321--1050861,67
3052242816;0004X00002571;1400019613;DZ;08/02/2024;08/02/2024;-1012417,331;0004X00002571;1400019613;1030000;;20240208--1012417,33
3071587446;0004X00002573;1400019615;DZ;20/02/2024;20/02/2024;-1011191,446;0004X00002573;1400019615;1030000;;20240220--1011191,45
3054674125;0004X00002419;1400019461;DZ;24/01/2024;24/01/2024;-997294,074;0004X00002419;1400019461;1030000;;20240124--997294,07
3071587446;0004X00002436;1400019478;DZ;18/01/2024;18/01/2024;-933392,186;0004X00002436;1400019478;1030000;;20240118--933392,19
3071587446;0004X00002700;1400019742;DZ;19/03/2024;19/03/2024;-900595,809;0004X00002700;1400019742;1030000;;20240319--900595,81
3061445509;0004X00002711;1400019753;DZ;13/03/2024;13/03/2024;-886240,112;0004X00002711;1400019753;1030000;;20240313--886240,11
3071544581;0004X00002408;1400019452;DZ;23/01/2024;23/01/2024;-872873,853;0004X00002408;1400019452;1030000;;20240123--872873,85
3071587446;0004X00002542;1400019583;DZ;15/02/2024;15/02/2024;-865690,863;0004X00002542;1400019583;1030000;;20240215--865690,86
3054666267;0004X00002350;1400019392;DZ;10/01/2024;10/01/2024;-836503,648;0004X00002350;1400019392;1030000;;20240110--836503,65
3368626286;0004X00002428;1400019470;DZ;25/01/2024;25/01/2024;-814289,625;0004X00002428;1400019470;1030000;;20240125--814289,620
3071522673;0004X00002704;1400019746;DZ;21/03/2024;21/03/2024;-801988,424;0004X00002704;1400019746;1030000;;20240321--801988,42
3071587446;0004X00002695;1400019737;DZ;12/03/2024;12/03/2024;-787379,148;0004X00002695;1400019737;1030000;;20240312--787379,15
3071587446;0004X00002576;1400019618;DZ;23/02/2024;23/02/2024;-784704,76;0004X00002576;1400019618;1030000;;20240223--784704,76
3071304500;0004X00002623;1400019665;DZ;29/02/2024;29/02/2024;-780962,938;0004X00002623;1400019665;1030000;;20240229--780962,94
3054674125;0004X00002418;1400019460;DZ;17/01/2024;17/01/2024;-770467,174;0004X00002418;1400019460;1030000;;20240117--770467,17
3368626286;0004X00002568;1400019610;DZ;29/02/2024;29/02/2024;-761571,268;0004X00002568;1400019610;1030000;;20240229--761571,27
3071429214;;1400019570;DZ;06/02/2024;06/02/2024;-754966,5;0004X00002528;1400019570;1030000;;20240206--754966,5
3071587446;0004X00002574;1400019616;DZ;21/02/2024;21/02/2024;-741521,215;0004X00002574;1400019616;1030000;;20240221--741521,22
3068715616;0004X00002463;1400019505;DZ;10/01/2024;10/01/2024;-740835,337;0004X00002463;1400019505;1030000;;20240110--740835,34
3052242816;0004X00002486;1400019528;DZ;17/01/2024;17/01/2024;-729128,193;0004X00002486;1400019528;1030000;;20240117--729128,19
3068436191;0004X00002625;1400019667;DZ;21/02/2024;21/02/2024;-725420,565;0004X00002625;1400019667;1030000;;20240221--725420,57
3071587446;0004X00002541;1400019597;DZ;15/02/2024;15/02/2024;-720410,858;0004X00002541;1400019597;1030000;;20240215--720410,86
3059041263;0004X00002593;1400019635;DZ;16/02/2024;16/02/2024;-714404,418;0004X00002593;1400019635;1030000;;20240216--714404,42
3059035479;0004X00002497;1400019539;DZ;07/02/2024;07/02/2024;-705601,921;0004X00002497;1400019539;1030000;;20240207--705601,92
3071544581;202401040802042374;1400019724;DZ;11/03/2024;11/03/2024;-694458,038;0004X00002682;1400019839;1030000;;20240311--694458,04
3068715616;0004X00002464;1400019506;DZ;15/01/2024;15/01/2024;-664883,459;0004X00002464;1400019506;1030000;;20240115--664883,46
3054674125;0004X00002722;1400019764;DZ;18/03/2024;18/03/2024;-647445,032;0004X00002722;1400019764;1030000;;20240318--647445,03
3071185432;0004X00002529;1400019571;DZ;02/02/2024;02/02/2024;-621191,979;0004X00002529;1400019571;1030000;;20240202--621191,98
3071304500;0004X00002618;1400019660;DZ;28/02/2024;28/02/2024;-616696,619;0004X00002618;1400019660;1030000;;20240228--616696,62
3071587446;0004X00002577;1400019619;DZ;26/02/2024;26/02/2024;-605039,308;0004X00002577;1400019619;1030000;;20240226--605039,31
3054674125;0004X00002421;1400019463;DZ;03/01/2024;03/01/2024;-589001,419;0004X00002421;1400019463;1030000;;20240103--589001,42
3368626286;0004X00002674;1400019716;DZ;13/03/2024;13/03/2024;-588805,075;0004X00002674;1400019716;1030000;;20240313--588805,08
3063619685;0004X00002664;1400019706;DZ;23/02/2024;23/02/2024;-577613,487;0004X00002664;1400019706;1030000;;20240223--577613,49
3068436191;0004X00002763;1400019805;DZ;15/03/2024;15/03/2024;-575540,984;0004X00002763;1400019805;1030000;;20240315--575540,98
3059041263;0004X00002490;1400019532;DZ;15/01/2024;15/01/2024;-562986,197;0004X00002490;1400019532;1030000;;20240115--562986,2
3063619685;0004X00002555;1400019596;DZ;07/02/2024;07/02/2024;-559572,587;0004X00002555;1400019596;1030000;;20240207--559572,59
3071587446;0004X00002696;1400019738;DZ;14/03/2024;14/03/2024;-538627,679;0004X00002696;1400019738;1030000;;20240314--538627,68
3058541245;;1400019756;DZ;11/03/2024;11/03/2024;-527814,279;0004X00002714;1400019756;1030000;;20240311--527814,28
3059041263;0004X00002703;1400019745;DZ;18/03/2024;18/03/2024;-527334,452;0004X00002703;1400019745;1030000;;20240318--527334,45
3071429214;;1400019721;DZ;04/03/2024;04/03/2024;-520648,738;0004X00002679;1400019721;1030000;;20240304--520648,74
3071587446;0004X00002781;1400019823;DZ;26/03/2024;26/03/2024;-494640,106;0004X00002781;1400019823;1030000;;20240326--494640,11
3054674125;0004X00002532;1400019574;DZ;16/02/2024;16/02/2024;-493532,521;0004X00002532;1400019574;1030000;;20240216--493532,52
3069156146;0004X00002491;1400019533;DZ;15/01/2024;15/01/2024;-492754,829;0004X00002491;1400019533;1030000;;20240115--492754,83
3068436191;0004X00002469;1400019511;DZ;24/01/2024;24/01/2024;-485243,819;0004X00002469;1400019511;1030000;;20240124--485243,82
3059035479;0004X00002498;1400019540;DZ;15/02/2024;15/02/2024;-485146,807;0004X00002498;1400019540;1030000;;20240215--485146,81
3068825409;0004X00002444;1400019486;DZ;15/01/2024;15/01/2024;-484213,05;0004X00002444;1400019486;1030000;;20240115--484213,05
3054666267;0004X00002591;1400019633;DZ;15/02/2024;15/02/2024;-482623,944;0004X00002591;1400019633;1030000;;20240215--482623,94
3058541245;;1400019509;DZ;16/01/2024;16/01/2024;-478290,128;0004X00002467;1400019509;1030000;;20240116--478290,13
3071587446;0004X00002351;1400019393;DZ;12/01/2024;12/01/2024;-466778,519;0004X00002351;1400019393;1030000;;20240112--466778,52
3071587446;0004X00002439;1400019481;DZ;22/01/2024;22/01/2024;-460429,886;0004X00002439;1400019481;1030000;;20240122--460429,89
3065485516;0004X00002424;1400019466;DZ;10/01/2024;10/01/2024;-455151,26;0004X00002424;1400019466;1030000;;20240110--455151,26
3068833954;0004X00002776;1400019818;DZ;26/03/2024;26/03/2024;-451292,489;0004X00002776;1400019818;1030000;;20240326--451292,49
3071522673;0004X00002451;1400019493;DZ;29/01/2024;29/01/2024;-445274,292;0004X00002451;1400019493;1030000;;20240129--445274,29
3050005352;0004X00002775;1400019817;DZ;27/03/2024;27/03/2024;-445125,18;0004X00002775;1400019817;1030000;;20240327--445125,18
3071587446;0004X00002578;1400019620;DZ;28/02/2024;28/02/2024;-441507,353;0004X00002578;1400019620;1030000;;20240228--441507,35
3071522673;0004X00002631;1400019673;DZ;22/02/2024;22/02/2024;-438853,739;0004X00002631;1400019673;1030000;;20240222--438853,74
3371021054;0004X00002761;1400019803;DZ;15/03/2024;15/03/2024;-437725,193;0004X00002761;1400019803;1030000;;20240315--437725,19
3054666267;0004X00002604;1400019646;DZ;29/02/2024;29/02/2024;-424684,222;0004X00002604;1400019646;1030000;;20240229--424684,22
3071587446;0004X00002538;1400019580;DZ;05/02/2024;05/02/2024;-421486,811;0004X00002538;1400019580;1030000;;20240205--421486,81
3071522673;0004X00002546;1400019587;DZ;09/02/2024;09/02/2024;-411840,381;0004X00002546;1400019587;1030000;;20240209--411840,38
3059035479;0004X00002726;1400019768;DZ;07/03/2024;07/03/2024;-410797,856;0004X00002726;1400019768;1030000;;20240307--410797,86
3068627333;0004X00002627;1400019669;DZ;16/02/2024;16/02/2024;-407073,853;0004X00002627;1400019669;1030000;;20240216--407073,85
3068825409;0004X00002358;1400019400;DZ;09/01/2024;09/01/2024;-400622,872;0004X00002358;1400019400;1030000;;20240109--400622,87
3054677131;0004X00002751;1400019793;DZ;15/03/2024;15/03/2024;-396580,15;0004X00002751;1400019793;1030000;;20240315--396580,15
3071587446;0004X00002575;1400019617;DZ;22/02/2024;22/02/2024;-384317,571;0004X00002575;1400019617;1030000;;20240222--384317,57
3061445509;0004X00002613;1400019655;DZ;14/02/2024;14/02/2024;-383064,617;0004X00002613;1400019655;1030000;;20240214--383064,62
3068715616;0004X00002653;1400019695;DZ;14/02/2024;14/02/2024;-378210,56;0004X00002653;1400019695;1030000;;20240214--378210,56
3071587446;0004X00002438;1400019480;DZ;19/01/2024;19/01/2024;-371889,372;0004X00002438;1400019480;1030000;;20240119--371889,37
3058541245;;1400019755;DZ;08/03/2024;08/03/2024;-368477,068;0004X00002713;1400019755;1030000;;20240308--368477,07
3068522850;0004X00002694;1400019736;DZ;14/03/2024;14/03/2024;-361527,246;0004X00002694;1400019736;1030000;;20240314--361527,25
3068825409;0004X00002553;1400019594;DZ;15/02/2024;15/02/2024;-360839,426;0004X00002553;1400019594;1030000;;20240215--360839,43
3067906538;0004X00002651;1400019693;DZ;20/02/2024;20/02/2024;-360344,11;0004X00002651;1400019693;1030000;;20240220--360344,11
3068833954;0004X00002597;1400019639;DZ;14/02/2024;14/02/2024;-343714,856;0004X00002597;1400019639;1030000;;20240214--343714,86
3068825409;0004X00002738;1400019779;DZ;05/03/2024;05/03/2024;-341100,078;0004X00002738;1400019779;1030000;;20240305--341100,08
3071429214;;1400019602;DZ;26/02/2024;26/02/2024;-334543,22;0004X00002560;1400019602;1030000;;20240226--334543,22
3071587446;0004X00002691;1400019733;DZ;05/03/2024;05/03/2024;-334162,117;0004X00002691;1400019733;1030000;;20240305--334162,12
3071522673;0004X00002686;1400019728;DZ;04/03/2024;04/03/2024;-330033,36;0004X00002686;1400019728;1030000;;20240304--330033,36
3071304500;0004X00002617;1400019659;DZ;28/02/2024;28/02/2024;-329685,754;0004X00002617;1400019659;1030000;;20240228--329685,75
3071587446;0004X00002540;1400019582;DZ;09/02/2024;09/02/2024;-326566,035;0004X00002540;1400019582;1030000;;20240209--326566,04
3071429214;;1400019766;DZ;21/03/2024;21/03/2024;-319800;0004X00002724;1400019766;1030000;;20240321--319800
3071587446;0004X00002437;1400019479;DZ;17/01/2024;17/01/2024;-318708,674;0004X00002437;1400019479;1030000;;20240117--318708,67
3052276392;0004X00002745;1400019787;DZ;26/03/2024;26/03/2024;-317653,018;0004X00002745;1400019787;1030000;;20240326--317653,02
3068715616;0004X00002757;1400019799;DZ;18/03/2024;18/03/2024;-310279,795;0004X00002757;1400019799;1030000;;20240318--310279,8
3071522673;0004X00002688;1400019730;DZ;12/03/2024;12/03/2024;-308400,382;0004X00002688;1400019730;1030000;;20240312--308400,38
3066322124;0004X00002641;1400019683;DZ;23/02/2024;23/02/2024;-307045,338;0004X00002641;1400019683;1030000;;20240223--307045,34
3065485516;0004X00002364;1400019406;DZ;08/01/2024;08/01/2024;-301227,501;0004X00002364;1400019406;1030000;;20240108--301227,5
3068715616;0004X00002655;1400019697;DZ;23/02/2024;23/02/2024;-299990,124;0004X00002655;1400019697;1030000;;20240223--299990,12
3071522673;0004X00002687;1400019729;DZ;07/03/2024;07/03/2024;-295256,893;0004X00002687;1400019729;1030000;;20240307--295256,89
3068913348;0004X00002709;1400019751;DZ;12/03/2024;12/03/2024;-293035,84;0004X00002709;1400019751;1030000;;20240312--293035,84
3052276392;0004X00002567;1400019609;DZ;27/02/2024;27/02/2024;-290084,89;0004X00002567;1400019609;1030000;;20240227--290084,89
3071522673;0004X00002689;1400019731;DZ;14/03/2024;14/03/2024;-289429,671;0004X00002689;1400019731;1030000;;20240314--289429,67
3052242816;0004X00002692;1400019734;DZ;05/03/2024;05/03/2024;-283165,725;0004X00002692;1400019734;1030000;;20240305--283165,73
2022192148;0004X00002772;1400019814;DZ;18/03/2024;18/03/2024;-276947,417;0004X00002772;1400019814;1030000;;20240318--276947,42
3071587446;0004X00002580;1400019623;DZ;29/02/2024;29/02/2024;-267315,932;0004X00002580;1400019623;1030000;;20240229--267315,93
3068833954;0004X00002735;1400019777;DZ;06/03/2024;06/03/2024;-250299,24;0004X00002735;1400019777;1030000;;20240306--250299,24
3052276392;0004X00002430;1400019472;DZ;26/01/2024;26/01/2024;-250156,727;0004X00002430;1400019472;1030000;;20240126--250156,73
3071587446;0004X00002440;1400019482;DZ;26/01/2024;26/01/2024;-248771,597;0004X00002440;1400019482;1030000;;20240126--248771,6
2022192148;0004X00002450;1400019492;DZ;22/01/2024;22/01/2024;-246153,284;0004X00002450;1400019492;1030000;;20240122--246153,28
3068715616;0004X00002756;1400019798;DZ;14/03/2024;14/03/2024;-246072,648;0004X00002756;1400019798;1030000;;20240314--246072,65
3370736658;0004X00002457;1400019499;DZ;10/01/2024;10/01/2024;-245254,274;0004X00002457;1400019499;1030000;;20240110--245254,27
3071522673;0004X00002545;1400019586;DZ;09/02/2024;09/02/2024;-244140,383;0004X00002545;1400019586;1030000;;20240209--244140,38
3058541245;;1400019654;DZ;14/02/2024;14/02/2024;-238357,284;0004X00002612;1400019654;1030000;;20240214--238357,28
3071587446;0004X00002690;1400019732;DZ;04/03/2024;04/03/2024;-232100,307;0004X00002690;1400019732;1030000;;20240304--232100,31
3066322124;0004X00002698;1400019740;DZ;12/03/2024;12/03/2024;-230202,866;0004X00002698;1400019740;1030000;;20240312--230202,87
3071522673;0004X00002445;1400019487;DZ;18/01/2024;18/01/2024;-226124,305;0004X00002445;1400019487;1030000;;20240118--226124,3
3068825409;0004X00002626;1400019668;DZ;19/02/2024;19/02/2024;-221733,539;0004X00002626;1400019668;1030000;;20240219--221733,54
3071587446;0004X00002581;1400019622;DZ;16/02/2024;16/02/2024;-206987,531;0004X00002581;1400019622;1030000;;20240216--206987,53
3068913348;0004X00002482;1400019524;DZ;19/01/2024;19/01/2024;-202280,557;0004X00002482;1400019524;1030000;;20240119--202280,56
3050289264;0004X00002359;1400019401;DZ;10/01/2024;10/01/2024;-199788,637;0004X00002359;1400019401;1030000;;20240110--199788,64
3067906538;0004X00002731;1400019773;DZ;21/03/2024;21/03/2024;-196052,575;0004X00002731;1400019773;1030000;;20240321--196052,58
3068715616;0004X00002462;1400019504;DZ;05/01/2024;05/01/2024;-194583,48;0004X00002462;1400019504;1030000;;20240105--194583,48
3068273765;0004X00002616;1400019658;DZ;29/02/2024;29/02/2024;-192553,704;0004X00002616;1400019658;1030000;;20240229--192553,7
3068913348;0004X00002483;1400019525;DZ;25/01/2024;25/01/2024;-191101,8;0004X00002483;1400019525;1030000;;20240125--191101,8
3068913348;0004X00002484;1400019526;DZ;30/01/2024;30/01/2024;-186069,368;0004X00002484;1400019526;1030000;;20240130--186069,37
3060410175;0004X00002592;1400019634;DZ;26/02/2024;26/02/2024;-180908,164;0004X00002592;1400019634;1030000;;20240226--180908,16
3050289264;0004X00002485;1400019527;DZ;30/01/2024;30/01/2024;-180563,313;0004X00002485;1400019527;1030000;;20240130--180563,31
3050005352;0004X00002718;1400019760;DZ;08/03/2024;08/03/2024;-174601,449;0004X00002718;1400019760;1030000;;20240308--174601,45
3371021054;0004X00002637;1400019679;DZ;23/02/2024;23/02/2024;-173769,699;0004X00002637;1400019679;1030000;;20240223--173769,7
3071522673;0004X00002547;1400019588;DZ;14/02/2024;14/02/2024;-172581,333;0004X00002547;1400019588;1030000;;20240214--172581,33
3058919114;0004X00002470;1400019512;DZ;22/01/2024;22/01/2024;-164123,109;0004X00002470;1400019512;1030000;;20240122--164123,11
3071587446;0004X00002537;1400019579;DZ;02/02/2024;02/02/2024;-160619,191;0004X00002537;1400019579;1030000;;20240202--160619,19
3066150769;0004X00002658;1400019700;DZ;21/02/2024;21/02/2024;-159880,72;0004X00002658;1400019700;1030000;;20240221--159880,72
3071522673;0004X00002774;1400019816;DZ;26/03/2024;26/03/2024;-158819,261;0004X00002774;1400019816;1030000;;20240326--158819,26
3052276392;0004X00002429;1400019471;DZ;23/01/2024;23/01/2024;-155472,645;0004X00002429;1400019471;1030000;;20240123--155472,64
3054677131;0004X00002569;1400019611;DZ;08/02/2024;08/02/2024;-152454,35;0004X00002569;1400019611;1030000;;20240208--152454,35
3368626286;0004X00002423;1400019465;DZ;17/01/2024;17/01/2024;-150515,398;0004X00002423;1400019465;1030000;;20240117--150515,4
3068627333;0004X00002496;1400019538;DZ;30/01/2024;30/01/2024;-145344,972;0004X00002496;1400019538;1030000;;20240130--145344,97
3371021054;0004X00002638;1400019680;DZ;27/02/2024;27/02/2024;-144264,65;0004X00002638;1400019680;1030000;;20240227--144264,65
3071544581;0004X00002413;1400019455;DZ;26/01/2024;26/01/2024;-139995,932;0004X00002413;1400019455;1030000;;20240126--139995,93
3071055604;0004X00002715;1400019757;DZ;18/03/2024;18/03/2024;-135198,665;0004X00002715;1400019757;1030000;;20240318--135198,67
3068695518;0004X00002793;1400019834;DZ;22/03/2024;22/03/2024;-131566,16;0004X00002793;1400019834;1030000;;20240322--131566,16
3071587446;0004X00002435;1400019477;DZ;08/01/2024;08/01/2024;-129066,326;0004X00002435;1400019477;1030000;;20240108--129066,33
3050289264;0004X00002586;1400019628;DZ;20/02/2024;20/02/2024;-126675,525;0004X00002586;1400019628;1030000;;20240220--126675,53
3051674838;0004X00002636;1400019678;DZ;27/02/2024;27/02/2024;-126648,118;0004X00002636;1400019678;1030000;;20240227--126648,12
3371549760;0004X00002603;1400019645;DZ;29/02/2024;29/02/2024;-126149,083;0004X00002603;1400019645;1030000;;20240229--126149,08
3068627333;0004X00002628;1400019670;DZ;19/02/2024;19/02/2024;-125525,611;0004X00002628;1400019670;1030000;;20240219--125525,61
3069156146;0004X00002669;1400019711;DZ;27/02/2024;27/02/2024;-124667,29;0004X00002669;1400019711;1030000;;20240227--124667,29
3068695518;0004X00002792;1400019833;DZ;22/03/2024;22/03/2024;-123664,154;0004X00002792;1400019833;1030000;;20240322--123664,15
3054677131;0004X00002494;1400019536;DZ;17/01/2024;17/01/2024;-119307,788;0004X00002494;1400019536;1030000;;20240117--119307,79
3070965249;0004X00002600;1400019642;DZ;22/02/2024;22/02/2024;-117578,877;0004X00002600;1400019642;1030000;;20240222--117578,88
3071522673;0004X00002635;1400019677;DZ;29/02/2024;29/02/2024;-114236,758;0004X00002635;1400019677;1030000;;20240229--114236,76
3059035479;0004X00002639;1400019681;DZ;26/02/2024;26/02/2024;-113195,08;0004X00002639;1400019681;1030000;;20240226--113195,08
3068522850;0004X00002668;1400019710;DZ;14/02/2024;14/02/2024;-111451,465;0004X00002668;1400019710;1030000;;20240214--111451,460
3071522673;0004X00002778;1400019820;DZ;27/03/2024;27/03/2024;-109388,575;0004X00002778;1400019820;1030000;;20240327--109388,58
3368626286;0004X00002672;1400019714;DZ;06/03/2024;06/03/2024;-108824,401;0004X00002672;1400019714;1030000;;20240306--108824,4
3066322124;0004X00002697;1400019739;DZ;07/03/2024;07/03/2024;-107570,452;0004X00002697;1400019739;1030000;;20240307--107570,45
3071522673;0004X00002446;1400019488;DZ;19/01/2024;19/01/2024;-100084,486;0004X00002446;1400019488;1030000;;20240119--100084,49
3371549760;0004X00002370;1400019412;DZ;17/01/2024;17/01/2024;-98657,694;0004X00002370;1400019412;1030000;;20240117--98657,69
3070965249;0004X00002474;1400019516;DZ;16/01/2024;16/01/2024;-93189,419;0004X00002474;1400019516;1030000;;20240116--93189,42
3368626286;0004X00002425;1400019467;DZ;18/01/2024;18/01/2024;-92961,069;0004X00002425;1400019467;1030000;;20240118--92961,07
