FECHA;REF.;LET.;SUC.;NUM.;DEBE;HABER;SALDO;CONCEPTO;EMPRESA;FECHA ENTREGA;ClaveCtaCtte
16/01/2024;FA;B;20;23364;20150;0;199388,928;FACTURACION DE SERVICIOS AL 16/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;miércoles, 17 de enero de 2024;20240116-20150
16/01/2024;FA;B;20;23365;70681,77;0;387293,505;FACTURACION DE SERVICIOS AL 16/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;miércoles, 17 de enero de 2024;20240116-70681,77
16/01/2024;FA;B;20;23367;118300;0;678360,694;FACTURACION DE SERVICIOS AL 29/12/2023;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;miércoles, 17 de enero de 2024;20240116-118300
16/01/2024;FA;B;20;23368;136370,79;0;814731,486;FACTURACION DE SERVICIOS AL 16/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;miércoles, 17 de enero de 2024;20240116-136370,79
16/01/2024;FA;B;20;23369;131300;0;946031,486;FACTURACION DE SERVICIOS AL 27/12/2023;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;miércoles, 17 de enero de 2024;20240116-131300
16/01/2024;FA;B;20;23370;140400;0;86431,486;FACTURACION DE SERVICIOS AL 26/12/2023;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;miércoles, 17 de enero de 2024;20240116-140400
16/01/2024;FA;B;20;23371;11440;0;233424,198;FACTURACION DE SERVICIOS AL 16/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;miércoles, 17 de enero de 2024;20240116-11440
16/01/2024;FA;B;20;23372;19750;0;321631,99;FACTURACION DE SERVICIOS AL 16/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;miércoles, 17 de enero de 2024;20240116-19750
16/01/2024;FA;B;20;23374;810161,67;0;208117,147;FACTURACION DE SERVICIOS AL 16/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;miércoles, 17 de enero de 2024;20240116-810161,67
16/01/2024;FA;B;20;23376;125989,54;0;430298,503;FACTURACION DE SERVICIOS AL 16/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;miércoles, 17 de enero de 2024;20240116-125989,54
16/01/2024;FA;B;20;23377;40696,62;0;470995,118;FACTURACION DE SERVICIOS AL 16/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;miércoles, 17 de enero de 2024;20240116-40696,62
16/01/2024;FA;B;20;23378;171484,95;0;672640,067;FACTURACION DE SERVICIOS AL 16/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;miércoles, 17 de enero de 2024;20240116-171484,95
16/01/2024;FA;B;20;23380;173213,86;0;253000,743;FACTURACION DE SERVICIOS AL 16/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;miércoles, 17 de enero de 2024;20240116-173213,86
16/01/2024;FA;B;20;23381;20015,36;0;273016,105;FACTURACION DE SERVICIOS AL 16/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;miércoles, 17 de enero de 2024;20240116-20015,36
16/01/2024;FA;B;20;23382;21150,48;0;294166,588;FACTURACION DE SERVICIOS AL 28/12/2023;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;miércoles, 17 de enero de 2024;20240116-21150,48
08/02/2024;FA;B;20;23532;582947,75;0;975098,114;FACTURACION DE SERVICIOS AL  8/02/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;viernes, 9 de febrero de 2024;20240208-582947,740
08/02/2024;FA;B;20;23533;428824,71;0;403922,819;FACTURACION DE SERVICIOS AL  8/02/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;viernes, 9 de febrero de 2024;20240208-428824,71
08/02/2024;FA;B;20;23534;400596,46;0;804519,282;FACTURACION DE SERVICIOS AL  8/02/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;viernes, 9 de febrero de 2024;20240208-400596,46
16/02/2024;FA;B;20;23561;139590,95;0;809018,435;FACTURACION DE SERVICIOS AL 31/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 19 de febrero de 2024;20240216-139590,95
16/02/2024;FA;B;20;23562;183717,65;0;992736,085;FACTURACION DE SERVICIOS AL 30/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 19 de febrero de 2024;20240216-183717,65
16/02/2024;FA;B;20;23563;143419,8;0;136155,885;FACTURACION DE SERVICIOS AL 29/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 19 de febrero de 2024;20240216-143419,8
16/02/2024;FA;B;20;23564;132600;0;268755,885;FACTURACION DE SERVICIOS AL 16/02/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 19 de febrero de 2024;20240216-132600
16/02/2024;FA;B;20;23565;150570,03;0;419325,911;FACTURACION DE SERVICIOS AL 27/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 19 de febrero de 2024;20240216-150570,03
19/02/2024;FA;B;20;23566;144300;0;563625,911;FACTURACION DE SERVICIOS AL 26/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 19 de febrero de 2024;20240219-144300
19/02/2024;FA;B;20;23567;88267,6;0;651893,511;FACTURACION DE SERVICIOS AL 19/02/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 19 de febrero de 2024;20240219-88267,6
19/02/2024;FA;B;20;23568;8970;0;660863,511;FACTURACION DE SERVICIOS AL 19/02/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 19 de febrero de 2024;20240219-8970
19/02/2024;FA;B;20;23569;55501,15;0;716364,665;FACTURACION DE SERVICIOS AL 19/02/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 19 de febrero de 2024;20240219-55501,15
19/02/2024;FA;B;20;23570;6310,67;0;722675,335;FACTURACION DE SERVICIOS AL  5/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 19 de febrero de 2024;20240219-6310,67
19/02/2024;FA;B;20;23572;10005,13;0;732680,463;FACTURACION DE SERVICIOS AL  4/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 19 de febrero de 2024;20240219-10005,13
19/02/2024;FA;B;20;23573;13436,77;0;746117,229;FACTURACION DE SERVICIOS AL  3/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 19 de febrero de 2024;20240219-13436,77
19/02/2024;FA;B;20;23574;11571,89;0;757689,119;FACTURACION DE SERVICIOS AL 19/02/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 19 de febrero de 2024;20240219-11571,89
19/02/2024;FA;B;20;23575;12350;0;770039,119;FACTURACION DE SERVICIOS AL 19/02/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 19 de febrero de 2024;20240219-12350
19/02/2024;FA;B;20;23577;15520;0;785559,119;FACTURACION DE SERVICIOS AL  2/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 19 de febrero de 2024;20240219-15520
19/02/2024;FA;B;20;23578;29744;0;815303,119;FACTURACION DE SERVICIOS AL  1/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 19 de febrero de 2024;20240219-29744
23/02/2024;FA;B;20;23709;39932,55;0;218480,155;FACTURACION DE SERVICIOS AL 23/02/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;viernes, 23 de febrero de 2024;20240223-39932,55
23/02/2024;FA;B;20;23710;159214,56;0;377694,711;FACTURACION DE SERVICIOS AL 28/01/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;viernes, 23 de febrero de 2024;20240223-159214,56
08/03/2024;FA;B;20;23729;116113,1;0;612225,862;FACTURACION DE SERVICIOS AL  8/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 11 de marzo de 2024;20240308-116113,1
08/03/2024;FA;B;20;23730;233863;0;846088,862;FACTURACION DE SERVICIOS AL  8/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 11 de marzo de 2024;20240308-233863
08/03/2024;FA;B;20;23731;139100;0;985188,862;FACTURACION DE SERVICIOS AL 29/02/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 11 de marzo de 2024;20240308-139100
08/03/2024;FA;B;20;23732;138347,65;0;123536,512;FACTURACION DE SERVICIOS AL  8/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 11 de marzo de 2024;20240308-138347,65
08/03/2024;FA;B;20;23733;137957,65;0;261494,162;FACTURACION DE SERVICIOS AL  8/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 11 de marzo de 2024;20240308-137957,65
08/03/2024;FA;B;20;23734;14690;0;276184,162;FACTURACION DE SERVICIOS AL  8/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 11 de marzo de 2024;20240308-14690
08/03/2024;FA;B;20;23736;41769;0;997946,681;FACTURACION DE SERVICIOS AL  8/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 11 de marzo de 2024;20240308-41769
08/03/2024;FA;B;20;23737;78884,25;0;76830,931;FACTURACION DE SERVICIOS AL  8/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 11 de marzo de 2024;20240308-78884,25
11/03/2024;FA;B;20;23738;116988,69;0;193819,62;FACTURACION DE SERVICIOS AL 11/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 11 de marzo de 2024;20240311-116988,69
11/03/2024;FA;B;20;23739;114016,07;0;307835,689;FACTURACION DE SERVICIOS AL 11/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 11 de marzo de 2024;20240311-114016,07
11/03/2024;FA;B;20;23740;45978,01;0;353813,701;FACTURACION DE SERVICIOS AL 11/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 11 de marzo de 2024;20240311-45978,01
11/03/2024;FA;B;20;23741;193289,34;0;547103,041;FACTURACION DE SERVICIOS AL 11/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 11 de marzo de 2024;20240311-193289,34
11/03/2024;FA;B;20;23742;600910,94;0;148013,982;FACTURACION DE SERVICIOS AL 11/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 11 de marzo de 2024;20240311-600910,94
15/03/2024;FA;B;20;23778;23920;0;282823,294;FACTURACION DE SERVICIOS AL  4/02/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 18 de marzo de 2024;20240315-23920
15/03/2024;FA;B;20;23779;12350;0;295173,294;FACTURACION DE SERVICIOS AL  3/02/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 18 de marzo de 2024;20240315-12350
15/03/2024;FA;B;20;23780;11571,89;0;306745,184;FACTURACION DE SERVICIOS AL  2/02/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 18 de marzo de 2024;20240315-11571,89
15/03/2024;FA;B;20;23781;10793,78;0;317538,964;FACTURACION DE SERVICIOS AL 15/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 18 de marzo de 2024;20240315-10793,78
15/03/2024;FA;B;20;23782;1316,4;0;318855,364;FACTURACION DE SERVICIOS AL 27/02/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 18 de marzo de 2024;20240315-1316,4
15/03/2024;FA;B;20;23783;1316,4;0;320171,764;FACTURACION DE SERVICIOS AL 15/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 18 de marzo de 2024;20240315-1316,4
15/03/2024;FA;B;20;23784;23725;0;343896,764;FACTURACION DE SERVICIOS AL  1/02/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 18 de marzo de 2024;20240315-23725
18/03/2024;FA;B;20;23786;24281,7;0;386682,998;FACTURACION DE SERVICIOS AL 18/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 18 de marzo de 2024;20240318-24281,7
18/03/2024;FA;B;20;23787;115104,6;0;386682,998;FACTURACION DE SERVICIOS AL 18/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 18 de marzo de 2024;20240318-115104,6
18/03/2024;FA;B;20;23788;290273,51;0;676956,506;FACTURACION DE SERVICIOS AL 18/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 18 de marzo de 2024;20240318-290273,51
18/03/2024;FA;B;20;23789;164421,63;0;841378,14;FACTURACION DE SERVICIOS AL 18/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 18 de marzo de 2024;20240318-164421,63
18/03/2024;FA;B;20;23790;330599,61;0;171977,75;FACTURACION DE SERVICIOS AL 18/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 18 de marzo de 2024;20240318-330599,61
18/03/2024;FA;B;20;23791;339705,23;0;511682,982;FACTURACION DE SERVICIOS AL 18/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 18 de marzo de 2024;20240318-339705,23
18/03/2024;FA;B;20;23792;194066,59;0;705749,57;FACTURACION DE SERVICIOS AL 18/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;lunes, 18 de marzo de 2024;20240318-194066,59
21/03/2024;FA;B;20;23822;751642,46;0;24847,872;FACTURACION DE SERVICIOS AL 21/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;viernes, 22 de marzo de 2024;20240321-751642,46
21/03/2024;FA;B;20;23823;101810,97;0;124554,139;FACTURACION DE SERVICIOS AL 21/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;viernes, 22 de marzo de 2024;20240321-101810,97
21/03/2024;FA;B;20;23824;275177,16;0;399731,298;FACTURACION DE SERVICIOS AL 21/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;viernes, 22 de marzo de 2024;20240321-275177,16
21/03/2024;FA;B;20;23825;67061,83;0;466793,126;FACTURACION DE SERVICIOS AL 21/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;viernes, 22 de marzo de 2024;20240321-67061,83
21/03/2024;FA;B;20;23826;125280,49;0;592073,612;FACTURACION DE SERVICIOS AL 21/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;viernes, 22 de marzo de 2024;20240321-125280,49
21/03/2024;FA;B;20;23827;214295,19;0;806368,803;FACTURACION DE SERVICIOS AL 21/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;viernes, 22 de marzo de 2024;20240321-214295,19
21/03/2024;FA;B;20;23828;14072,9;0;820441,707;FACTURACION DE SERVICIOS AL 21/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;viernes, 22 de marzo de 2024;20240321-14072,9
21/03/2024;FA;B;20;23833;120388,42;0;960713,083;FACTURACION DE SERVICIOS AL 21/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;martes, 26 de marzo de 2024;20240321-120388,41
21/03/2024;FA;B;20;23832;179599,21;0;140312,291;FACTURACION DE SERVICIOS AL 28/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;martes, 26 de marzo de 2024;20240321-179599,21
21/03/2024;FA;B;20;23831;159987,25;0;300299,537;FACTURACION DE SERVICIOS AL 28/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;martes, 26 de marzo de 2024;20240321-159987,25
21/03/2024;FA;B;20;23830;112273,48;0;412573,012;FACTURACION DE SERVICIOS AL 28/03/2024;46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;martes, 26 de marzo de 2024;20240321-112273,48
02/01/2024;FA;B;20;23324;4755,75;0;109610,737;FACTURACION DE SERVICIOS AL 26/12/2023;113 SWISS MEDICAL ART S.A.;miércoles, 10 de enero de 2024;20240102-4755,75
11/01/2024;FA;B;20;23347;26100;0;290942,276;FACTURACION DE SERVICIOS AL 28/11/2023;157 COBERTURA MÉDICO DEPORTIV A S.R.L.;jueves, 18 de enero de 2024;20240111-26100
15/01/2024;FA;B;20;23348;5225;0;407931,502;FACTURACION DE SERVICIOS AL 26/12/2023;3 I.O.S.F.A.;miércoles, 17 de enero de 2024;20240115-5225
15/01/2024;FA;B;20;23349;329134,51;0;737066,01;FACTURACION DE SERVICIOS AL 25/12/2023;3 I.O.S.F.A.;miércoles, 17 de enero de 2024;20240115-329134,51
15/01/2024;FA;B;20;23350;259407,43;0;996473,441;FACTURACION DE SERVICIOS AL 29/12/2023;3 I.O.S.F.A.;miércoles, 17 de enero de 2024;20240115-259407,43
15/01/2024;FA;B;20;23351;1934877,51;0;931350,948;FACTURACION DE SERVICIOS AL 27/12/2023;3 I.O.S.F.A.;miércoles, 17 de enero de 2024;20240115-1934877,51
15/01/2024;FA;B;20;23352;876937,86;0;836067,167;FACTURACION DE SERVICIOS AL  1/01/2024;113 SWISS MEDICAL ART S.A.;lunes, 29 de enero de 2024;20240115-876937,86
15/01/2024;FA;B;20;23355;293035,84;0;12238,327;FACTURACION DE SERVICIOS AL 15/12/2023;94 LA SEGUNDA ART S.A.;lunes, 22 de enero de 2024;20240115-293035,84
16/01/2024;FA;B;20;23356;154171,17;0;559459,256;FACTURACION DE SERVICIOS AL 28/12/2023;3 I.O.S.F.A.;miércoles, 17 de enero de 2024;20240116-154171,17
16/01/2024;FA;B;20;23357;2061362,97;0;620822,222;FACTURACION DE SERVICIOS AL 28/12/2023;3 I.O.S.F.A.;miércoles, 17 de enero de 2024;20240116-2061362,97
16/01/2024;FA;B;20;23366;171532,19;0;558825,694;FACTURACION DE SERVICIOS AL 28/12/2023;122 JERARQUICOS SALUD (3265);lunes, 22 de enero de 2024;20240116-171532,19
16/01/2024;FA;B;20;23373;76323,49;0;397955,478;FACTURACION DE SERVICIOS AL 28/12/2023;151 O.S. C.T.C.P. - (UTA);martes, 23 de enero de 2024;20240116-76323,49
16/01/2024;FA;B;20;23375;96191,82;0;304308,962;FACTURACION DE SERVICIOS AL 28/12/2023;153 O.S. PERSONAL INDUSTRIA DE LA MADERA;martes, 23 de enero de 2024;20240116-96191,82
16/01/2024;FA;B;20;23379;2407146,82;0;79786,882;FACTURACION DE SERVICIOS AL 28/12/2023;144 ASOCIACION MUTUAL SANCOR116190;jueves, 25 de enero de 2024;20240116-2407146,81
16/01/2024;FA;B;20;23383;1183230,68;0;477397,268;FACTURACION DE SERVICIOS AL 28/12/2023;151 O.S. C.T.C.P. - (UTA);martes, 23 de enero de 2024;20240116-1183230,68
16/01/2024;FA;B;20;23385;2470;0;553118,758;FACTURACION DE SERVICIOS AL 28/12/2023;29 CONFERENCIA EPISCOPAL ARGENTINA -ASOC.;jueves, 25 de enero de 2024;20240116-2470
16/01/2024;FA;B;20;23386;228995,87;0;825791,914;FACTURACION DE SERVICIOS AL 28/12/2023;7 O.S. SERVICIOS SOCIALES BANCARIOS;jueves, 25 de enero de 2024;20240116-228995,87
16/01/2024;FA;B;20;23387;16148,07;0;841939,981;FACTURACION DE SERVICIOS AL 28/12/2023;156 D.A.S.U.TE.N.;jueves, 25 de enero de 2024;20240116-16148,07
17/01/2024;FA;B;20;23388;3645530,31;0;498842,328;FACTURACION DE SERVICIOS AL 28/12/2023;144 ASOCIACION MUTUAL SANCOR116190;jueves, 25 de enero de 2024;20240117-3645530,31
17/01/2024;FA;B;20;23389;113195,08;0;612037,408;FACTURACION DE SERVICIOS AL 25/12/2023;144 ASOCIACION MUTUAL SANCOR116190;jueves, 25 de enero de 2024;20240117-113195,08
17/01/2024;FA;B;20;23390;8353,71;0;635060,331;FACTURACION DE SERVICIOS AL 28/12/2023;45 O.S. P.F. (PERSONAL DE FARMACIA);jueves, 25 de enero de 2024;20240117-8353,71
17/01/2024;FA;B;20;23391;22746,71;0;662234,32;FACTURACION DE SERVICIOS AL 28/12/2023;58 O.S. PORTUARIOS ARGENTINOS;jueves, 25 de enero de 2024;20240117-22746,71
17/01/2024;FA;B;20;23392;5980;0;668214,32;FACTURACION DE SERVICIOS AL 28/12/2023;116 O.S. PERSONAL INDUSTRIA TEXTIL;jueves, 25 de enero de 2024;20240117-5980
17/01/2024;FA;B;20;23393;486508,44;0;154722,757;FACTURACION DE SERVICIOS AL 28/12/2023;25 O.S DEL PODER JUDICIAL (0375);viernes, 26 de enero de 2024;20240117-486508,44
17/01/2024;FA;B;20;23394;5294,37;0;160017,127;FACTURACION DE SERVICIOS AL 29/12/2023;25 O.S DEL PODER JUDICIAL (0375);viernes, 26 de enero de 2024;20240117-5294,37
17/01/2024;FA;B;20;23395;2847,6;0;162864,727;FACTURACION DE SERVICIOS AL 28/12/2023;540 O.S. CAMIONEROS;miércoles, 17 de enero de 2024;20240117-2847,6
17/01/2024;FA;B;20;23396;399230,46;0;562095,191;FACTURACION DE SERVICIOS AL 28/12/2023;10 SUPERINT.DE BIENESTAR. POL.FEDERAL ARGEN;miércoles, 17 de enero de 2024;20240117-399230,46
17/01/2024;FA;B;20;23397;16224;0;578319,191;FACTURACION DE SERVICIOS AL 29/12/2023;10 SUPERINT.DE BIENESTAR. POL.FEDERAL ARGEN;miércoles, 17 de enero de 2024;20240117-16224
17/01/2024;FA;B;20;23398;273378,19;0;971636,874;FACTURACION DE SERVICIOS AL 28/12/2023;1 O.S. P.SANIDAD ARGENTINA;lunes, 22 de enero de 2024;20240117-273378,19
17/01/2024;FA;B;20;23399;496584,75;0;47137,022;FACTURACION DE SERVICIOS AL 28/12/2023;133 O.S. P.E.D.Y C.;jueves, 25 de enero de 2024;20240117-496584,75
17/01/2024;FA;B;20;23402;236719,65;0;664656,67;FACTURACION DE SERVICIOS AL 28/12/2023;18 O.S. P.T.V (PERSONAL DE TELEVISIÓN);miércoles, 24 de enero de 2024;20240117-236719,65
18/01/2024;FA;B;20;23403;27156,37;0;889345,995;FACTURACION DE SERVICIOS AL 18/01/2024;613 H.R.R.G. - HOSPITAL REGIONAL RIO GRANDE;lunes, 22 de enero de 2024;20240118-27156,37
18/01/2024;FA;B;20;23404;97009,09;0;257333,988;FACTURACION DE SERVICIOS AL 28/12/2023;154 OSTPCPH Y ARA (PASTELEROS);jueves, 25 de enero de 2024;20240118-97009,09
18/01/2024;FA;B;20;23405;559439,12;0;816773,109;FACTURACION DE SERVICIOS AL 28/12/2023;73 O.S. D.O.P.  (MAESTROS PRIVADOS);jueves, 25 de enero de 2024;20240118-559439,12
18/01/2024;FA;B;20;23406;576679,91;0;462939,603;FACTURACION DE SERVICIOS AL 28/12/2023;24 O.S. DEL P.LNDUSTRIA DEL  PLÁSTICO;jueves, 25 de enero de 2024;20240118-576679,91
22/01/2024;FA;B;20;23465;45838,48;0;985991,709;FACTURACION DE SERVICIOS AL 28/02/2024;25 O.S DEL PODER JUDICIAL (0375);miércoles, 31 de enero de 2024;20240122-45838,48
22/01/2024;FA;B;20;23467;39972,2;0;35529,909;FACTURACION DE SERVICIOS AL 28/02/2024;25 O.S DEL PODER JUDICIAL (0375);miércoles, 31 de enero de 2024;20240122-39972,2
24/01/2024;FA;B;20;23492;159900;0;855382,209;FACTURACION DE SERVICIOS AL 24/01/2024;3 I.O.S.F.A.;miércoles, 24 de enero de 2024;20240124-159900
24/01/2024;FA;B;20;23493;159900;0;15282,209;FACTURACION DE SERVICIOS AL 23/01/2024;3 I.O.S.F.A.;miércoles, 24 de enero de 2024;20240124-159900
24/01/2024;FA;B;20;23497;49170,29;0;687682,047;FACTURACION DE SERVICIOS AL 24/01/2024;6 H.R.U - HOSPITAL REGIONAL USHUAIA;jueves, 25 de enero de 2024;20240124-49170,29
25/01/2024;FA;B;20;23500;110944,63;0;-82510,556;FACTURACION DE SERVICIOS AL 25/01/2024;113 SWISS MEDICAL ART S.A.;viernes, 2 de febrero de 2024;20240125-110944,63
25/01/2024;FA;B;20;23509;1930,83;0;174495,655;FACTURACION DE SERVICIOS AL  1/12/2023;145 GALENO ART S.A.;lunes, 5 de febrero de 2024;20240125-1930,83
25/01/2024;FA;B;20;23510;5590;0;180085,655;FACTURACION DE SERVICIOS AL  2/12/2023;145 GALENO ART S.A.;lunes, 5 de febrero de 2024;20240125-5590
25/01/2024;FA;B;20;23511;41990;0;222075,655;FACTURACION DE SERVICIOS AL  3/12/2023;145 GALENO ART S.A.;lunes, 5 de febrero de 2024;20240125-41990
25/01/2024;FA;B;20;23512;11050;0;233125,655;FACTURACION DE SERVICIOS AL  4/12/2023;145 GALENO ART S.A.;lunes, 5 de febrero de 2024;20240125-11050
26/01/2024;FA;B;20;23513;7243,65;0;240369,308;FACTURACION DE SERVICIOS AL  5/12/2023;145 GALENO ART S.A.;lunes, 5 de febrero de 2024;20240126-7243,65
29/01/2024;FA;B;20;23516;17485;0;204083,422;FACTURACION DE SERVICIOS AL  1/12/2023;112 BERKLEY INTERNATIONAL ART SA;lunes, 5 de febrero de 2024;20240129-17485
29/01/2024;FA;B;20;23517;3387,28;0;207470,702;FACTURACION DE SERVICIOS AL  2/12/2023;112 BERKLEY INTERNATIONAL ART SA;lunes, 5 de febrero de 2024;20240129-3387,28
29/01/2024;FA;B;20;23518;3127,28;0;210597,982;FACTURACION DE SERVICIOS AL  3/12/2023;112 BERKLEY INTERNATIONAL ART SA;lunes, 5 de febrero de 2024;20240129-3127,28
08/02/2024;FA;B;20;23529;69789;0;967720,302;FACTURACION DE SERVICIOS AL 20/01/2024;3 I.O.S.F.A.;jueves, 8 de febrero de 2024;20240208-69789
08/02/2024;FA;B;20;23530;414061,77;0;372873,673;FACTURACION DE SERVICIOS AL  6/02/2024;113 SWISS MEDICAL ART S.A.;jueves, 29 de febrero de 2024;20240208-414061,77
08/02/2024;FA;B;20;23531;49170,29;0;759243,261;FACTURACION DE SERVICIOS AL 28/01/2024;6 H.R.U - HOSPITAL REGIONAL USHUAIA;viernes, 9 de febrero de 2024;20240208-49170,29
08/02/2024;FA;B;20;23535;203332;0;7851,278;FACTURACION DE SERVICIOS AL 28/01/2024;113 SWISS MEDICAL ART S.A.;jueves, 29 de febrero de 2024;20240208-203332
08/02/2024;FA;B;20;23536;41148,65;0;48999,932;FACTURACION DE SERVICIOS AL 29/01/2024;145 GALENO ART S.A.;viernes, 16 de febrero de 2024;20240208-41148,65
08/02/2024;FA;B;20;23537;55369,69;0;104369,62;FACTURACION DE SERVICIOS AL 29/01/2024;145 GALENO ART S.A.;viernes, 16 de febrero de 2024;20240208-55369,69
08/02/2024;FA;B;20;23538;197204,42;0;301574,041;FACTURACION DE SERVICIOS AL 28/01/2024;145 GALENO ART S.A.;viernes, 16 de febrero de 2024;20240208-197204,42
14/02/2024;FA;B;20;23547;2364439,74;0;807527,784;FACTURACION DE SERVICIOS AL 14/02/2024;144 ASOCIACION MUTUAL SANCOR116190;jueves, 22 de febrero de 2024;20240214-2364439,74
14/02/2024;FA;B;20;23548;1945185,4;0;658683,314;FACTURACION DE SERVICIOS AL 25/01/2024;144 ASOCIACION MUTUAL SANCOR116190;jueves, 22 de febrero de 2024;20240214-1945185,4
