FECHA,TIPO DE DOCUMENTO,TIPO DE FACTURA,NUMERO DE SUCURSAL,NUMERO DE FACTURA,IVA,DEBE,HABER,PAGOS,SALDO,CONCEPTO,COMENTARIO,EMPRESA,FECHA ENTREGA
"martes, 12 de marzo de 2024",FA,A,20,13644,0,"3326,684",0,0,"163891,867",FACTURACION DE SERVICIOS AL 29/02/2024,,103 CLINICA DEL VALLE SALUD S.R.L.,"miércoles, 20 de marzo de 2024"
"martes, 12 de marzo de 2024",FA,A,20,13645,0,"2753,561",0,0,"166645,428",FACTURACION DE SERVICIOS AL 28/02/2024,,103 CLINICA DEL VALLE SALUD S.R.L.,"miércoles, 20 de marzo de 2024"
"martes, 12 de marzo de 2024",FA,A,20,13646,0,"5735,901",0,0,"172381,329",FACTURACION DE SERVICIOS AL 28/02/2024,,103 CLINICA DEL VALLE SALUD S.R.L.,"miércoles, 20 de marzo de 2024"
"martes, 12 de marzo de 2024",FA,A,20,13647,0,"3598,998",0,0,"175980,327",FACTURACION DE SERVICIOS AL 28/02/2024,,103 CLINICA DEL VALLE SALUD S.R.L.,"miércoles, 20 de marzo de 2024"
"martes, 12 de marzo de 2024",FA,A,20,13648,0,"1101,43",0,0,"476260,381",FACTURACION DE SERVICIOS AL 28/02/2024,,57 SWISS MEDICAL S.A.,"martes, 19 de marzo de 2024"
"martes, 12 de marzo de 2024",FA,A,20,13649,0,"49282,48",0,0,"571080,344",FACTURACION DE SERVICIOS AL 28/02/2024,,39 O.S. S.E.G - OBRA SOCIAL DE SEGUROS,"jueves, 21 de marzo de 2024"
"martes, 12 de marzo de 2024",FA,A,20,13650,0,21450,0,0,"768997,989",FACTURACION DE SERVICIOS AL 28/02/2024,,62 RED ARGENTINA DE SALUD CONSORCIO DE COOP,"lunes, 25 de marzo de 2024"
"martes, 12 de marzo de 2024",FA,A,20,13651,0,"29471,653",0,0,"798469,642",FACTURACION DE SERVICIOS AL 28/02/2024,,23 AVALIAN SALUD Y BIENESTAR COOPERATIVA LT,"lunes, 25 de marzo de 2024"
"miércoles, 13 de marzo de 2024",FA,A,20,13652,0,"1298,217",0,0,"101688,37",FACTURACION DE SERVICIOS AL 28/02/2024,,41 UNO SALUD S.A.,"viernes, 22 de marzo de 2024"
"miércoles, 13 de marzo de 2024",FA,A,20,13653,0,"17520,847",0,0,"165133,422",FACTURACION DE SERVICIOS AL 29/02/2024,,47 MEDICUS S.A.,"lunes, 25 de marzo de 2024"
"jueves, 14 de marzo de 2024",FA,A,20,13658,0,"606482,848",0,0,"748792,662",FACTURACION DE SERVICIOS AL 28/02/2024,,13 O.S. M.A.T.A.,"jueves, 21 de marzo de 2024"
"jueves, 14 de marzo de 2024",FA,A,20,13659,0,1950,0,0,"750742,662",FACTURACION DE SERVICIOS AL 26/02/2024,,13 O.S. M.A.T.A.,"jueves, 21 de marzo de 2024"
"jueves, 14 de marzo de 2024",FA,A,20,13661,0,"224888,213",0,0,"-36379,825",FACTURACION DE SERVICIOS AL 28/02/2024,,8 O.S. PE. CON.  (CONSTRUCCION),"lunes, 25 de marzo de 2024"
"jueves, 14 de marzo de 2024",FA,A,20,13662,0,"5775,375",0,0,"711535,741",FACTURACION DE SERVICIOS AL 29/02/2024,,43 MEDIFE ASOCIACION CIVIL,"jueves, 21 de marzo de 2024"
"jueves, 14 de marzo de 2024",FA,A,20,13663,0,"48968,186",0,0,"321911,351",FACTURACION DE SERVICIOS AL 28/02/2024,,31 O.S. F.A.T.L.Y.F. (Luz  y Fuerza),"lunes, 25 de marzo de 2024"
"martes, 19 de marzo de 2024",FA,A,20,13675,0,"84701,137",0,0,"-51984,902",FACTURACION DE SERVICIOS AL 28/02/2024,,8 O.S. PE. CON.  (CONSTRUCCION),"lunes, 25 de marzo de 2024"
"martes, 19 de marzo de 2024",FA,A,20,13676,0,"25856,284",0,0,"217322,891",FACTURACION DE SERVICIOS AL 28/02/2024,,13 O.S. M.A.T.A.,"lunes, 25 de marzo de 2024"
"martes, 19 de marzo de 2024",FA,A,20,13677,0,"20027,13",0,0,"751113,833",FACTURACION DE SERVICIOS AL 28/02/2024,,139 O.S. D.E.P.Y M.,"lunes, 25 de marzo de 2024"
"martes, 19 de marzo de 2024",FA,A,20,13678,0,15470,0,0,"976445,627",FACTURACION DE SERVICIOS AL  1/02/2024,,164 FEDERACIÓN PATRONAL SEGUROS S.A. ART,"lunes, 25 de marzo de 2024"
"martes, 19 de marzo de 2024",FA,A,20,13679,0,15405,0,0,"991850,627",FACTURACION DE SERVICIOS AL  2/02/2024,,164 FEDERACIÓN PATRONAL SEGUROS S.A. ART,"lunes, 25 de marzo de 2024"
"martes, 19 de marzo de 2024",FA,A,20,13680,0,4745,0,0,"966491,061",FACTURACION DE SERVICIOS AL  3/02/2024,,164 FEDERACIÓN PATRONAL SEGUROS S.A. ART,"lunes, 25 de marzo de 2024"
"martes, 19 de marzo de 2024",FA,A,20,13681,0,7215,0,0,"972446,782",FACTURACION DE SERVICIOS AL  4/02/2024,,164 FEDERACIÓN PATRONAL SEGUROS S.A. ART,"lunes, 25 de marzo de 2024"
"martes, 19 de marzo de 2024",FA,A,20,13682,0,2470,0,0,"974916,782",FACTURACION DE SERVICIOS AL  5/02/2024,,164 FEDERACIÓN PATRONAL SEGUROS S.A. ART,"lunes, 25 de marzo de 2024"
"martes, 19 de marzo de 2024",FA,A,20,13683,0,2015,0,0,"976931,782",FACTURACION DE SERVICIOS AL  6/02/2024,,164 FEDERACIÓN PATRONAL SEGUROS S.A. ART,"lunes, 25 de marzo de 2024"
"martes, 19 de marzo de 2024",FA,A,20,13684,0,1235,0,0,"956515,444",FACTURACION DE SERVICIOS AL  8/02/2024,,164 FEDERACIÓN PATRONAL SEGUROS S.A. ART,"lunes, 25 de marzo de 2024"
"martes, 19 de marzo de 2024",FA,A,20,13685,0,8320,0,0,"955777,86",FACTURACION DE SERVICIOS AL  1/02/2024,,148 RIO VARADERO S.A.,"lunes, 25 de marzo de 2024"
"martes, 19 de marzo de 2024",FA,A,20,13686,0,"3387,28",0,0,"959165,14",FACTURACION DE SERVICIOS AL  2/02/2024,,148 RIO VARADERO S.A.,"lunes, 25 de marzo de 2024"
"martes, 19 de marzo de 2024",FA,A,20,13687,0,10140,0,0,"839815,562",FACTURACION DE SERVICIOS AL  3/02/2024,,148 RIO VARADERO S.A.,"lunes, 25 de marzo de 2024"
"martes, 19 de marzo de 2024",FA,A,20,13688,0,10920,0,0,"850735,562",FACTURACION DE SERVICIOS AL  4/02/2024,,148 RIO VARADERO S.A.,"lunes, 25 de marzo de 2024"
"martes, 19 de marzo de 2024",FA,A,20,13689,0,2470,0,0,"853205,562",FACTURACION DE SERVICIOS AL  5/02/2024,,148 RIO VARADERO S.A.,"lunes, 25 de marzo de 2024"
"martes, 19 de marzo de 2024",FA,A,20,13690,0,"6494,61",0,0,"859700,172",FACTURACION DE SERVICIOS AL  6/02/2024,,148 RIO VARADERO S.A.,"lunes, 25 de marzo de 2024"
"viernes, 22 de marzo de 2024",FA,A,20,13695,0,"1148147,405",0,0,"716171,559",FACTURACION DE SERVICIOS AL 28/02/2024,,15 MEDLINK SA,"viernes, 22 de marzo de 2024"
"viernes, 22 de marzo de 2024",FA,A,20,13696,0,"228236,006",0,0,"944407,565",FACTURACION DE SERVICIOS AL 28/02/2024,,15 MEDLINK SA,"viernes, 22 de marzo de 2024"
"lunes, 25 de marzo de 2024",FA,A,20,13698,0,"10911,269",0,0,"745852,283",REFACTURACION PARCIAL SOBRE FC A-97-1154,,22 O.S. D.E.,"lunes, 25 de marzo de 2024"
"lunes, 25 de marzo de 2024",FA,A,20,13699,0,"21485,268",0,0,"767337,551",REFACTURACION PARCIAL SOBRE FC A-97-1156,,22 O.S. D.E.,"lunes, 25 de marzo de 2024"
"lunes, 25 de marzo de 2024",FA,A,20,13700,0,"24112,822",0,0,"791450,373",REFACTURACION PARCIAL SOBRE FC A-97-1157,,22 O.S. D.E.,"lunes, 25 de marzo de 2024"
"martes, 2 de enero de 2024",FA,A,20,13231,0,"69317,83",0,0,"234504,708",FACTURACION DE SERVICIOS AL  2/12/2023,,199 PAX & CREW S.R.L.,"jueves, 4 de enero de 2024"
"martes, 2 de enero de 2024",FA,A,20,13232,0,"9988,16",0,0,"244492,868",FACTURACION DE SERVICIOS AL  3/12/2023,,199 PAX & CREW S.R.L.,"jueves, 4 de enero de 2024"
"martes, 2 de enero de 2024",FA,A,20,13233,0,"9988,16",0,0,"254481,028",FACTURACION DE SERVICIOS AL  1/01/2024,,199 PAX & CREW S.R.L.,"jueves, 4 de enero de 2024"
"miércoles, 3 de enero de 2024",FA,A,20,13244,0,"421486,811",0,0,"999945,913",FACTURACION DE SERVICIOS AL 28/12/2023,,199 PAX & CREW S.R.L.,"jueves, 4 de enero de 2024"
"jueves, 4 de enero de 2024",FA,A,20,13252,0,"1903567,893",0,0,"862224,556",FACTURACION DE SERVICIOS AL 28/01/2024,,199 PAX & CREW S.R.L.,"jueves, 4 de enero de 2024"
"viernes, 5 de enero de 2024",FA,A,20,13257,0,"59329,67",0,0,"384624,972",FACTURACION DE SERVICIOS AL  1/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 10 de enero de 2024"
"lunes, 8 de enero de 2024",FA,A,20,13259,0,"58492,668",0,0,"242665,593",FACTURACION DE SERVICIOS AL  1/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 10 de enero de 2024"
"lunes, 8 de enero de 2024",FA,A,20,13260,0,"62376,065",0,0,"305041,658",FACTURACION DE SERVICIOS AL  2/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 10 de enero de 2024"
"martes, 9 de enero de 2024",FA,A,20,13266,0,"51877,888",0,0,"27698,694",FACTURACION DE SERVICIOS AL  1/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 10 de enero de 2024"
"martes, 9 de enero de 2024",FA,A,20,13267,0,"80904,096",0,0,"108602,79",FACTURACION DE SERVICIOS AL  2/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 10 de enero de 2024"
"martes, 9 de enero de 2024",FA,A,20,13268,0,"151138,809",0,0,"259741,599",FACTURACION DE SERVICIOS AL  9/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 10 de enero de 2024"
"martes, 9 de enero de 2024",FA,A,20,13269,0,"812053,823",0,0,"71795,422",FACTURACION DE SERVICIOS AL 28/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 10 de enero de 2024"
"jueves, 11 de enero de 2024",FA,A,20,13275,0,"11985,792",0,0,"879917,411",FACTURACION DE SERVICIOS AL  4/01/2024,,199 PAX & CREW S.R.L.,"viernes, 12 de enero de 2024"
"jueves, 11 de enero de 2024",FA,A,20,13276,0,"18478,096",0,0,"898395,507",FACTURACION DE SERVICIOS AL  5/01/2024,,199 PAX & CREW S.R.L.,"viernes, 12 de enero de 2024"
"jueves, 11 de enero de 2024",FA,A,20,13277,0,"41431,689",0,0,"939827,196",FACTURACION DE SERVICIOS AL  2/01/2024,,199 PAX & CREW S.R.L.,"viernes, 12 de enero de 2024"
"jueves, 11 de enero de 2024",FA,A,20,13278,0,"18179,151",0,0,"958006,347",FACTURACION DE SERVICIOS AL  1/01/2024,,199 PAX & CREW S.R.L.,"viernes, 12 de enero de 2024"
"jueves, 11 de enero de 2024",FA,A,20,13279,0,"262336,167",0,0,"220342,514",FACTURACION DE SERVICIOS AL 28/01/2024,,199 PAX & CREW S.R.L.,"viernes, 12 de enero de 2024"
"viernes, 12 de enero de 2024",FA,A,20,13299,0,"80904,096",0,0,"1473,544",FACTURACION DE SERVICIOS AL  2/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 17 de enero de 2024"
"viernes, 12 de enero de 2024",FA,A,20,13300,0,"54969,838",0,0,"56443,382",FACTURACION DE SERVICIOS AL  1/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 17 de enero de 2024"
"lunes, 15 de enero de 2024",FA,A,20,13307,0,"11985,792",0,0,"95925,544",FACTURACION DE SERVICIOS AL  1/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 17 de enero de 2024"
"lunes, 15 de enero de 2024",FA,A,20,13308,0,"9988,16",0,0,"105913,704",FACTURACION DE SERVICIOS AL  2/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 17 de enero de 2024"
"lunes, 15 de enero de 2024",FA,A,20,13309,0,"59269,345",0,0,"165183,049",FACTURACION DE SERVICIOS AL  3/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 17 de enero de 2024"
"lunes, 15 de enero de 2024",FA,A,20,13310,0,"58465,694",0,0,"223648,743",FACTURACION DE SERVICIOS AL  4/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 17 de enero de 2024"
"lunes, 15 de enero de 2024",FA,A,20,13311,0,"37436,425",0,0,"261085,168",FACTURACION DE SERVICIOS AL  5/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 17 de enero de 2024"
"lunes, 15 de enero de 2024",FA,A,20,13312,0,"13484,016",0,0,"274569,184",FACTURACION DE SERVICIOS AL  6/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 17 de enero de 2024"
"lunes, 15 de enero de 2024",FA,A,20,13313,0,"65243,467",0,0,"339812,651",FACTURACION DE SERVICIOS AL  7/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 17 de enero de 2024"
"lunes, 15 de enero de 2024",FA,A,20,13314,0,"62893,851",0,0,"402706,502",FACTURACION DE SERVICIOS AL  8/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 17 de enero de 2024"
"martes, 16 de enero de 2024",FA,A,20,13315,0,"1167049,9",0,0,"264318,287",FACTURACION DE SERVICIOS AL 28/12/2023,,199 PAX & CREW S.R.L.,"miércoles, 17 de enero de 2024"
"martes, 16 de enero de 2024",FA,A,20,13316,0,"140969,796",0,0,"405288,083",FACTURACION DE SERVICIOS AL 16/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 17 de enero de 2024"
"miércoles, 17 de enero de 2024",FA,A,20,13338,0,"80904,096",0,0,"810961,597",FACTURACION DE SERVICIOS AL  2/01/2024,,199 PAX & CREW S.R.L.,"viernes, 19 de enero de 2024"
"miércoles, 17 de enero de 2024",FA,A,20,13339,0,"11985,792",0,0,"822947,389",FACTURACION DE SERVICIOS AL  1/01/2024,,199 PAX & CREW S.R.L.,"viernes, 19 de enero de 2024"
"miércoles, 17 de enero de 2024",FA,A,20,13340,0,"106373,904",0,0,"929321,293",FACTURACION DE SERVICIOS AL  4/01/2024,,199 PAX & CREW S.R.L.,"viernes, 19 de enero de 2024"
"miércoles, 17 de enero de 2024",FA,A,20,13342,0,"60879,383",0,0,"992789,607",FACTURACION DE SERVICIOS AL  3/01/2024,,199 PAX & CREW S.R.L.,"viernes, 19 de enero de 2024"
"miércoles, 17 de enero de 2024",FA,A,20,13343,0,"741521,215",0,0,"734310,822",FACTURACION DE SERVICIOS AL 17/01/2024,,199 PAX & CREW S.R.L.,"viernes, 19 de enero de 2024"
"jueves, 18 de enero de 2024",FA,A,20,13349,0,"11985,792",0,0,"414244,204",FACTURACION DE SERVICIOS AL  1/01/2024,,199 PAX & CREW S.R.L.,"viernes, 19 de enero de 2024"
"jueves, 18 de enero de 2024",FA,A,20,13350,0,"11985,792",0,0,"426229,996",FACTURACION DE SERVICIOS AL  2/01/2024,,199 PAX & CREW S.R.L.,"viernes, 19 de enero de 2024"
"viernes, 19 de enero de 2024",FA,A,20,13357,0,"71315,462",0,0,"624162,253",FACTURACION DE SERVICIOS AL  1/01/2024,,199 PAX & CREW S.R.L.,"viernes, 26 de enero de 2024"
"viernes, 19 de enero de 2024",FA,A,20,13358,0,"9988,16",0,0,"591475,414",FACTURACION DE SERVICIOS AL  2/01/2024,,199 PAX & CREW S.R.L.,"viernes, 26 de enero de 2024"
"lunes, 22 de enero de 2024",FA,A,20,13362,0,"255816,602",0,0,"429022,881",FACTURACION DE SERVICIOS AL 22/01/2024,,199 PAX & CREW S.R.L.,"viernes, 26 de enero de 2024"
"lunes, 22 de enero de 2024",FA,A,20,13363,0,"548271,556",0,0,"977294,437",FACTURACION DE SERVICIOS AL 22/01/2024,,199 PAX & CREW S.R.L.,"viernes, 26 de enero de 2024"
"lunes, 22 de enero de 2024",FA,A,20,13364,0,"236433,204",0,0,"213727,641",FACTURACION DE SERVICIOS AL 22/01/2024,,199 PAX & CREW S.R.L.,"viernes, 26 de enero de 2024"
"lunes, 22 de enero de 2024",FA,A,20,13365,0,"186714,643",0,0,"400442,284",FACTURACION DE SERVICIOS AL 28/01/2024,,199 PAX & CREW S.R.L.,"viernes, 26 de enero de 2024"
"lunes, 22 de enero de 2024",FA,A,20,13366,0,"11985,792",0,0,"472098,076",FACTURACION DE SERVICIOS AL  1/01/2024,,199 PAX & CREW S.R.L.,"viernes, 26 de enero de 2024"
"lunes, 22 de enero de 2024",FA,A,20,13367,0,"95886,336",0,0,"567984,412",FACTURACION DE SERVICIOS AL  2/01/2024,,199 PAX & CREW S.R.L.,"viernes, 26 de enero de 2024"
"lunes, 22 de enero de 2024",FA,A,20,13368,0,"28167,311",0,0,"596151,723",FACTURACION DE SERVICIOS AL  3/01/2024,,199 PAX & CREW S.R.L.,"viernes, 26 de enero de 2024"
"lunes, 22 de enero de 2024",FA,A,20,13369,0,"16480,464",0,0,"612632,187",FACTURACION DE SERVICIOS AL  4/01/2024,,199 PAX & CREW S.R.L.,"viernes, 26 de enero de 2024"
"lunes, 22 de enero de 2024",FA,A,20,13370,0,"9988,16",0,0,"622620,347",FACTURACION DE SERVICIOS AL  5/01/2024,,199 PAX & CREW S.R.L.,"viernes, 26 de enero de 2024"
"miércoles, 24 de enero de 2024",FA,A,20,13376,0,"87128,196",0,0,"100557,905",FACTURACION DE SERVICIOS AL 24/01/2024,,199 PAX & CREW S.R.L.,"jueves, 1 de febrero de 2024"
"miércoles, 24 de enero de 2024",FA,A,20,13377,0,"335690,161",0,0,"436248,066",FACTURACION DE SERVICIOS AL 24/01/2024,,199 PAX & CREW S.R.L.,"jueves, 1 de febrero de 2024"
"miércoles, 24 de enero de 2024",FA,A,20,13378,0,"1028125,49",0,0,"464373,556",FACTURACION DE SERVICIOS AL 28/01/2024,,199 PAX & CREW S.R.L.,"jueves, 1 de febrero de 2024"
"jueves, 25 de enero de 2024",FA,A,20,13380,0,"96955,068",0,0,"-174210,218",FACTURACION DE SERVICIOS AL  1/01/2024,,199 PAX & CREW S.R.L.,"viernes, 26 de enero de 2024"
"jueves, 25 de enero de 2024",FA,A,20,13381,0,"11985,792",0,0,"-162224,426",FACTURACION DE SERVICIOS AL  2/01/2024,,199 PAX & CREW S.R.L.,"viernes, 26 de enero de 2024"
"viernes, 26 de enero de 2024",FA,A,20,13390,0,"18179,151",0,0,"160706,479",FACTURACION DE SERVICIOS AL  1/01/2024,,199 PAX & CREW S.R.L.,"jueves, 1 de febrero de 2024"
"lunes, 29 de enero de 2024",FA,A,20,13393,0,"43629,784",0,0,"478537,141",FACTURACION DE SERVICIOS AL  1/01/2024,,199 PAX & CREW S.R.L.,"jueves, 1 de febrero de 2024"
"lunes, 29 de enero de 2024",FA,A,20,13394,0,"11985,792",0,0,"490522,933",FACTURACION DE SERVICIOS AL  2/01/2024,,199 PAX & CREW S.R.L.,"jueves, 1 de febrero de 2024"
"martes, 30 de enero de 2024",FA,A,20,13404,0,"22454,586",0,0,"855936,588",FACTURACION DE SERVICIOS AL  1/01/2024,,199 PAX & CREW S.R.L.,"jueves, 1 de febrero de 2024"
"martes, 30 de enero de 2024",FA,A,20,13405,0,"36767,266",0,0,"892703,854",FACTURACION DE SERVICIOS AL  2/01/2024,,199 PAX & CREW S.R.L.,"jueves, 1 de febrero de 2024"
"martes, 30 de enero de 2024",FA,A,20,13406,0,"11985,792",0,0,"904689,646",FACTURACION DE SERVICIOS AL  3/01/2024,,199 PAX & CREW S.R.L.,"jueves, 1 de febrero de 2024"
"martes, 30 de enero de 2024",FA,A,20,13407,0,"54537,453",0,0,"959227,099",FACTURACION DE SERVICIOS AL  4/01/2024,,199 PAX & CREW S.R.L.,"jueves, 1 de febrero de 2024"
"martes, 30 de enero de 2024",FA,A,20,13408,0,"6233,213",0,0,"965460,312",FACTURACION DE SERVICIOS AL  5/01/2024,,199 PAX & CREW S.R.L.,"jueves, 1 de febrero de 2024"
"martes, 30 de enero de 2024",FA,A,20,13409,0,7500,0,0,"972960,312",FACTURACION DE SERVICIOS AL  6/01/2024,,199 PAX & CREW S.R.L.,"jueves, 1 de febrero de 2024"
"miércoles, 31 de enero de 2024",FA,A,20,13414,0,"48477,534",0,0,"12046,886",FACTURACION DE SERVICIOS AL  1/01/2024,,199 PAX & CREW S.R.L.,"jueves, 1 de febrero de 2024"
"miércoles, 31 de enero de 2024",FA,A,20,13415,0,"11985,792",0,0,"24032,678",FACTURACION DE SERVICIOS AL  2/01/2024,,199 PAX & CREW S.R.L.,"jueves, 1 de febrero de 2024"
"jueves, 1 de febrero de 2024",FA,A,20,13419,0,"9988,16",0,0,"254334,229",FACTURACION DE SERVICIOS AL  1/01/2024,,199 PAX & CREW S.R.L.,"jueves, 1 de febrero de 2024"
"jueves, 1 de febrero de 2024",FA,A,20,13421,0,"57754,932",0,0,"597406,639",FACTURACION DE SERVICIOS AL  1/02/2024,,199 PAX & CREW S.R.L.,"martes, 6 de febrero de 2024"
"viernes, 2 de febrero de 2024",FA,A,20,13422,0,"310080,267",0,0,"666962,068",FACTURACION DE SERVICIOS AL 28/01/2024,,199 PAX & CREW S.R.L.,"martes, 6 de febrero de 2024"
"miércoles, 7 de febrero de 2024",FA,A,20,13435,0,"787438,468",0,0,"715116,455",FACTURACION DE SERVICIOS AL 28/01/2024,,199 PAX & CREW S.R.L.,"jueves, 15 de febrero de 2024"
"jueves, 8 de febrero de 2024",FA,A,20,13438,0,7500,0,0,"808819,657",FACTURACION DE SERVICIOS AL  2/02/2024,,199 PAX & CREW S.R.L.,"jueves, 15 de febrero de 2024"
"jueves, 8 de febrero de 2024",FA,A,20,13439,0,"51409,892",0,0,"860229,549",FACTURACION DE SERVICIOS AL  3/02/2024,,199 PAX & CREW S.R.L.,"jueves, 15 de febrero de 2024"
"viernes, 9 de febrero de 2024",FA,A,20,13467,0,7500,0,0,"740060,026",FACTURACION DE SERVICIOS AL  1/02/2024,,199 PAX & CREW S.R.L.,"jueves, 15 de febrero de 2024"
"viernes, 9 de febrero de 2024",FA,A,20,13468,0,"98364,602",0,0,"772492,335",FACTURACION DE SERVICIOS AL  1/02/2024,,199 PAX & CREW S.R.L.,"jueves, 15 de febrero de 2024"
"miércoles, 14 de febrero de 2024",FA,A,20,13475,0,"39856,898",0,0,"151574,317",FACTURACION DE SERVICIOS AL  1/02/2024,,199 PAX & CREW S.R.L.,"jueves, 15 de febrero de 2024"
"miércoles, 14 de febrero de 2024",FA,A,20,13476,0,"11985,792",0,0,"163560,109",FACTURACION DE SERVICIOS AL  2/02/2024,,199 PAX & CREW S.R.L.,"jueves, 15 de febrero de 2024"
"miércoles, 14 de febrero de 2024",FA,A,20,13477,0,"11985,792",0,0,"175545,901",FACTURACION DE SERVICIOS AL  3/02/2024,,199 PAX & CREW S.R.L.,"jueves, 15 de febrero de 2024"
"miércoles, 14 de febrero de 2024",FA,A,20,13478,0,"34921,012",0,0,"210466,913",FACTURACION DE SERVICIOS AL  4/02/2024,,199 PAX & CREW S.R.L.,"jueves, 15 de febrero de 2024"
"miércoles, 14 de febrero de 2024",FA,A,20,13479,0,"71873,818",0,0,"276695,983",FACTURACION DE SERVICIOS AL  5/02/2024,,199 PAX & CREW S.R.L.,"jueves, 15 de febrero de 2024"
"miércoles, 14 de febrero de 2024",FA,A,20,13480,0,"140633,292",0,0,"417329,275",FACTURACION DE SERVICIOS AL  6/02/2024,,199 PAX & CREW S.R.L.,"jueves, 15 de febrero de 2024"
"miércoles, 14 de febrero de 2024",FA,A,20,13481,0,"80904,096",0,0,"498233,371",FACTURACION DE SERVICIOS AL  7/02/2024,,199 PAX & CREW S.R.L.,"jueves, 15 de febrero de 2024"
"miércoles, 14 de febrero de 2024",FA,A,20,13482,0,"140233,766",0,0,"638467,137",FACTURACION DE SERVICIOS AL  8/02/2024,,199 PAX & CREW S.R.L.,"jueves, 15 de febrero de 2024"
"miércoles, 14 de febrero de 2024",FA,A,20,13483,0,"6233,213",0,0,"644700,35",FACTURACION DE SERVICIOS AL 14/02/2024,,199 PAX & CREW S.R.L.,"jueves, 15 de febrero de 2024"
"viernes, 16 de febrero de 2024",FA,A,20,13488,0,"1474566,401",0,0,"949251,762",FC ANULDA CON N/C A-20-3107-ERROR EN EL MONTO,,199 PAX & CREW S.R.L.,"viernes, 16 de febrero de 2024"
"viernes, 16 de febrero de 2024",FA,A,20,13489,0,"1474566,401",0,0,"949251,762",FACTURACION DE SERVICIOS AL 28/01/2024,,199 PAX & CREW S.R.L.,"miércoles, 21 de febrero de 2024"
"lunes, 19 de febrero de 2024",FA,A,20,13492,0,"739360,757",0,0,"260057,209",FACTURACION DE SERVICIOS AL 19/02/2024,,199 PAX & CREW S.R.L.,"miércoles, 21 de febrero de 2024"
"lunes, 19 de febrero de 2024",FA,A,20,13493,0,"34459,152",0,0,"294516,361",FACTURACION DE SERVICIOS AL  1/02/2024,,199 PAX & CREW S.R.L.,"miércoles, 21 de febrero de 2024"
"lunes, 19 de febrero de 2024",FA,A,20,13494,0,"66955,63",0,0,"361471,991",FACTURACION DE SERVICIOS AL  2/02/2024,,199 PAX & CREW S.R.L.,"miércoles, 21 de febrero de 2024"
"lunes, 19 de febrero de 2024",FA,A,20,13500,0,"1068175,854",0,0,"684787,494",FACTURACION DE SERVICIOS AL 19/02/2024,,199 PAX & CREW S.R.L.,"miércoles, 21 de febrero de 2024"
"lunes, 19 de febrero de 2024",FA,A,20,13501,0,"2292549,493",0,0,"977336,987",FACTURACION DE SERVICIOS AL 28/02/2024,,199 PAX & CREW S.R.L.,"miércoles, 21 de febrero de 2024"
"jueves, 22 de febrero de 2024",FA,A,20,13536,0,"55562,196",0,0,"155940,423",FACTURACION DE SERVICIOS AL  1/02/2024,,199 PAX & CREW S.R.L.,"jueves, 29 de febrero de 2024"
"jueves, 22 de febrero de 2024",FA,A,20,13537,0,"110868,576",0,0,"266808,999",FACTURACION DE SERVICIOS AL  2/02/2024,,199 PAX & CREW S.R.L.,"jueves, 29 de febrero de 2024"
"jueves, 22 de febrero de 2024",FA,A,20,13538,0,"9988,16",0,0,"292267,159",FACTURACION DE SERVICIOS AL  3/02/2024,,199 PAX & CREW S.R.L.,"jueves, 29 de febrero de 2024"
"jueves, 22 de febrero de 2024",FA,A,20,13539,0,"26568,506",0,0,"342820,291",FACTURACION DE SERVICIOS AL  4/02/2024,,199 PAX & CREW S.R.L.,"jueves, 29 de febrero de 2024"
"jueves, 22 de febrero de 2024",FA,A,20,13540,0,"66405,024",0,0,"442375,315",FACTURACION DE SERVICIOS AL  5/02/2024,,199 PAX & CREW S.R.L.,"jueves, 29 de febrero de 2024"
"jueves, 22 de febrero de 2024",FA,A,20,13541,0,"11985,792",0,0,"455596,107",FACTURACION DE SERVICIOS AL  6/02/2024,,199 PAX & CREW S.R.L.,"jueves, 29 de febrero de 2024"
"jueves, 22 de febrero de 2024",FA,A,20,13542,0,"9988,16",0,0,"465584,267",FACTURACION DE SERVICIOS AL  7/02/2024,,199 PAX & CREW S.R.L.,"jueves, 29 de febrero de 2024"
"jueves, 22 de febrero de 2024",FA,A,20,13543,0,7500,0,0,"480169,267",FACTURACION DE SERVICIOS AL  8/02/2024,,199 PAX & CREW S.R.L.,"jueves, 29 de febrero de 2024"
