FECHA,NUMERO DE SUCURSAL,NUMERO DE FACTURA,IMPORTE,FACTURA,NOMBRE_EMPRESA,NOMBRE_CONVENIO,NOTA_1_FACTURA,NOTA_2_FACTURA,NOTA_1,NOTA_2,TIPO DE FACTURA
"jueves, 7 de marzo de 2024",20,3143,"27723,36",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 20-13500 - INTERNACION,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 7 de marzo de 2024",20,3142,"293,71",NC,103 - CLINICA DEL VALLE SALUD S.R.L.,7103 - SOMU/OSPM EX 56,CPTO:DEBITO PARCIAL S/FA 20-13331 - INTERNACION Y AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 4 de marzo de 2024",20,3140,"364813,98",NC,13 - O.S. M.A.T.A.,13 - PLAN PMI,CPTO:DEBITO PARCIAL S/FA 20-13320 - AMBULATORIO E INTERNACION,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 29 de febrero de 2024",20,3139,"26568,51",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:€DEBITO TOTAL SOBRE FC A-20-13539,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 28 de febrero de 2024",20,3138,"218339,11",NC,13 - O.S. M.A.T.A.,13 - PLAN PMI,CPTO:DÉBITO PARCIAL S/FA 20-13320 INTERNACIONES Y AMBULATORIOS,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 27 de febrero de 2024",20,3137,"36,55",NC,39 - O.S. S.E.G - OBRA SOCIAL DE SEGUROS,39 - PLAN INTEGRAL,CPTO:DÉBITO PARCIAL S/FA 20-13323 AMBULATORIOS,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 27 de febrero de 2024",20,3136,"235451,87",NC,13 - O.S. M.A.T.A.,13 - PLAN PMI,CPTO:DÉBITO PARCIAL S/FA 20-13320 INTERNACIONES Y AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 27 de febrero de 2024",20,3135,8860,NC,651 - FERTIMED S.A,651 - FERTIMED S.A,CPTO:ANULA FC A-20-13574 MAL GENERADA,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 26 de febrero de 2024",20,3134,"26568,51",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DÉBITO PARCIAL S/FA 20-13439 AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 26 de febrero de 2024",20,3133,"29415,13",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DÉBITO PARCIAL S/FA 20-13489 INTERNACIÓN,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 26 de febrero de 2024",20,3132,"12466,43",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DÉBITO PARCIAL S/FA 20-13478 AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 26 de febrero de 2024",20,3131,"20217,35",NC,15 - MEDLINK SA,415 - UP-CLASIC,CPTO:DÉBITO TOTAL S/FA 20-13491 INTERNACION,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 26 de febrero de 2024",20,3130,"20349,01",NC,15 - MEDLINK SA,415 - UP-CLASIC,CPTO:DÉBITO PARCIAL S/FA 20-13464 AMBULATORIOS,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 26 de febrero de 2024",20,3129,"17061,81",NC,15 - MEDLINK SA,615 - UP-ACCORD DORADO,CPTO:DÉBITO PARCIAL S/FA 20-13463,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 26 de febrero de 2024",20,3128,300,NC,15 - MEDLINK SA,515 - UP-PMO-VERDE -AMBULA,CPTO:DÉBITO PARCIAL S/FA 20-13460 CONSULTA VIRTUAL,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 26 de febrero de 2024",20,3127,"30876,14",NC,15 - MEDLINK SA,515 - UP-PMO-VERDE -AMBULA,CPTO:DÉBITO PARCIAL S/FA 20-13459 AMBULATORIOS,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 26 de febrero de 2024",20,3126,"82642,29",NC,15 - MEDLINK SA,715 - UP-ACCORD PLATINO,CPTO:DÉBITO PARCIAL S/FA 20-13456 AMBULATORIOS,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 23 de febrero de 2024",20,3125,"46819,39",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:ANULA FC A-20-13547 MAL GENERADA,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 21 de febrero de 2024",20,3124,"17547,75",NC,103 - CLINICA DEL VALLE SALUD S.R.L.,7103 - SOMU/OSPM EX 56,CPTO:DÉBITO PARCIAL S/FA 20-13184 INTERNACIÓN Y AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 21 de febrero de 2024",20,3123,190,NC,13 - O.S. M.A.T.A.,13 - PLAN PMI,CPTO:DÉBITO PARCIAL S/FA 20-13321 CONSULTA VIRTUAL,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 21 de febrero de 2024",20,3122,2470,NC,8 - O.S. PE. CON. (CONSTRUCCION),9008 - TOLHUIN - OSPECON,CPTO:€ANULA FC A-20-13522 MAL GENERADA,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 20 de febrero de 2024",20,3121,"61885,66",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DÉBITO PARCIAL S/FA 20-13479- AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 20 de febrero de 2024",20,3120,"10226,67",NC,43 - MEDIFE ASOCIACION CIVIL,43 - MEDIFE - ASE,CPTO:DÉBITO PARCIAL S/FA 20-13200 AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 20 de febrero de 2024",20,3119,"573,09",NC,43 - MEDIFE ASOCIACION CIVIL,43 - MEDIFE - ASE,CPTO:DÉBITO PARCIAL S/FA 20-13199 AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 19 de febrero de 2024",20,3118,"139,68",NC,43 - MEDIFE ASOCIACION CIVIL,43 - MEDIFE - ASE,CPTO:DÉBITO PARCIAL S/FA 20-13198 DIAG. POR IMAGENES- URGENCIA,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 19 de febrero de 2024",20,3117,"6856,49",NC,43 - MEDIFE ASOCIACION CIVIL,43 - MEDIFE - ASE,CPTO:DÉBITO PARCIAL S/FA 20-13201 AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 19 de febrero de 2024",20,3116,"1252,85",NC,43 - MEDIFE ASOCIACION CIVIL,43 - MEDIFE - ASE,CPTO:DÉBITO PARCIAL S/FA 20-13202 AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 19 de febrero de 2024",20,3115,"240,86",NC,43 - MEDIFE ASOCIACION CIVIL,43 - MEDIFE - ASE,CPTO:DÉBITO PARCIAL S/FA 20-13203 AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 19 de febrero de 2024",20,3114,"10986,98",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DÉBITO PARCIAL S/FA 20-13435 INTERNACIÓN,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 16 de febrero de 2024",20,3113,"778,39",NC,148 - RIO VARADERO S.A.,148 - RIO VARAD-COLONIA SU,CPTO:DÉBITO PARCIAL S/FA 20-12963 SINIESTRO 368992,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 16 de febrero de 2024",20,3112,"1714,72",NC,148 - RIO VARADERO S.A.,148 - RIO VARAD-COLONIA SU,CPTO:DÉBITO PARCIAL S/FA 20-12962 SINIESTRO 02347754/001/00,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 16 de febrero de 2024",20,3111,"2425,62",NC,148 - RIO VARADERO S.A.,148 - RIO VARAD-COLONIA SU,CPTO:DÉBITO PARCIAL S/FA 20-12961 SINIESTRO 1447304,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 16 de febrero de 2024",20,3110,"1847,99",NC,148 - RIO VARADERO S.A.,148 - RIO VARAD-COLONIA SU,CPTO:DÉBITO PARCIAL S/FA 20-12864 SINIESTRO 02364312/001/00,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 16 de febrero de 2024",20,3109,"122,85",NC,148 - RIO VARADERO S.A.,148 - RIO VARAD-COLONIA SU,CPTO:DÉBITO PARCIAL S/FA 20-12863 CONSULTAS,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 16 de febrero de 2024",20,3108,"42,25",NC,148 - RIO VARADERO S.A.,148 - RIO VARAD-COLONIA SU,CPTO:DÉBITO PARCIAL S/FA 20-12861,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 16 de febrero de 2024",20,3107,"1474566,4",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:ANULA FC A-20-13488 -ERROR EN EL MONTO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 15 de febrero de 2024",20,3106,"53404,89",NC,15 - MEDLINK SA,715 - UP-ACCORD PLATINO,CPTO:DÉBITO PARCIAL S/FA 20-13297 AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 15 de febrero de 2024",20,3105,"13558,59",NC,15 - MEDLINK SA,615 - UP-ACCORD DORADO,CPTO:DÉBITO PARCIAL S/FA 20-13294 AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 15 de febrero de 2024",20,3104,"20235,16",NC,15 - MEDLINK SA,415 - UP-CLASIC,CPTO:DÉBITO PARCIAL S/FA 20-13292 AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 15 de febrero de 2024",20,3103,"30952,29",NC,15 - MEDLINK SA,515 - UP-PMO-VERDE -AMBULA,CPTO:DÉBITO PARCIAL S/FA 20-13289 AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 15 de febrero de 2024",20,3102,"33260,76",NC,15 - MEDLINK SA,190 - CON AUT. DE U.P.,CPTO:DEBITO PARCIAL S/FA 20-13288 AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 14 de febrero de 2024",20,3101,"5644,75",NC,103 - CLINICA DEL VALLE SALUD S.R.L.,9103 - OSPACAR,CPTO:DEBITO PARCIAL S/FA 20-13183 AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 14 de febrero de 2024",20,3100,"4002,45",NC,103 - CLINICA DEL VALLE SALUD S.R.L.,9103 - OSPACAR,CPTO:DEBITO PARCIAL S/FA 20-13332 AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 9 de febrero de 2024",20,3099,"10986,98",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 20-13343- INTERNACION,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 9 de febrero de 2024",20,3098,"57754,93",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:€DEBITO TOTAL SOBRE FC A-20-13421,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 9 de febrero de 2024",20,3097,"240,86",NC,43 - MEDIFE ASOCIACION CIVIL,43 - MEDIFE - ASE,CPTO:DEBITO PARCIAL S/FA 20-13203 - AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 9 de febrero de 2024",20,3096,"6213,44",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 20-13378 - INTERNACION,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 9 de febrero de 2024",20,3095,"133491,76",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 20-13377 - INTERNACION,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 9 de febrero de 2024",20,3094,"26568,51",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 20-13367 - AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 9 de febrero de 2024",20,3093,"1252,85",NC,43 - MEDIFE ASOCIACION CIVIL,43 - MEDIFE - ASE,CPTO:DEBITO PARCIAL S/FA 20-13202 - AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 9 de febrero de 2024",20,3092,"10226,67",NC,43 - MEDIFE ASOCIACION CIVIL,43 - MEDIFE - ASE,CPTO:DEBITO PARCIAL S/FA 20-13200 - AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 8 de febrero de 2024",20,3091,"139,68",NC,43 - MEDIFE ASOCIACION CIVIL,43 - MEDIFE - ASE,CPTO:DEBITO PARCIAL S/FA 20-13198 - DIAG POR IMAGEN URGENCIAS,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 8 de febrero de 2024",20,3090,"6856,49",NC,43 - MEDIFE ASOCIACION CIVIL,43 - MEDIFE - ASE,CPTO:DEBITO PARCIAL S/FA 20-13201 - AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 8 de febrero de 2024",20,3089,"573,09",NC,43 - MEDIFE ASOCIACION CIVIL,43 - MEDIFE - ASE,CPTO:DEBITO PARCIAL S/FA 20-13199 - AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 8 de febrero de 2024",20,3088,1040,NC,62 - RED ARGENTINA DE SALUD CONSORCIO DE COOP,62 - RED ARG. DE SALUD,CPTO:DEBITO PARCIAL S/FA 20-13325 - AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 6 de febrero de 2024",20,3087,2080,NC,62 - RED ARGENTINA DE SALUD CONSORCIO DE COOP,62 - RED ARG. DE SALUD,CPTO:DEBITO PARCIAL S/FA 20-13208 - AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 6 de febrero de 2024",20,3086,"1997,63",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:ANULA N/D A 20-360 - NO CORRESPONDIA SU EMISION,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 6 de febrero de 2024",20,3085,"26568,51",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 20-13405 - AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 6 de febrero de 2024",20,3084,"1321,71",NC,103 - CLINICA DEL VALLE SALUD S.R.L.,3103 - OMINT S.A.,CPTO:DEBITO PARCIAL S/FA 20-13328 - AMBULATORIO E INTERNACION,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 1 de febrero de 2024",20,3083,"0,35",NC,22 - O.S. D.E.,913 - PLAN 450,CPTO:DEBITO PARCIAL S/FA 20-13118 - INTERNACION,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 1 de febrero de 2024",20,3082,"192,74",NC,22 - O.S. D.E.,910 - PLAN 210,CPTO:DEBITO PARCIAL S/FA 20-13115,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 30 de enero de 2024",20,3081,"99494,06",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 20-13362 - INTERNACION,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 30 de enero de 2024",20,3080,"11985,79",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 20-13307 -AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 30 de enero de 2024",20,3079,"6492,3",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 20-13364 -INTERNACION,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 30 de enero de 2024",20,3078,"9320,16",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 20-13363 -INTERNACION,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 26 de enero de 2024",20,3077,"90866,29",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 20-13269,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 25 de enero de 2024",20,3076,"73,71",NC,52 - GALENO ARG. S.A.,52 - GALENO,CPTO:DEBITO PARCIAL S/FA 20-13045 -DIAG POR IMAGEN URG,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 25 de enero de 2024",20,3075,"14512,02",NC,139 - O.S. D.E.P.Y M.,139 - PYME4000-PERSONAL,CPTO:DEBITO PARCIAL S/FA 20-13319 - AMBULATORIO,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 24 de enero de 2024",20,3074,"49170,29",NC,489 - CUIDADOS INTEGRALES SANITARIOS S.R.L,489 - CUIDADOS INTEGRALES,CPTO:ANULA FACTURA A 20-13347,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 23 de enero de 2024",20,3073,"8948,32",NC,103 - CLINICA DEL VALLE SALUD S.R.L.,3103 - OMINT S.A.,CPTO:DEBITO PARCIAL S/FA 20-13182,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 19 de enero de 2024",20,3072,"5351,59",NC,13 - O.S. M.A.T.A.,13 - PLAN PMI,CPTO:DEBITO PARCIAL S/FA 20-13172,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 19 de enero de 2024",20,3071,"269653,05",NC,13 - O.S. M.A.T.A.,13 - PLAN PMI,CPTO:DEBITO PARCIAL S/FA 20-13170,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 18 de enero de 2024",20,3070,"204757,29",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:€DEBITO SOBRE FC A-20-13315,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 18 de enero de 2024",20,3069,"6492,3",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO SOBRE FC A-20-13316,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 18 de enero de 2024",20,3068,"26568,51",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO SOBRE FC A-20-13314,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 18 de enero de 2024",20,3067,"16220,38",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO SOBRE FC A-20-13313,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 18 de enero de 2024",20,3066,"27345,18",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:€DEBITO SOBRE FC A-20-13309,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 17 de enero de 2024",20,3064,"10986,98",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 20-13279,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 17 de enero de 2024",20,3063,"26568,51",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 20-13259,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"miércoles, 17 de enero de 2024",20,3062,"1749,77",NC,149 - O.S. D.I.P.P.(DIRECCION DE PETROLEO PRIV,149 - OSDIPP,CPTO:DEBITO TOTAL S/FA 20-12799,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 16 de enero de 2024",20,3061,"6538,37",NC,514 - BAHIA SALUD S.R.L.,1614 - EXTRANJEROS,CPTO:€DÉBITO SOBRE FC A-20-13306,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 12 de enero de 2024",20,3060,"4401,18",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:DEBITO PARCIAL S/FA 20-13260,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 12 de enero de 2024",20,3059,"83,16",NC,103 - CLINICA DEL VALLE SALUD S.R.L.,1103 - OSPSIP (SEGURIDAD PR,CPTO:DEBITO PARCIAL S/FA 20-13181,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 12 de enero de 2024",20,3058,760,NC,13 - O.S. M.A.T.A.,13 - PLAN PMI,CPTO:DEBITO PARCIAL S/FA 20-13171,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"martes, 9 de enero de 2024",20,3057,"31253,95",NC,199 - PAX & CREW S.R.L.,199 - PASAJEROS & TRIPULAN,CPTO:ANULA FC A-20-13270 MAL GENERADA,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",20,3056,1235,NC,114 - O.S. PE - OBRA SOCIAL PETROLEROS,114,CPTO:DEBITO TOTAL S/FA 20-13064,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",20,3055,"3982,58",NC,22 - O.S. D.E.,913 - PLAN 450,CPTO:DEBITO PARCIAL S/FA 20-13009,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",20,3054,"2544,54",NC,22 - O.S. D.E.,913 - PLAN 450,CPTO:DEBITO PARCIAL S/FA 20-13009,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",20,3053,"20082,17",NC,15 - MEDLINK SA,190 - CON AUT. DE U.P.,CPTO:DEBITO PARCIAL S/FA 20-13142,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",20,3052,69882,NC,15 - MEDLINK SA,615 - UP-ACCORD DORADO,CPTO:DEBITO PARCIAL S/FA 20-13140,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",20,3051,"78155,4",NC,15 - MEDLINK SA,715 - UP-ACCORD PLATINO,CPTO:DEBITO PARCIAL S/FA 20-13139,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",20,3050,35383,NC,15 - MEDLINK SA,515 - UP-PMO-VERDE -AMBULA,CPTO:DEBITO PARCIAL S/FA 20-13137,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",20,3049,"26133,27",NC,15 - MEDLINK SA,415 - UP-CLASIC,CPTO:DEBITO PARCIAL S/FA 20-13135,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",20,3048,"10621,68",NC,41 - UNO SALUD S.A.,41 - OSPEGAP,CPTO:DEBITO PARCIAL S/FA 20-13065,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",20,3047,"17284,03",NC,103 - CLINICA DEL VALLE SALUD S.R.L.,7103 - SOMU/OSPM EX 56,CPTO:DEBITO PARCIAL S/FA 20-13053,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",20,3046,"2741,89",NC,103 - CLINICA DEL VALLE SALUD S.R.L.,9103 - OSPACAR,CPTO:DEBITO PARCIAL S/FA 20-13050,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 8 de enero de 2024",20,3045,"383,46",NC,103 - CLINICA DEL VALLE SALUD S.R.L.,9103 - OSPACAR,CPTO:DEBITO PARCIAL S/FA 20-12919,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"jueves, 22 de febrero de 2024",20,23676,"66847,75",FA,144 - ASOCIACION MUTUAL SANCOR116190,144 - SANCOR,CPTO:FACTURA MAL GENERADA -ANULADA CON N/C B-20-3733,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"miércoles, 21 de febrero de 2024",20,23637,"133396,2",FA,34 - O.S. U.O.M.R.A. - (RÌO GRANDE),34 - U O M - R.GDE,CPTO:FC B-20-23637 MAL GENERADA,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"miércoles, 21 de febrero de 2024",20,23609,"61705,24",FA,200 - PARTICULARES,202 - EXTRANJEROS,CPTO:SERVICIO DE ECOGRAFÍA - PTE_AINARA ANTIZAR GOMEZ - PAJ336737,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"miércoles, 24 de enero de 2024",20,23495,"1705,99",FA,61 - EXPERTA A.R.T. S.A.,61 - EXPERTA ART SA,CPTO:REFACTURACION PARCIAL SOBRE FC B-20-22821,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,B
"lunes, 25 de marzo de 2024",20,13700,"24112,82",FA,22 - O.S. D.E.,911 - PLAN 310,CPTO:REFACTURACION PARCIAL SOBRE FC A-97-1157,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 25 de marzo de 2024",20,13699,"21485,27",FA,22 - O.S. D.E.,912 - PLAN 410,CPTO:REFACTURACION PARCIAL SOBRE FC A-97-1156,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 25 de marzo de 2024",20,13698,"10911,27",FA,22 - O.S. D.E.,1022 - TRANSMISION POS,CPTO:REFACTURACION PARCIAL SOBRE FC A-97-1154,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 11 de marzo de 2024",20,13620,"2100,15",FA,22 - O.S. D.E.,911 - PLAN 310,CPTO:REFACTURACION PARCIAL SOBRE FC A-97-1180,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"lunes, 11 de marzo de 2024",20,13618,"50435,89",FA,22 - O.S. D.E.,910 - PLAN 210,CPTO:REFACTURACION PARCIAL SOBRE FC A-97-1137,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 1 de marzo de 2024",20,13593,"3345,35",FA,15 - MEDLINK SA,515 - UP-PMO-VERDE -AMBULA,CPTO:REFACTURACION PARCIAL SOBRE FC A-20-13459,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
"viernes, 1 de marzo de 2024",20,13592,"2450,21",FA,15 - MEDLINK SA,615 - UP-ACCORD DORADO,CPTO:REFACTURACION PARCIAL SOBRE FC A-20-13463,CMTR:,GENERADO MANUALMENTE SIN DETALLE,,A
