FECHA;REF.;LET.;SUC.;NUM.;DEBE;HABER;SALDO;CONCEPTO.;FECHA DE PRESTACIÓN;ID EMPRESA;EMPRESA;FECHA ENTREGA;ClaveCtaCtte;;;FECHA;REF.;LET.;SUC.;NUM.;IMPORTE;ID EMPRESA;EMPRESA;CONVENIO;TEXTO:FACTURA:1;TEXTO:FACTURA:2;TEXTO:NOTA:1;TEXTO:NOTA:2;ClaveFactura;Adm- Rep Cta Ctte empresas
8/1/2024;NC;B;20;3693;0;866,982;254884,143;DEBITO TOTAL S/FB;20-23109;46;GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;8/1/2024;20240108-0;;;8/1/2024;NC;B;20;3693;866,982;46;- GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;1046 - HEMODINAMIA ANEXO I;CPTO:DEBITO TOTAL S/FB 20-23109;CMTR:;GENERADO MANUALMENTE SIN DETALLE;null;20240108-866,98;[Tabla]
8/1/2024;NC;B;20;3694;0;1924,705;252959,438;DEBITO TOTAL S/FB;20-23112;46;GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;8/1/2024;20240108-0;;;8/1/2024;NC;B;20;3694;1924,705;46;- GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;1046 - HEMODINAMIA ANEXO I;CPTO:DEBITO TOTAL S/FB 20-23112;CMTR:;GENERADO MANUALMENTE SIN DETALLE;null;20240108-1924,7;[Tabla]
8/1/2024;NC;B;20;3695;0;145821,982;107137,456;EBITO TOTAL S/FB;20-23114;46;GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;8/1/2024;20240108-0;;;8/1/2024;NC;B;20;3695;145821,982;46;- GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;CPTO:EBITO TOTAL S/FB 20-23114;CMTR:;GENERADO MANUALMENTE SIN DETALLE;null;20240108-145821,98;[Tabla]
8/1/2024;NC;B;20;3696;0;10408,137;96729,319;DEBITO TOTAL S/FB;20-23117;46;GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;8/1/2024;20240108-0;;;8/1/2024;NC;B;20;3696;10408,137;46;- GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;1046 - HEMODINAMIA ANEXO I;CPTO:DEBITO TOTAL S/FB 20-23117;CMTR:;GENERADO MANUALMENTE SIN DETALLE;null;20240108-10408,14;[Tabla]
8/1/2024;NC;A;20;3056;0;1235;95494,319;DEBITO TOTAL S/FA;20-13064;114;O.S. PE - OBRA SOCIAL PETROLEROS;8/1/2024;20240108-0;;;8/1/2024;NC;A;20;3056;1235;114;- O.S. Pe - OBRA SOCIAL PETROLEROS;114;CPTO:DEBITO TOTAL S/FA 20-13064;CMTR:;GENERADO MANUALMENTE SIN DETALLE;null;20240108-1235;[Tabla]
8/1/2024;FA;B;49;369;25013,025;0;120507,344;FACTURACION DE SERVICIOS AL;20/12/2023;46;GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;12/1/2024;20240108-25013,03;;;8/1/2024;FA;B;49;369;25013,025;46;- GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PERIODO 29/11/23 AL 29/12/23;20240108-25013,03;[Tabla]
8/1/2024;FA;B;49;370;82608,665;0;203116,009;FACTURACION DE SERVICIOS AL;21/12/2023;46;GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;12/1/2024;20240108-82608,67;;;8/1/2024;FA;B;49;370;82608,665;46;- GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PERIODO - 07/11/23 AL 19/12/23;20240108-82608,67;[Tabla]
8/1/2024;FA;B;49;371;44555,365;0;247671,374;FACTURACION DE SERVICIOS AL;22/12/2023;46;GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;12/1/2024;20240108-44555,37;;;8/1/2024;FA;B;49;371;44555,365;46;- GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;46 - ACCIÓN SOCIAL;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PERIODO 02/12/23 AL 29/12/23;20240108-44555,37;[Tabla]
9/1/2024;FA;A;20;13261;7657,789;0;255329,163;FACTURACION DE SERVICIOS AL;27/12/2023;22;O.S. D.E.;11/1/2024;20240109-7657,79;;;9/1/2024;FA;A;20;13261;7657,789;22;- O.S. D.E.;910 - PLAN 210;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;PRESTACIONES DE DICIEMBRE - AMBULATORIO;20240109-7657,79;[Tabla]
9/1/2024;FA;A;20;13262;557,812;0;255886,975;FACTURACION DE SERVICIOS AL;27/12/2023;22;O.S. D.E.;11/1/2024;20240109-557,81;;;9/1/2024;FA;A;20;13262;557,812;22;- O.S. D.E.;911 - PLAN 310;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;PRESTACIONES DE DICIEMBRE - AMBULATORIO;20240109-557,81;[Tabla]
9/1/2024;FA;A;97;1174;405138,113;0;661025,088;FACTURACION DE SERVICIOS AL;27/12/2023;22;O.S. D.E.;11/1/2024;20240109-405138,11;;;9/1/2024;FA;A;97;1174;405138,113;22;- O.S. D.E.;1022 - TRANSMISION POS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;PRESTACIONES DE DICIEMBRE - AMBULATORIOS;20240109-405138,11;[Tabla]
9/1/2024;FA;A;127;77;2871,721;0;663896,809;FACTURACION DE SERVICIOS AL;27/12/2023;22;O.S. D.E.;11/1/2024;20240109-2871,72;;;9/1/2024;FA;A;127;77;2871,721;22;- O.S. D.E.;9022 - TOLHUIN - POST;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;PRESTACIONES DE DICIEMBRE - ECOGRAFIA TOLHUIN;20240109-2871,72;[Tabla]
9/1/2024;FA;A;97;1175;155566,1;0;819462,909;FACTURACION DE SERVICIOS AL;28/12/2023;22;O.S. D.E.;11/1/2024;20240109-155566,1;;;9/1/2024;FA;A;97;1175;155566,1;22;- O.S. D.E.;900 - CON PRESUPUESTO PREV;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;PRESTACIONES DE DICIEMBRE - AMBULATORIO C/PRESUPUESTO;20240109-155566,1;[Tabla]
9/1/2024;FA;A;20;13263;39836,443;0;859299,352;FACTURACION DE SERVICIOS AL;1/1/2024;514;BAHIA SALUD S.R.L.;null;20240109-39836,44;;;9/1/2024;FA;A;20;13263;39836,443;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO AMBULATORIO - PTE_ANGCLA MICHELLE;20240109-39836,44;[Tabla]
9/1/2024;FA;A;20;13264;93837,744;0;953137,096;FACTURACION DE SERVICIOS AL;2/1/2024;514;BAHIA SALUD S.R.L.;null;20240109-93837,74;;;9/1/2024;FA;A;20;13264;93837,744;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO AMBULATORIO - PTE_RUBIO REICHAERT EUGENIO;20240109-93837,74;[Tabla]
9/1/2024;FA;A;20;13265;22683,71;0;975820,806;FACTURACION DE SERVICIOS AL;3/1/2024;514;BAHIA SALUD S.R.L.;null;20240109-22683,71;;;9/1/2024;FA;A;20;13265;22683,71;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO AMBULATORIO - PTE_THEIVENDRARAJAH GANESAMOORTHY;20240109-22683,71;[Tabla]
9/1/2024;FA;A;20;13266;51877,888;0;27698,694;FACTURACION DE SERVICIOS AL;1/1/2024;199;PAX & CREW S.R.L.;10/1/2024;20240109-51877,89;;;9/1/2024;FA;A;20;13266;51877,888;199;- PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO AMBULATORIO - PTE_ABBU JACOB MAINAR;20240109-51877,89;[Tabla]
9/1/2024;FA;A;20;13267;80904,096;0;108602,79;FACTURACION DE SERVICIOS AL;2/1/2024;199;PAX & CREW S.R.L.;10/1/2024;20240109-80904,1;;;9/1/2024;FA;A;20;13267;80904,096;199;- PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO AMBULATORIO - PTE_EGASWHARA DANDY;20240109-80904,1;[Tabla]
9/1/2024;FA;A;20;13268;151138,809;0;259741,599;FACTURACION DE SERVICIOS AL;9/1/2024;199;PAX & CREW S.R.L.;10/1/2024;20240109-151138,81;;;9/1/2024;FA;A;20;13268;151138,809;199;- PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO INTERNACION - PTE_ACOSTA MANJARRES RITA MACARENA;20240109-151138,81;[Tabla]
9/1/2024;FA;A;20;13269;812053,823;0;71795,422;FACTURACION DE SERVICIOS AL;28/1/2024;199;PAX & CREW S.R.L.;10/1/2024;20240109-812053,82;;;9/1/2024;FA;A;20;13269;812053,823;199;- PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO INTERNACION - PTE_SILVERMAN LAUREN HARRIETT;20240109-812053,82;[Tabla]
9/1/2024;NC;B;48;315;0;1852,5;69942,922;REINTEGRO AL;PACIENTE;200;PARTICULARES;9/1/2024;20240109-0;;;9/1/2024;NC;B;48;315;1852,5;200;- PARTICULARES;200 - PARTICULARES;CPTO:REINTEGRO AL PACIENTE;CMTR:REINTEGRO AL PACIENTE;GENERADO MANUALMENTE SIN DETALLE;null;20240109-1852,5;[Tabla]
9/1/2024;FA;A;20;13270;31253,949;0;101196,871;FACTURACION DE SERVICIOS AL;7/1/2024;199;PAX & CREW S.R.L.;null;20240109-31253,95;;;9/1/2024;FA;A;20;13270;31253,949;199;- PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL;por prestaciones efectuadas a personal afiliado a esa O. Social.-;FACTURA MAL GENERADA EN PV SE ANULA;20240109-31253,95;[Tabla]
9/1/2024;NC;A;20;3057;0;31253,949;69942,922;ANULA FC A-20-13270 MAL;GENERADA;199;PAX & CREW S.R.L.;9/1/2024;20240109-0;;;9/1/2024;NC;A;20;3057;31253,949;199;- PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;CPTO:ANULA FC A-20-13270 MAL GENERADA;CMTR:;GENERADO MANUALMENTE SIN DETALLE;null;20240109-31253,95;[Tabla]
9/1/2024;FA;A;49;711;31253,949;0;101196,871;FACTURACION DE SERVICIOS AL;7/1/2024;199;PAX & CREW S.R.L.;10/1/2024;20240109-31253,95;;;9/1/2024;FA;A;49;711;31253,949;199;- PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE LABORATORIO PTE_KER JR BAINE PERKINS;20240109-31253,95;[Tabla]
9/1/2024;FA;A;49;712;12426,865;0;113623,736;FACTURACION DE SERVICIOS AL;8/1/2024;199;PAX & CREW S.R.L.;10/1/2024;20240109-12426,860;;;9/1/2024;FA;A;49;712;12426,865;199;- PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;por prestaciones efectuadas a su solicitud;SERVICIO DE LABORATORIO PTE_ABBU JACOB MAINAR;20240109-12426,860;[Tabla]
10/1/2024;NC;A;49;230;0;5559,84;108063,896;DEBITO PARCIAL S/FA;49-699;15;MEDLINK SA;10/1/2024;20240110-0;;;10/1/2024;NC;A;49;230;5559,84;15;- MEDLINK SA;415 - UP-CLASIC;CPTO:DEBITO PARCIAL S/FA 49-699;CMTR:;GENERADO MANUALMENTE SIN DETALLE;null;20240110-5559,84;[Tabla]
10/1/2024;NC;A;49;231;0;3083,2;104980,696;DEBITO PARCIAL S/FA;49-700;15;MEDLINK SA;10/1/2024;20240110-0;;;10/1/2024;NC;A;49;231;3083,2;15;- MEDLINK SA;515 - UP-PMO-VERDE -AMBULA;CPTO:DEBITO PARCIAL S/FA 49-700;CMTR:;GENERADO MANUALMENTE SIN DETALLE;null;20240110-3083,2;[Tabla]
10/1/2024;NC;B;49;115;0;173364,887;-68384,191;DEBITO PARCIAL S/FB;49-327;144;ASOCIACION MUTUAL SANCOR116190;10/1/2024;20240110-0;;;10/1/2024;NC;B;49;115;173364,887;144;- ASOCIACION MUTUAL SANCOR116190;144 - SANCOR;CPTO:DEBITO PARCIAL S/FB 49-327;CMTR:;GENERADO MANUALMENTE SIN DETALLE;null;20240110-173364,89;[Tabla]
10/1/2024;FA;X;1;202312;22625548,68;0;557164,489;FACTURACION DE SERVICIOS AL;28/1/2024;74;O.S. E.F.;null;20240110-22625548,68;;;10/1/2024;FA;X;1;202312;22625548,68;74;- O.S. E.F.;74 - O.S.E.F.;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;AMBULATORIO - DICIEMBRE 2023;20240110-22625548,68;[Tabla]
10/1/2024;NC;A;49;232;0;776,677;556387,812;DEBITO TOTAL S/FA;49-674;199;PAX & CREW S.R.L.;10/1/2024;20240110-0;;;10/1/2024;NC;A;49;232;776,677;199;- PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;CPTO:DEBITO TOTAL S/FA 49-674;CMTR:;GENERADO MANUALMENTE SIN DETALLE;null;20240110-776,68;[Tabla]
10/1/2024;FA;B;20;23342;22625548,68;0;181936,492;FACTURACION DE SERVICIOS AL;28/1/2024;74;O.S. E.F.;null;20240110-22625548,68;;;10/1/2024;FA;B;20;23342;22625548,68;74;- O.S. E.F.;74 - O.S.E.F.;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;AMBULATORIO - DICIEMBRE 2023;20240110-22625548,68;[Tabla]
11/1/2024;FA;F;1;202312;8638069,944;0;820006,436;FACTURACION DE SERVICIOS AL;31/12/2023;74;O.S. E.F.;null;20240111-8638069,94;;;11/1/2024;FA;F;1;202312;8638069,944;74;- O.S. E.F.;2074 - INTERNADO EXT.M.FIJO;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;EXTRA MONTO FIJO - DICIEMBRE 2023;20240111-8638069,94;[Tabla]
11/1/2024;FA;B;20;23343;18576380,73;0;396387,169;FACTURACION DE SERVICIOS AL;28/1/2024;74;O.S. E.F.;null;20240111-18576380,73;;;11/1/2024;FA;B;20;23343;18576380,73;74;- O.S. E.F.;74 - O.S.E.F.;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL .-;por prestaciones efectuadas a personal afiliado a esa O. Social.-;EXTRA MONTO FIJO - DICIEMBRE 2023;20240111-18576380,73;[Tabla]
11/1/2024;FA;B;20;23344;13560;0;409947,169;FACTURACION DE SERVICIOS AL;28/1/2024;200;PARTICULARES;null;20240111-13560;;;11/1/2024;FA;B;20;23344;13560;200;- PARTICULARES;202 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE ATENCION X GUARDIA - PTE_CANEDO BARRIOS ALBA;20240111-13560;[Tabla]
11/1/2024;FA;B;20;23345;324164,031;0;734111,2;FACTURACION DE SERVICIOS AL;28/1/2024;200;PARTICULARES;null;20240111-324164,03;;;11/1/2024;FA;B;20;23345;324164,031;200;- PARTICULARES;200 - PARTICULARES;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE INTERNACION - PTE_BARRAGAN GUSTAVO ANDRES;20240111-324164,03;[Tabla]
11/1/2024;FA;A;49;713;14645,939;0;748757,139;FACTURACION DE SERVICIOS AL;9/1/2024;514;BAHIA SALUD S.R.L.;null;20240111-14645,94;;;11/1/2024;FA;A;49;713;14645,939;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_BALABAN BOGDAN;20240111-14645,94;[Tabla]
11/1/2024;FA;A;20;13271;12108,096;0;760865,235;FACTURACION DE SERVICIOS AL;4/1/2024;514;BAHIA SALUD S.R.L.;null;20240111-12108,1;;;11/1/2024;FA;A;20;13271;12108,096;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO AMBULATORIO - PTE_CERVANTES JARAMILLO SANDRA;20240111-12108,1;[Tabla]
11/1/2024;FA;A;20;13272;12108,096;0;772973,331;FACTURACION DE SERVICIOS AL;5/1/2024;514;BAHIA SALUD S.R.L.;null;20240111-12108,1;;;11/1/2024;FA;A;20;13272;12108,096;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO AMBULATORIO - PTE_PON HONG MAI-KIM TALITHA;20240111-12108,1;[Tabla]
11/1/2024;FA;A;20;13273;12108,096;0;785081,427;FACTURACION DE SERVICIOS AL;3/1/2024;514;BAHIA SALUD S.R.L.;null;20240111-12108,1;;;11/1/2024;FA;A;20;13273;12108,096;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO AMBULATORIO - PTE_BALABAN BOGDAN;20240111-12108,1;[Tabla]
11/1/2024;FA;A;20;13274;72106,132;0;857187,559;FACTURACION DE SERVICIOS AL;2/1/2024;514;BAHIA SALUD S.R.L.;null;20240111-72106,13;;;11/1/2024;FA;A;20;13274;72106,132;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO AMBULATORIO - PTE_SOOKLALL AZAGHEE;20240111-72106,13;[Tabla]
11/1/2024;FA;A;49;714;10744,06;0;867931,619;FACTURACION DE SERVICIOS AL;20/1/2024;199;PAX & CREW S.R.L.;12/1/2024;20240111-10744,06;;;11/1/2024;FA;A;49;714;10744,06;199;- PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_VILLANUEVA ROMAR CALILIW;20240111-10744,06;[Tabla]
11/1/2024;FA;A;20;13275;11985,792;0;879917,411;FACTURACION DE SERVICIOS AL;4/1/2024;199;PAX & CREW S.R.L.;12/1/2024;20240111-11985,79;;;11/1/2024;FA;A;20;13275;11985,792;199;- PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO AMBULATORIO - PTE_SOSNOVSKAIA LARISA;20240111-11985,79;[Tabla]
11/1/2024;FA;A;20;13276;18478,096;0;898395,507;FACTURACION DE SERVICIOS AL;5/1/2024;199;PAX & CREW S.R.L.;12/1/2024;20240111-18478,1;;;11/1/2024;FA;A;20;13276;18478,096;199;- PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO AMBULATORIO - PTE_ALLBRITTEN DREW WILLIAM;20240111-18478,1;[Tabla]
11/1/2024;FA;A;20;13277;41431,689;0;939827,196;FACTURACION DE SERVICIOS AL;2/1/2024;199;PAX & CREW S.R.L.;12/1/2024;20240111-41431,69;;;11/1/2024;FA;A;20;13277;41431,689;199;- PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO AMBULATORIO - PTE_NDUNGU HELLEN WANJIKU;20240111-41431,69;[Tabla]
11/1/2024;FA;A;20;13278;18179,151;0;958006,347;FACTURACION DE SERVICIOS AL;1/1/2024;199;PAX & CREW S.R.L.;12/1/2024;20240111-18179,15;;;11/1/2024;FA;A;20;13278;18179,151;199;- PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO AMBULATORIO - PTE_VILLANUEVA ROMAR CALILIW;20240111-18179,15;[Tabla]
11/1/2024;FA;A;20;13279;262336,167;0;220342,514;FACTURACION DE SERVICIOS AL;28/1/2024;199;PAX & CREW S.R.L.;12/1/2024;20240111-262336,17;;;11/1/2024;FA;A;20;13279;262336,167;199;- PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO INTERNACION - PTE_KELLY SUSAN ANNNE;20240111-262336,17;[Tabla]
11/1/2024;FA;A;49;715;4660,074;0;225002,588;FACTURACION DE SERVICIOS AL;11/1/2024;199;PAX & CREW S.R.L.;12/1/2024;20240111-4660,07;;;11/1/2024;FA;A;49;715;4660,074;199;- PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO DE LABORATORIO - PTE_NDUNGU HELLEN WANJIKU;20240111-4660,07;[Tabla]
11/1/2024;FA;B;20;23346;4453,23;0;229455,818;FACTURACION DE SERVICIOS AL;28/1/2024;46;GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;17/1/2024;20240111-4453,23;;;11/1/2024;FA;B;20;23346;4453,23;46;- GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;1046 - HEMODINAMIA ANEXO I;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD;HEMODINAMIA ANEXO RIO GRANDE - PTE: FERNANDEZ JONATAN EZEQUIEL;INT Nº 153122 - AUT Nº 839/2023 DEL 01/11/2023 AL 02/11/2023;20240111-4453,23;[Tabla]
11/1/2024;FA;A;49;716;30678,833;0;260134,651;FACTURACION DE SERVICIOS AL;9/1/2024;199;PAX & CREW S.R.L.;12/1/2024;20240111-30678,83;;;11/1/2024;FA;A;49;716;30678,833;199;- PAX & CREW S.R.L.;199 - PASAJEROS & TRIPULAN;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_ALLBRITEN DREW WILLIAN;20240111-30678,83;[Tabla]
11/1/2024;FA;A;49;717;4707,625;0;264842,276;FACTURACION DE SERVICIOS AL;9/1/2024;514;BAHIA SALUD S.R.L.;null;20240111-4707,620;;;11/1/2024;FA;A;49;717;4707,625;514;- BAHIA SALUD S.R.L.;1614 - EXTRANJEROS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;SERVICIO LABORATORIO - PTE_CERVANTES JARAMILLO SANDRA;20240111-4707,620;[Tabla]
11/1/2024;FA;B;20;23347;26100;0;290942,276;FACTURACION DE SERVICIOS AL;28/11/2023;157;COBERTURA MÉDICO DEPORTIV A S.R.L.;18/1/2024;20240111-26100;;;11/1/2024;FA;B;20;23347;26100;157;- COBERTURA MÉDICO DEPORTIV A S.R.L.;157 - MOTOCICLISTAS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A AFILIADOS DE ESA OBRA SOCIAL;por prestaciones efectuadas a personal afiliado a esa O. Social.-;PRESTACIONES DE NOVIEMBRE - AMBULATORIO;20240111-26100;[Tabla]
11/1/2024;FA;A;20;13280;4302,48;0;295244,756;FACTURACION DE SERVICIOS AL;3/1/2024;164;FEDERACIÓN PATRONAL SEGUROS S.A. ART;17/1/2024;20240111-4302,48;;;11/1/2024;FA;A;20;13280;4302,48;164;- FEDERACIÓN PATRONAL SEGUROS S.A. ART;1164 - PERIODICOS;IMPORTE CORRESPONDIENTE A PRESTACIONES MEDICAS;EFECTUADAS A SU SOLICITUD .-;por prestaciones efectuadas a su solicitud .-;EXAMENES PERIODICOS - EMPRESA GLOKER TRUCKS S.A.;20240111-4302,48;[Tabla]
